,dealer_card,dealer_value,dealer_bust,init_hand,hit,result,outcome
1447,J,18,0,17,1,-1.0,0
1448,A,21,0,20,0,-1.0,1
1449,7,18,0,17,3,-1.0,0
1450,Q,20,0,13,0,-1.0,1
1451,6,22,1,12,2,-1.0,0
1452,9,18,0,16,1,-1.0,0
1453,6,19,0,17,1,-1.0,0
1454,5,23,1,15,2,-1.0,0
1455,J,17,0,15,1,-1.0,0
1456,6,20,0,9,2,-1.0,0
1457,K,22,1,13,2,-1.0,0
1458,9,18,0,18,1,-1.0,0
1459,5,18,0,21,0,1.0,0
1460,10,20,0,20,3,-1.0,0
1461,9,19,0,17,1,-1.0,0
1462,3,17,0,21,0,1.0,0
1463,9,19,0,19,1,-1.0,0
1464,8,21,0,20,2,-1.0,0
1465,A,21,0,15,0,-1.0,1
1466,Q,20,0,12,0,-1.0,1
1467,2,17,0,15,1,-1.0,0
1468,3,17,0,16,2,-1.0,0
1469,9,23,1,16,1,-1.0,0
1470,9,23,1,12,2,1.0,1
1471,K,21,0,15,0,-1.0,1
1472,3,20,0,15,1,1.0,1
1473,7,25,1,12,4,-1.0,0
1474,3,20,0,13,1,-1.0,0
1475,A,20,0,11,1,1.0,1
1476,4,22,1,14,2,-1.0,0
1477,K,20,0,12,0,-1.0,1
1478,3,26,1,20,0,1.0,0
1479,3,25,1,12,2,-1.0,0
1480,10,25,1,20,1,-1.0,0
1481,4,21,0,12,2,-1.0,0
1482,6,17,0,17,1,-1.0,0
1483,9,18,0,14,2,-1.0,0
1484,9,22,1,16,1,-1.0,0
1485,5,26,1,17,1,-1.0,0
1486,2,26,1,11,1,1.0,1
1487,J,19,0,12,1,-1.0,0
1488,4,19,0,19,1,1.0,1
1489,9,20,0,6,2,-1.0,0
1490,2,18,0,20,0,1.0,0
1491,7,22,1,13,1,-1.0,0
1492,A,18,0,19,1,-1.0,0
1493,4,18,0,20,1,-1.0,0
1494,9,17,0,13,1,-1.0,0
1495,A,17,0,12,2,-1.0,0
1496,2,24,1,21,0,1.0,0
1497,K,20,0,12,0,-1.0,1
1498,5,25,1,13,2,-1.0,0
1499,A,20,0,14,0,-1.0,1
1500,Q,19,0,17,1,-1.0,0
1501,K,22,1,11,2,1.0,1
1502,9,17,0,14,1,-1.0,0
1503,3,17,0,5,3,-1.0,0
1504,7,26,1,8,2,-1.0,0
1505,3,18,0,14,3,-1.0,0
1506,4,19,0,14,2,-1.0,0
1507,A,18,0,14,2,-1.0,0
1508,6,17,0,16,1,-1.0,0
1509,4,17,0,12,1,1.0,1
1510,2,21,0,20,0,-1.0,1
1511,8,18,0,20,2,-1.0,0
1512,K,20,0,16,1,-1.0,0
1513,5,17,0,17,1,-1.0,0
1514,3,19,0,13,1,-1.0,0
1515,Q,20,0,11,1,1.0,1
1516,K,21,0,9,0,-1.0,1
1517,7,22,1,20,1,-1.0,0
1518,9,18,0,15,1,-1.0,0
1519,8,19,0,20,1,-1.0,0
1520,Q,21,0,14,0,-1.0,1
1521,6,17,0,13,2,1.0,1
1522,Q,23,1,14,2,-1.0,0
1523,9,17,0,6,3,-1.0,0
1524,8,18,0,9,2,-1.0,0
1525,Q,21,0,8,0,-1.0,1
1526,10,20,0,17,1,-1.0,0
1527,3,19,0,16,2,1.0,1
1528,10,21,0,12,0,-1.0,1
1529,J,20,0,19,1,-1.0,0
1530,J,26,1,14,3,-1.0,0
1531,5,24,1,14,1,-1.0,0
1532,7,23,1,20,1,-1.0,0
1533,10,21,0,12,2,-1.0,0
1534,6,21,0,10,2,0.0,1
1535,4,20,0,6,3,-1.0,0
1536,9,19,0,20,1,-1.0,0
1537,J,21,0,17,2,-1.0,0
1538,7,17,0,7,3,-1.0,0
1539,10,20,0,7,2,-1.0,0
1540,4,23,1,5,2,-1.0,0
1541,5,22,1,8,2,1.0,1
1542,5,25,1,12,1,-1.0,0
1543,6,21,0,16,1,-1.0,0
1544,3,22,1,12,2,-1.0,0
1545,10,20,0,14,0,-1.0,1
1546,A,23,1,20,1,-1.0,0
1547,8,17,0,20,1,-1.0,0
1548,10,18,0,16,2,-1.0,0
1549,6,17,0,16,2,-1.0,0
1550,Q,23,1,16,1,-1.0,0
1551,4,24,1,9,3,-1.0,0
1552,5,18,0,16,3,-1.0,0
1553,5,23,1,20,2,-1.0,0
1554,5,19,0,15,1,-1.0,0
1555,K,20,0,13,0,-1.0,1
1556,7,17,0,20,1,-1.0,0
1557,J,21,0,8,2,-1.0,0
1558,A,17,0,17,1,-1.0,0
1559,10,18,0,14,1,1.0,1
1560,5,18,0,13,1,-1.0,0
1561,4,24,1,9,2,1.0,1
1562,Q,23,1,21,0,1.0,0
1563,K,19,0,13,0,-1.0,1
1564,K,19,0,20,1,-1.0,0
1565,8,18,0,14,2,-1.0,0
1566,K,20,0,7,3,-1.0,0
1567,10,26,1,15,2,-1.0,0
1568,4,23,1,17,1,-1.0,0
1569,4,24,1,15,2,-1.0,0
1570,5,22,1,10,1,1.0,1
1571,5,22,1,16,2,-1.0,0
1572,10,17,0,20,1,-1.0,0
1573,7,17,0,18,3,1.0,1
1574,9,17,0,20,1,-1.0,0
1575,3,20,0,18,2,-1.0,0
1576,2,21,0,12,1,-1.0,0
1577,2,20,0,11,3,-1.0,0
1578,K,22,1,12,2,-1.0,0
1579,6,17,0,13,1,-1.0,0
1580,Q,20,0,14,0,-1.0,1
1581,7,24,1,21,0,1.0,0
1582,9,26,1,4,2,-1.0,0
1583,8,17,0,19,1,-1.0,0
1584,2,21,0,15,1,-1.0,0
1585,A,20,0,13,0,-1.0,1
1586,A,21,0,18,0,-1.0,1
1587,10,20,0,16,1,-1.0,0
1588,5,20,0,14,2,-1.0,0
1589,2,23,1,18,1,-1.0,0
1590,8,21,0,17,1,-1.0,0
1591,5,22,1,16,2,-1.0,0
1592,J,23,1,12,2,-1.0,0
1593,7,18,0,17,2,-1.0,0
1594,3,17,0,13,2,-1.0,0
1595,10,20,0,19,1,-1.0,0
1596,K,17,0,14,3,-1.0,0
1597,J,20,0,14,2,-1.0,0
1598,7,20,0,15,2,-1.0,0
1599,7,21,0,20,1,-1.0,0
1600,A,19,0,12,0,-1.0,1
1601,4,17,0,15,1,-1.0,0
1602,J,23,1,12,2,1.0,1
1603,8,18,0,12,0,-1.0,1
1604,10,17,0,13,2,-1.0,0
1605,K,21,0,12,0,-1.0,1
1606,6,23,1,10,2,-1.0,0
1607,J,22,1,14,2,-1.0,0
1608,J,20,0,13,0,-1.0,1
1609,7,18,0,20,1,-1.0,0
1610,A,20,0,7,1,-1.0,0
1611,8,22,1,12,1,-1.0,0
1612,9,19,0,13,0,-1.0,1
1613,Q,17,0,9,2,-1.0,0
1614,9,23,1,13,1,-1.0,0
1615,2,22,1,15,2,1.0,1
1616,5,20,0,21,0,1.0,0
1617,K,22,1,15,1,-1.0,0
1618,9,20,0,12,0,-1.0,1
1619,K,21,0,16,1,-1.0,0
1620,Q,20,0,7,1,-1.0,0
1621,7,21,0,11,2,-1.0,0
1622,Q,21,0,19,0,-1.0,1
1623,4,18,0,20,1,-1.0,0
1624,4,22,1,14,1,-1.0,0
1625,K,24,1,17,1,-1.0,0
1626,10,25,1,19,1,1.0,1
1627,10,24,1,10,2,-1.0,0
1628,3,17,0,8,3,-1.0,0
1629,2,20,0,12,2,1.0,1
1630,2,23,1,18,2,-1.0,0
1631,2,22,1,13,1,-1.0,0
1632,10,24,1,20,1,-1.0,0
1633,10,24,1,17,2,-1.0,0
1634,K,20,0,9,2,-1.0,0
1635,3,22,1,12,1,-1.0,0
1636,6,26,1,13,2,-1.0,0
1637,4,24,1,19,1,-1.0,0
1638,J,18,0,12,2,-1.0,0
1639,10,20,0,16,1,-1.0,0
1640,A,21,0,16,0,-1.0,1
1641,8,20,0,11,2,-1.0,0
1642,5,20,0,12,2,-1.0,0
1643,5,21,0,21,0,0.0,0
1644,J,20,0,15,1,-1.0,0
1645,7,18,0,10,2,-1.0,0
1646,9,19,0,17,1,-1.0,0
1647,9,19,0,12,0,-1.0,1
1648,5,18,0,11,1,1.0,1
1649,J,20,0,11,1,1.0,1
1650,J,19,0,21,0,1.0,0
1651,3,23,1,19,1,1.0,1
1652,A,17,0,9,2,1.0,1
1653,6,21,0,16,1,-1.0,0
1654,K,17,0,19,4,-1.0,0
1655,10,19,0,21,0,1.0,0
1656,9,18,0,19,1,-1.0,0
1657,7,26,1,11,2,1.0,1
1658,9,19,0,21,0,1.0,0
1659,9,18,0,19,1,-1.0,0
1660,J,20,0,16,2,1.0,1
1661,J,20,0,14,0,-1.0,1
1662,2,19,0,20,0,1.0,0
1663,2,24,1,12,2,-1.0,0
1664,J,19,0,14,2,-1.0,0
1665,4,24,1,12,1,-1.0,0
1666,7,18,0,19,1,-1.0,0
1667,A,18,0,12,1,1.0,1
1668,A,20,0,14,0,-1.0,1
1669,3,23,1,7,2,-1.0,0
1670,2,22,1,13,4,-1.0,0
1671,3,18,0,15,2,-1.0,0
1672,Q,20,0,14,0,-1.0,1
1673,6,23,1,18,1,-1.0,0
1674,4,24,1,12,1,-1.0,0
1675,10,20,0,10,2,-1.0,0
1676,J,24,1,17,3,-1.0,0
1677,4,18,0,18,2,-1.0,0
1678,Q,23,1,21,0,1.0,0
1679,J,22,1,19,1,-1.0,0
1680,3,24,1,19,1,-1.0,0
1681,9,19,0,15,1,-1.0,0
1682,7,17,0,8,2,-1.0,0
1683,2,17,0,18,1,-1.0,0
1684,4,24,1,12,3,-1.0,0
1685,K,17,0,15,2,-1.0,0
1686,9,18,0,20,1,-1.0,0
1687,5,23,1,9,2,-1.0,0
1688,2,22,1,17,1,1.0,1
1689,K,19,0,15,2,-1.0,0
1690,K,22,1,10,2,-1.0,0
1691,4,24,1,14,1,-1.0,0
1692,5,25,1,13,3,-1.0,0
1693,3,26,1,8,2,-1.0,0
1694,6,22,1,12,2,-1.0,0
1695,4,22,1,21,0,1.0,0
1696,K,21,0,20,0,-1.0,1
1697,Q,21,0,15,1,-1.0,0
1698,6,22,1,20,1,-1.0,0
1699,K,22,1,14,3,1.0,1
1700,3,22,1,9,3,1.0,1
1701,A,21,0,21,0,0.0,0
1702,2,22,1,10,2,-1.0,0
1703,7,17,0,20,1,-1.0,0
1704,Q,24,1,15,1,-1.0,0
1705,5,20,0,8,2,-1.0,0
1706,6,17,0,13,3,-1.0,0
1707,A,19,0,10,2,1.0,1
1708,6,20,0,7,2,-1.0,0
1709,7,23,1,18,1,-1.0,0
1710,10,21,0,14,0,-1.0,1
1711,A,20,0,8,2,-1.0,0
1712,J,17,0,19,2,-1.0,0
1713,8,18,0,12,1,-1.0,0
1714,8,19,0,19,1,-1.0,0
1715,6,22,1,13,3,-1.0,0
1716,9,18,0,12,1,-1.0,0
1717,5,21,0,14,1,0.0,1
1718,Q,20,0,8,2,1.0,1
1719,J,23,1,20,1,-1.0,0
1720,5,26,1,16,1,1.0,1
1721,4,20,0,17,2,-1.0,0
1722,A,21,0,15,2,-1.0,0
1723,10,19,0,11,2,-1.0,0
1724,K,19,0,18,1,-1.0,0
1725,3,20,0,18,1,-1.0,0
1726,J,19,0,7,3,-1.0,0
1727,A,21,0,7,0,-1.0,1
1728,Q,19,0,18,3,-1.0,0
1729,Q,18,0,18,1,-1.0,0
1730,Q,21,0,13,0,-1.0,1
1731,2,21,0,14,1,-1.0,0
1732,6,23,1,13,1,1.0,1
1733,7,20,0,17,4,-1.0,0
1734,8,18,0,16,1,-1.0,0
1735,6,17,0,13,1,1.0,1
1736,9,19,0,20,1,-1.0,0
1737,10,21,0,20,0,-1.0,1
1738,J,19,0,14,3,-1.0,0
1739,6,17,0,14,1,-1.0,0
1740,9,24,1,20,1,-1.0,0
1741,K,19,0,12,2,-1.0,0
1742,10,17,0,13,2,-1.0,0
1743,5,23,1,8,4,1.0,1
1744,7,19,0,13,2,-1.0,0
1745,A,20,0,17,2,-1.0,0
1746,7,26,1,13,2,-1.0,0
1747,10,17,0,17,1,-1.0,0
1748,10,21,0,13,0,-1.0,1
1749,K,20,0,12,0,-1.0,1
1750,7,17,0,12,1,1.0,1
1751,10,17,0,10,2,-1.0,0
1752,8,19,0,14,1,-1.0,0
1753,9,22,1,19,1,-1.0,0
1754,2,23,1,21,0,1.0,0
1755,6,23,1,17,1,-1.0,0
1756,Q,20,0,18,1,1.0,1
1757,6,23,1,14,3,-1.0,0
1758,7,17,0,19,2,-1.0,0
1759,A,21,0,20,0,-1.0,1
1760,3,21,0,15,2,-1.0,0
1761,Q,20,0,13,0,-1.0,1
1762,7,17,0,12,3,1.0,1
1763,9,23,1,18,2,-1.0,0
1764,8,22,1,10,3,-1.0,0
1765,3,22,1,20,1,-1.0,0
1766,6,22,1,17,1,1.0,1
1767,5,18,0,18,1,-1.0,0
1768,4,20,0,16,2,-1.0,0
1769,2,19,0,12,2,-1.0,0
1770,3,17,0,17,1,-1.0,0
1771,A,22,1,12,2,-1.0,0
1772,6,24,1,20,3,-1.0,0
1773,3,23,1,10,2,1.0,1
1774,9,21,0,7,2,-1.0,0
1775,K,20,0,16,1,-1.0,0
1776,Q,20,0,15,3,-1.0,0
1777,A,18,0,7,2,-1.0,0
1778,2,18,0,14,2,-1.0,0
1779,5,23,1,6,3,-1.0,0
1780,3,18,0,11,2,-1.0,0
1781,5,19,0,11,1,1.0,1
1782,A,20,0,12,3,-1.0,0
1783,5,19,0,21,0,1.0,0
1784,J,22,1,11,3,1.0,1
1785,3,25,1,21,0,1.0,0
1786,9,19,0,16,2,-1.0,0
1787,2,18,0,12,1,-1.0,0
1788,5,20,0,17,1,-1.0,0
1789,A,21,0,13,0,-1.0,1
1790,10,17,0,16,1,-1.0,0
1791,6,17,0,12,1,-1.0,0
1792,K,17,0,17,1,-1.0,0
1793,Q,19,0,11,3,-1.0,0
1794,4,24,1,12,2,-1.0,0
1795,Q,19,0,16,1,-1.0,0
1796,J,18,0,10,2,-1.0,0
1797,6,21,0,5,3,-1.0,0
1798,5,19,0,9,2,-1.0,0
1799,10,23,1,14,4,1.0,1
1800,3,19,0,16,3,-1.0,0
1801,10,17,0,15,2,-1.0,0
1802,9,20,0,17,1,-1.0,0
1803,8,18,0,14,2,-1.0,0
1804,4,18,0,12,2,1.0,1
1805,K,20,0,12,0,-1.0,1
1806,4,22,1,6,3,-1.0,0
1807,6,17,0,12,2,-1.0,0
1808,K,21,0,16,0,-1.0,1
1809,8,18,0,16,1,-1.0,0
1810,4,17,0,13,2,-1.0,0
1811,8,19,0,21,0,1.0,0
1812,10,20,0,11,2,1.0,1
1813,A,21,0,13,0,-1.0,1
1814,10,20,0,20,1,-1.0,0
1815,2,17,0,17,2,-1.0,0
1816,Q,18,0,16,1,-1.0,0
1817,K,18,0,14,1,-1.0,0
1818,2,25,1,13,2,-1.0,0
1819,10,21,0,10,0,-1.0,1
1820,K,20,0,15,2,-1.0,0
1821,3,19,0,16,1,-1.0,0
1822,J,21,0,8,0,-1.0,1
1823,3,18,0,20,1,-1.0,0
1824,2,23,1,21,0,1.0,0
1825,J,20,0,19,1,-1.0,0
1826,K,24,1,15,1,-1.0,0
1827,9,17,0,14,2,-1.0,0
1828,9,20,0,19,3,-1.0,0
1829,5,25,1,12,1,1.0,1
1830,9,20,0,4,2,-1.0,0
1831,9,19,0,14,1,-1.0,0
1832,3,17,0,21,0,1.0,0
1833,A,17,0,13,2,-1.0,0
1834,K,18,0,10,2,-1.0,0
1835,K,21,0,18,0,-1.0,1
1836,10,25,1,19,1,-1.0,0
1837,2,24,1,7,2,-1.0,0
1838,4,17,0,12,2,-1.0,0
1839,2,21,0,21,0,0.0,0
1840,Q,23,1,15,2,-1.0,0
1841,9,20,0,13,0,-1.0,1
1842,8,18,0,20,1,-1.0,0
1843,J,21,0,21,0,0.0,0
1844,J,20,0,10,2,-1.0,0
1845,8,18,0,9,2,1.0,1
1846,5,21,0,21,0,0.0,0
1847,6,26,1,14,1,-1.0,0
1848,4,21,0,12,1,0.0,1
1849,A,17,0,19,1,-1.0,0
1850,9,19,0,10,2,-1.0,0
1851,Q,26,1,17,2,-1.0,0
1852,K,20,0,19,1,-1.0,0
1853,Q,22,1,20,3,1.0,1
1854,7,26,1,12,2,-1.0,0
1855,5,25,1,18,1,-1.0,0
1856,4,18,0,10,1,1.0,1
1857,9,19,0,16,1,-1.0,0
1858,8,18,0,13,1,-1.0,0
1859,2,18,0,19,1,-1.0,0
1860,3,17,0,20,1,-1.0,0
1861,5,25,1,14,1,-1.0,0
1862,Q,17,0,9,2,-1.0,0
1863,K,20,0,20,1,-1.0,0
1864,3,18,0,17,2,-1.0,0
1865,3,18,0,21,0,1.0,0
1866,Q,20,0,12,0,-1.0,1
1867,2,20,0,18,1,-1.0,0
1868,5,21,0,14,3,-1.0,0
1869,9,23,1,20,1,-1.0,0
1870,9,23,1,12,1,-1.0,0
1871,Q,18,0,16,1,-1.0,0
1872,2,19,0,21,0,1.0,0
1873,2,17,0,16,1,-1.0,0
1874,A,21,0,17,0,-1.0,1
1875,8,20,0,14,2,-1.0,0
1876,A,18,0,12,0,-1.0,1
1877,10,20,0,9,1,-1.0,0
1878,Q,21,0,20,1,-1.0,0
1879,4,18,0,20,1,-1.0,0
1880,10,18,0,16,3,-1.0,0
1881,5,21,0,19,1,0.0,1
1882,10,17,0,7,4,1.0,1
1883,8,19,0,16,1,-1.0,0
1884,4,25,1,12,2,-1.0,0
1885,4,25,1,14,1,-1.0,0
1886,6,20,0,15,1,-1.0,0
1887,2,21,0,21,0,0.0,0
1888,J,20,0,8,3,-1.0,0
1889,2,23,1,18,1,-1.0,0
1890,8,18,0,11,1,1.0,1
1891,10,20,0,12,0,-1.0,1
1892,4,17,0,13,2,-1.0,0
1893,9,24,1,12,2,-1.0,0
1894,3,23,1,16,2,-1.0,0
1895,5,22,1,20,1,-1.0,0
1896,7,19,0,10,2,-1.0,0
1897,9,18,0,13,1,-1.0,0
1898,10,20,0,20,1,-1.0,0
1899,J,18,0,18,1,-1.0,0
1900,Q,17,0,19,2,-1.0,0
1901,2,25,1,20,0,1.0,0
1902,5,21,0,8,2,-1.0,0
1903,Q,21,0,16,0,-1.0,1
1904,K,20,0,14,0,-1.0,1
1905,5,25,1,12,1,-1.0,0
1906,5,21,0,18,1,-1.0,0
1907,K,23,1,5,2,1.0,1
1908,3,17,0,9,2,-1.0,0
1909,10,20,0,20,1,-1.0,0
1910,J,20,0,6,1,1.0,1
1911,2,22,1,12,2,-1.0,0
1912,6,18,0,20,2,-1.0,0
1913,4,21,0,14,1,0.0,1
1914,5,18,0,12,2,1.0,1
1915,4,17,0,12,2,-1.0,0
1916,3,22,1,13,2,-1.0,0
1917,2,22,1,9,2,-1.0,0
1918,8,26,1,18,1,-1.0,0
1919,2,19,0,8,2,-1.0,0
1920,10,20,0,11,1,1.0,1
1921,Q,25,1,16,2,-1.0,0
1922,5,19,0,12,2,-1.0,0
1923,J,24,1,12,2,-1.0,0
1924,10,19,0,14,2,-1.0,0
1925,9,19,0,18,2,-1.0,0
1926,8,18,0,12,0,-1.0,1
1927,3,25,1,14,3,-1.0,0
1928,4,22,1,9,2,-1.0,0
1929,5,18,0,12,1,-1.0,0
1930,6,17,0,18,2,-1.0,0
1931,6,18,0,13,1,-1.0,0
1932,6,19,0,12,1,1.0,1
1933,A,21,0,17,0,-1.0,1
1934,Q,22,1,16,1,-1.0,0
1935,A,21,0,20,0,-1.0,1
1936,Q,17,0,6,3,-1.0,0
1937,6,23,1,12,2,-1.0,0
1938,Q,20,0,21,0,1.0,0
1939,2,20,0,15,2,-1.0,0
1940,3,19,0,7,3,-1.0,0
1941,7,17,0,13,2,-1.0,0
1942,Q,17,0,12,2,-1.0,0
1943,2,17,0,21,0,1.0,0
1944,J,24,1,12,1,-1.0,0
1945,10,19,0,12,2,-1.0,0
1946,4,19,0,12,2,-1.0,0
1947,Q,22,1,9,3,1.0,1
1948,K,19,0,11,1,-1.0,0
1949,5,23,1,13,2,-1.0,0
1950,J,26,1,15,1,1.0,1
1951,K,18,0,20,1,-1.0,0
1952,3,26,1,19,2,-1.0,0
1953,8,18,0,9,1,1.0,1
1954,10,20,0,7,2,1.0,1
1955,5,21,0,16,1,-1.0,0
1956,2,25,1,21,0,1.0,0
1957,8,18,0,14,2,-1.0,0
1958,8,21,0,21,0,0.0,0
1959,3,17,0,21,0,1.0,0
1960,3,21,0,12,2,-1.0,0
1961,7,20,0,20,1,-1.0,0
1962,9,21,0,13,1,0.0,1
1963,Q,17,0,11,1,1.0,1
1964,2,22,1,16,1,1.0,1
1965,3,20,0,13,2,-1.0,0
1966,Q,25,1,6,2,-1.0,0
1967,8,22,1,18,1,-1.0,0
1968,J,23,1,5,2,-1.0,0
1969,Q,24,1,13,1,-1.0,0
1970,10,21,0,12,0,-1.0,1
1971,Q,21,0,16,0,-1.0,1
1972,A,19,0,10,1,1.0,1
1973,K,20,0,16,1,1.0,1
1974,A,21,0,9,0,-1.0,1
1975,9,19,0,17,1,-1.0,0
1976,7,23,1,14,1,-1.0,0
1977,5,23,1,10,2,-1.0,0
1978,5,25,1,12,2,-1.0,0
1979,A,20,0,12,0,-1.0,1
1980,8,18,0,11,1,-1.0,0
1981,Q,21,0,10,0,-1.0,1
1982,2,22,1,18,1,-1.0,0
1983,6,19,0,5,3,1.0,1
1984,K,22,1,16,2,-1.0,0
1985,A,20,0,14,2,-1.0,0
1986,9,19,0,13,0,-1.0,1
1987,A,20,0,12,0,-1.0,1
1988,K,19,0,14,1,-1.0,0
1989,3,21,0,15,1,0.0,1
1990,10,25,1,20,1,-1.0,0
1991,2,19,0,16,1,-1.0,0
1992,9,25,1,8,4,-1.0,0
1993,K,20,0,10,2,-1.0,0
1994,4,22,1,20,1,-1.0,0
1995,3,17,0,7,4,-1.0,0
1996,J,20,0,15,3,-1.0,0
1997,10,19,0,16,3,-1.0,0
1998,K,17,0,14,1,1.0,1
1999,4,20,0,21,0,1.0,0
2000,9,19,0,17,1,-1.0,0
2001,4,24,1,16,1,-1.0,0
2002,K,22,1,9,2,-1.0,0
2003,6,21,0,8,3,-1.0,0
2004,2,21,0,12,2,-1.0,0
2005,10,17,0,12,1,1.0,1
2006,3,24,1,7,2,1.0,1
2007,K,17,0,17,1,-1.0,0
2008,4,24,1,14,2,-1.0,0
2009,3,23,1,11,4,-1.0,0
2010,3,25,1,15,1,1.0,1
2011,J,20,0,13,0,-1.0,1
2012,8,18,0,16,2,-1.0,0
2013,7,21,0,15,1,-1.0,0
2014,4,22,1,18,1,-1.0,0
2015,8,17,0,12,1,1.0,1
2016,7,24,1,16,2,-1.0,0
2017,3,22,1,15,1,1.0,1
2018,7,18,0,13,2,-1.0,0
2019,10,24,1,18,1,-1.0,0
2020,J,19,0,12,2,-1.0,0
2021,2,24,1,15,1,-1.0,0
2022,Q,20,0,12,3,-1.0,0
2023,K,20,0,11,2,-1.0,0
2024,9,21,0,19,1,0.0,1
2025,10,20,0,13,0,-1.0,1
2026,5,18,0,15,1,-1.0,0
2027,4,22,1,19,1,-1.0,0
2028,5,20,0,21,0,1.0,0
2029,A,20,0,20,2,-1.0,0
2030,K,20,0,10,1,1.0,1
2031,Q,19,0,7,2,-1.0,0
2032,2,23,1,15,2,-1.0,0
2033,8,18,0,19,1,-1.0,0
2034,K,21,0,21,0,0.0,0
2035,2,26,1,13,1,-1.0,0
2036,6,23,1,16,1,-1.0,0
2037,10,18,0,18,1,-1.0,0
2038,4,20,0,9,3,-1.0,0
2039,8,18,0,16,1,-1.0,0
2040,J,19,0,18,1,-1.0,0
2041,2,20,0,14,1,-1.0,0
2042,9,19,0,12,0,-1.0,1
2043,7,17,0,13,1,1.0,1
2044,J,20,0,16,1,1.0,1
2045,6,26,1,21,0,1.0,0
2046,8,21,0,12,2,-1.0,0
2047,K,18,0,7,2,1.0,1
2048,J,19,0,13,0,-1.0,1
2049,J,20,0,14,0,-1.0,1
2050,9,21,0,20,1,-1.0,0
2051,2,22,1,11,1,1.0,1
2052,6,18,0,13,2,-1.0,0
2053,9,19,0,8,2,-1.0,0
2054,8,19,0,13,0,-1.0,1
2055,9,23,1,17,2,-1.0,0
2056,A,21,0,18,0,-1.0,1
2057,K,24,1,18,1,-1.0,0
2058,5,18,0,13,2,-1.0,0
2059,Q,20,0,15,1,-1.0,0
2060,7,17,0,16,2,-1.0,0
2061,A,18,0,12,0,-1.0,1
2062,3,21,0,13,2,-1.0,0
2063,8,18,0,20,1,-1.0,0
2064,5,21,0,13,2,-1.0,0
2065,A,19,0,13,0,-1.0,1
2066,4,22,1,17,2,-1.0,0
2067,9,23,1,16,1,-1.0,0
2068,Q,17,0,13,2,-1.0,0
2069,6,26,1,16,1,-1.0,0
2070,Q,20,0,15,1,-1.0,0
2071,A,21,0,21,0,0.0,0
2072,6,17,0,14,3,-1.0,0
2073,3,20,0,19,1,-1.0,0
2074,9,17,0,11,2,-1.0,0
2075,J,17,0,16,1,-1.0,0
2076,8,23,1,9,2,-1.0,0
2077,K,19,0,8,1,1.0,1
2078,J,19,0,6,1,-1.0,0
2079,J,18,0,10,2,-1.0,0
2080,4,19,0,18,1,-1.0,0
2081,5,17,0,20,1,-1.0,0
2082,A,17,0,17,2,-1.0,0
2083,10,20,0,16,1,-1.0,0
2084,9,19,0,9,3,-1.0,0
2085,A,19,0,17,1,-1.0,0
2086,5,25,1,17,2,-1.0,0
2087,10,17,0,20,1,-1.0,0
2088,6,21,0,14,2,-1.0,0
2089,K,21,0,17,0,-1.0,1
2090,A,18,0,12,3,-1.0,0
2091,4,17,0,14,2,-1.0,0
2092,7,17,0,16,1,1.0,1
2093,5,22,1,13,1,-1.0,0
2094,9,20,0,9,3,1.0,1
2095,9,18,0,14,1,1.0,1
2096,3,18,0,14,1,-1.0,0
2097,2,19,0,18,2,1.0,1
2098,K,20,0,9,1,-1.0,0
2099,J,17,0,10,2,-1.0,0
2100,2,22,1,20,0,1.0,0
2101,10,23,1,9,3,-1.0,0
2102,6,24,1,17,1,-1.0,0
2103,A,19,0,12,0,-1.0,1
2104,4,20,0,13,3,-1.0,0
2105,A,23,1,19,1,-1.0,0
2106,8,20,0,6,2,-1.0,0
2107,A,17,0,13,1,-1.0,0
2108,K,18,0,13,1,-1.0,0
2109,8,18,0,14,1,-1.0,0
2110,8,17,0,16,2,1.0,1
2111,2,24,1,13,3,-1.0,0
2112,3,19,0,7,2,-1.0,0
2113,8,18,0,16,1,-1.0,0
2114,5,17,0,11,1,1.0,1
2115,J,20,0,20,1,-1.0,0
2116,6,26,1,8,2,-1.0,0
2117,K,18,0,21,0,1.0,0
2118,7,18,0,11,1,1.0,1
2119,2,22,1,16,1,-1.0,0
2120,K,21,0,15,0,-1.0,1
2121,A,20,0,18,1,-1.0,0
2122,7,23,1,12,2,-1.0,0
2123,A,21,0,18,0,-1.0,1
2124,K,21,0,9,2,-1.0,0
2125,J,21,0,12,0,-1.0,1
2126,J,21,0,20,0,-1.0,1
2127,7,20,0,11,1,1.0,1
2128,3,26,1,11,2,-1.0,0
2129,J,26,1,6,3,-1.0,0
2130,5,18,0,18,1,-1.0,0
2131,9,20,0,11,2,1.0,1
2132,A,21,0,13,0,-1.0,1
2133,J,18,0,21,0,1.0,0
2134,9,26,1,17,2,-1.0,0
2135,Q,26,1,15,1,-1.0,0
2136,A,18,0,17,1,-1.0,0
2137,4,24,1,20,0,1.0,0
2138,8,22,1,19,1,-1.0,0
2139,K,18,0,15,2,-1.0,0
2140,8,18,0,12,0,-1.0,1
2141,5,21,0,11,1,0.0,1
2142,J,22,1,21,0,1.0,0
2143,6,26,1,17,1,-1.0,0
2144,A,17,0,12,2,-1.0,0
2145,9,18,0,12,0,-1.0,1
2146,4,19,0,13,3,-1.0,0
2147,7,23,1,17,2,-1.0,0
2148,Q,22,1,14,1,-1.0,0
