,dealer_card,dealer_value,dealer_bust,init_hand,hit,result,outcome
3554,5,25,1,15,2,-1.0,0
3555,6,21,0,14,1,-1.0,0
3556,3,22,1,21,0,1.0,0
3557,10,20,0,7,1,-1.0,0
3558,A,23,1,10,2,-1.0,0
3559,8,17,0,15,1,1.0,1
3560,10,18,0,13,2,-1.0,0
3561,6,17,0,18,1,1.0,1
3562,Q,23,1,20,1,-1.0,0
3563,4,24,1,20,1,1.0,1
3564,5,18,0,9,3,-1.0,0
3565,5,23,1,14,3,-1.0,0
3566,5,19,0,9,1,1.0,1
3567,K,20,0,15,2,-1.0,0
3568,7,17,0,15,1,-1.0,0
3569,J,21,0,20,2,-1.0,0
3570,A,17,0,7,2,1.0,1
3571,10,18,0,14,1,-1.0,0
3572,5,18,0,13,1,-1.0,0
3573,4,24,1,5,3,-1.0,0
3574,Q,23,1,19,1,-1.0,0
3575,K,19,0,15,1,-1.0,0
3576,K,19,0,12,2,-1.0,0
3577,8,18,0,8,3,-1.0,0
3578,K,20,0,20,1,-1.0,0
3579,10,26,1,12,3,-1.0,0
3580,4,23,1,20,1,1.0,1
3581,4,24,1,18,1,-1.0,0
3582,5,22,1,14,1,-1.0,0
3583,5,22,1,7,2,-1.0,0
3584,10,17,0,17,2,-1.0,0
3585,7,17,0,14,2,-1.0,0
3586,9,17,0,16,1,-1.0,0
3587,3,20,0,14,4,-1.0,0
3588,2,21,0,21,0,0.0,0
3589,2,20,0,5,2,-1.0,0
3590,K,22,1,16,1,-1.0,0
3591,6,17,0,13,1,1.0,1
3592,Q,20,0,20,1,-1.0,0
3593,7,24,1,19,1,-1.0,0
3594,9,26,1,11,3,-1.0,0
3595,8,17,0,15,1,1.0,1
3596,2,21,0,20,0,-1.0,1
3597,A,20,0,12,0,-1.0,1
3598,A,21,0,15,0,-1.0,1
3599,10,20,0,19,1,-1.0,0
3600,5,20,0,10,2,-1.0,0
3601,2,23,1,6,3,-1.0,0
3602,8,21,0,14,1,-1.0,0
3603,5,22,1,21,0,1.0,0
3604,J,23,1,12,2,-1.0,0
3605,7,18,0,11,2,-1.0,0
3606,3,17,0,13,2,-1.0,0
3607,10,20,0,11,1,1.0,1
3608,K,17,0,13,2,-1.0,0
3609,J,20,0,14,1,1.0,1
3610,7,20,0,17,2,-1.0,0
3611,7,21,0,11,3,-1.0,0
3612,A,19,0,8,2,-1.0,0
3613,4,17,0,18,1,-1.0,0
3614,J,23,1,10,2,-1.0,0
3615,8,18,0,14,2,-1.0,0
3616,10,17,0,14,1,-1.0,0
3617,K,21,0,12,0,-1.0,1
3618,6,23,1,6,3,1.0,1
3619,J,22,1,8,2,-1.0,0
3620,J,20,0,12,0,-1.0,1
3621,7,18,0,20,1,-1.0,0
3622,A,20,0,17,2,-1.0,0
3623,8,22,1,16,2,-1.0,0
3624,9,19,0,7,4,-1.0,0
3625,Q,17,0,11,2,-1.0,0
3626,9,23,1,12,1,1.0,1
3627,2,22,1,11,1,1.0,1
3628,5,20,0,21,0,1.0,0
3629,K,22,1,15,3,-1.0,0
3630,9,20,0,19,1,-1.0,0
3631,K,21,0,13,3,0.0,1
3632,Q,20,0,13,0,-1.0,1
3633,7,21,0,15,2,-1.0,0
3634,Q,21,0,10,0,-1.0,1
3635,4,18,0,20,2,-1.0,0
3636,4,22,1,8,2,-1.0,0
3637,K,24,1,6,2,-1.0,0
3638,10,25,1,20,2,1.0,1
3639,10,24,1,12,2,-1.0,0
3640,3,17,0,15,1,1.0,1
3641,2,20,0,13,1,-1.0,0
3642,2,23,1,8,2,-1.0,0
3643,2,22,1,16,1,-1.0,0
3644,10,24,1,10,2,-1.0,0
3645,10,24,1,17,2,-1.0,0
3646,K,20,0,14,0,-1.0,1
3647,3,22,1,20,1,-1.0,0
3648,6,26,1,14,2,-1.0,0
3649,4,24,1,15,1,-1.0,0
3650,J,18,0,21,0,1.0,0
3651,10,20,0,15,1,-1.0,0
3652,A,21,0,11,0,-1.0,1
3653,8,20,0,14,2,-1.0,0
3654,5,20,0,16,1,-1.0,0
3655,5,21,0,15,1,0.0,1
3656,J,20,0,14,0,-1.0,1
3657,7,18,0,13,1,-1.0,0
3658,9,19,0,11,1,-1.0,0
3659,9,19,0,14,2,1.0,1
3660,5,18,0,20,0,1.0,0
3661,J,20,0,12,0,-1.0,1
3662,J,19,0,16,1,-1.0,0
3663,3,23,1,11,1,1.0,1
3664,A,17,0,12,2,-1.0,0
3665,6,21,0,11,2,-1.0,0
3666,K,17,0,13,3,-1.0,0
3667,10,19,0,20,1,-1.0,0
3668,9,18,0,14,2,-1.0,0
3669,7,26,1,20,1,-1.0,0
3670,9,19,0,20,1,-1.0,0
3671,9,18,0,15,1,-1.0,0
3672,J,20,0,12,0,-1.0,1
3673,J,20,0,10,2,-1.0,0
3674,2,19,0,20,0,1.0,0
3675,2,24,1,17,1,-1.0,0
3676,J,19,0,16,1,-1.0,0
3677,4,24,1,13,2,-1.0,0
3678,7,18,0,17,2,-1.0,0
3679,A,18,0,17,1,-1.0,0
3680,A,20,0,11,1,-1.0,0
3681,3,23,1,14,1,1.0,1
3682,2,22,1,18,1,1.0,1
3683,3,18,0,21,0,1.0,0
3684,Q,20,0,18,1,-1.0,0
3685,6,23,1,12,2,-1.0,0
3686,4,24,1,17,2,1.0,1
3687,10,20,0,16,2,-1.0,0
3688,J,24,1,17,1,-1.0,0
3689,4,18,0,17,1,-1.0,0
3690,Q,23,1,9,4,1.0,1
3691,J,22,1,4,2,-1.0,0
3692,3,24,1,11,1,1.0,1
3693,9,19,0,17,1,-1.0,0
3694,7,17,0,8,2,-1.0,0
3695,2,17,0,18,1,-1.0,0
3696,4,24,1,12,2,-1.0,0
3697,K,17,0,15,2,-1.0,0
3698,9,18,0,20,1,-1.0,0
3699,5,23,1,20,1,1.0,1
3700,2,22,1,12,2,-1.0,0
3701,K,19,0,20,2,-1.0,0
3702,K,22,1,10,2,-1.0,0
3703,4,24,1,19,3,-1.0,0
3704,5,25,1,20,1,-1.0,0
3705,3,26,1,18,1,-1.0,0
3706,6,22,1,9,3,-1.0,0
3707,4,22,1,13,3,-1.0,0
3708,K,21,0,19,0,-1.0,1
3709,Q,21,0,13,3,-1.0,0
3710,6,22,1,13,1,1.0,1
3711,K,22,1,14,1,-1.0,0
3712,3,22,1,8,4,1.0,1
3713,A,21,0,13,0,-1.0,1
3714,2,22,1,12,1,1.0,1
3715,7,17,0,16,1,-1.0,0
3716,Q,24,1,13,3,-1.0,0
3717,5,20,0,15,1,-1.0,0
3718,6,17,0,14,1,-1.0,0
3719,A,19,0,10,2,-1.0,0
3720,6,20,0,16,2,-1.0,0
3721,7,23,1,12,2,1.0,1
3722,10,21,0,14,0,-1.0,1
3723,A,20,0,9,2,-1.0,0
3724,J,17,0,20,1,-1.0,0
3725,8,18,0,15,1,-1.0,0
3726,8,19,0,15,2,-1.0,0
3727,6,22,1,5,1,1.0,1
3728,9,18,0,21,0,1.0,0
3729,5,21,0,18,2,-1.0,0
3730,Q,20,0,12,0,-1.0,1
3731,J,23,1,7,3,-1.0,0
3732,5,26,1,13,1,-1.0,0
3733,4,20,0,20,1,-1.0,0
3734,A,21,0,13,2,-1.0,0
3735,10,19,0,13,0,-1.0,1
3736,K,19,0,13,0,-1.0,1
3737,3,20,0,17,1,-1.0,0
3738,J,19,0,19,1,-1.0,0
3739,A,21,0,21,0,0.0,0
3740,Q,19,0,10,1,1.0,1
3741,Q,18,0,7,2,-1.0,0
3742,Q,21,0,18,0,-1.0,1
3743,2,21,0,10,3,0.0,1
3744,6,23,1,12,3,-1.0,0
3745,7,20,0,15,1,-1.0,0
3746,8,18,0,17,1,-1.0,0
3747,6,17,0,20,1,-1.0,0
3748,9,19,0,14,2,1.0,1
3749,10,21,0,12,0,-1.0,1
3750,J,19,0,15,1,1.0,1
3751,6,17,0,20,2,-1.0,0
3752,9,24,1,11,1,1.0,1
3753,K,19,0,11,2,1.0,1
3754,10,17,0,21,0,1.0,0
3755,5,23,1,13,2,-1.0,0
3756,7,19,0,7,2,1.0,1
3757,A,20,0,11,4,-1.0,0
3758,7,26,1,20,1,-1.0,0
3759,10,17,0,19,1,-1.0,0
3760,10,21,0,16,0,-1.0,1
3761,K,20,0,15,2,-1.0,0
3762,7,17,0,14,2,-1.0,0
3763,10,17,0,18,1,1.0,1
3764,8,19,0,15,3,-1.0,0
3765,9,22,1,12,2,-1.0,0
3766,2,23,1,15,1,-1.0,0
3767,6,23,1,12,2,-1.0,0
3768,Q,20,0,17,1,-1.0,0
3769,6,23,1,16,1,-1.0,0
3770,7,17,0,15,1,-1.0,0
3771,A,21,0,16,0,-1.0,1
3772,3,21,0,19,3,-1.0,0
3773,Q,20,0,11,1,-1.0,0
3774,7,17,0,21,0,1.0,0
3775,9,23,1,5,2,-1.0,0
3776,8,22,1,14,1,-1.0,0
3777,3,22,1,6,2,-1.0,0
3778,6,22,1,20,1,-1.0,0
3779,5,18,0,19,1,-1.0,0
3780,4,20,0,21,0,1.0,0
3781,2,19,0,7,2,-1.0,0
3782,3,17,0,12,2,-1.0,0
3783,A,22,1,19,1,-1.0,0
3784,6,24,1,20,1,-1.0,0
3785,3,23,1,16,1,-1.0,0
3786,9,21,0,15,2,-1.0,0
3787,K,20,0,7,3,-1.0,0
3788,Q,20,0,16,4,-1.0,0
3789,A,18,0,11,2,-1.0,0
3790,2,18,0,6,2,1.0,1
3791,5,23,1,9,2,-1.0,0
3792,3,18,0,9,2,-1.0,0
3793,5,19,0,14,2,1.0,1
3794,A,20,0,11,3,-1.0,0
3795,5,19,0,15,1,-1.0,0
3796,J,22,1,4,2,-1.0,0
3797,3,25,1,17,2,-1.0,0
3798,9,19,0,21,0,1.0,0
3799,2,18,0,17,1,-1.0,0
3800,5,20,0,5,3,-1.0,0
3801,A,21,0,10,0,-1.0,1
3802,10,17,0,12,2,-1.0,0
3803,6,17,0,16,1,-1.0,0
3804,K,17,0,13,2,-1.0,0
3805,Q,19,0,9,3,-1.0,0
3806,4,24,1,13,1,-1.0,0
3807,Q,19,0,16,3,-1.0,0
3808,J,18,0,21,0,1.0,0
3809,6,21,0,18,1,-1.0,0
3810,5,19,0,20,1,-1.0,0
3811,10,23,1,15,2,-1.0,0
3812,3,19,0,15,1,-1.0,0
3813,10,17,0,20,1,-1.0,0
3814,9,20,0,15,1,1.0,1
3815,8,18,0,20,1,-1.0,0
3816,4,18,0,12,1,-1.0,0
3817,K,20,0,21,0,1.0,0
3818,4,22,1,12,1,-1.0,0
3819,6,17,0,20,1,1.0,1
3820,K,21,0,18,0,-1.0,1
3821,8,18,0,17,1,-1.0,0
3822,4,17,0,8,2,1.0,1
3823,8,19,0,13,0,-1.0,1
3824,10,20,0,14,0,-1.0,1
3825,A,21,0,12,0,-1.0,1
3826,10,20,0,12,0,-1.0,1
3827,2,17,0,12,1,1.0,1
3828,Q,18,0,15,1,-1.0,0
3829,K,18,0,13,3,-1.0,0
3830,2,25,1,14,3,-1.0,0
3831,10,21,0,10,0,-1.0,1
3832,K,20,0,14,0,-1.0,1
3833,3,19,0,17,1,-1.0,0
3834,J,21,0,16,0,-1.0,1
3835,3,18,0,17,1,-1.0,0
3836,2,23,1,17,1,1.0,1
3837,J,20,0,7,1,1.0,1
3838,K,24,1,21,0,1.0,0
3839,9,17,0,21,0,1.0,0
3840,9,20,0,13,0,-1.0,1
3841,5,25,1,10,2,1.0,1
3842,9,20,0,7,2,-1.0,0
3843,9,19,0,12,0,-1.0,1
3844,3,17,0,13,2,1.0,1
3845,A,17,0,20,1,-1.0,0
3846,K,18,0,14,2,-1.0,0
3847,K,21,0,17,0,-1.0,1
3848,10,25,1,15,2,-1.0,0
3849,2,24,1,16,3,-1.0,0
3850,4,17,0,20,0,1.0,0
3851,2,21,0,8,2,-1.0,0
3852,Q,23,1,17,1,-1.0,0
3853,9,20,0,14,0,-1.0,1
3854,8,18,0,15,1,-1.0,0
3855,J,21,0,5,0,-1.0,1
3856,J,20,0,17,1,1.0,1
3857,8,18,0,13,2,1.0,1
3858,5,21,0,12,2,-1.0,0
3859,6,26,1,21,0,1.0,0
3860,4,21,0,17,1,-1.0,0
3861,A,17,0,11,1,1.0,1
3862,9,19,0,13,2,-1.0,0
3863,Q,26,1,15,1,-1.0,0
3864,K,20,0,12,1,-1.0,0
3865,Q,22,1,21,0,1.0,0
3866,7,26,1,15,2,-1.0,0
3867,5,25,1,14,2,-1.0,0
3868,4,18,0,15,2,-1.0,0
3869,9,19,0,19,1,-1.0,0
3870,8,18,0,15,1,-1.0,0
3871,2,18,0,16,1,-1.0,0
3872,3,17,0,19,1,-1.0,0
3873,5,25,1,16,1,-1.0,0
3874,Q,17,0,6,2,-1.0,0
3875,K,20,0,14,0,-1.0,1
3876,3,18,0,9,2,1.0,1
3877,3,18,0,14,1,-1.0,0
3878,Q,20,0,15,1,1.0,1
3879,2,20,0,18,1,-1.0,0
3880,5,21,0,14,1,-1.0,0
3881,9,23,1,10,2,-1.0,0
3882,9,23,1,12,2,-1.0,0
3883,Q,18,0,11,1,1.0,1
3884,2,19,0,11,2,-1.0,0
3885,2,17,0,15,2,-1.0,0
3886,A,21,0,11,0,-1.0,1
3887,8,20,0,9,2,-1.0,0
3888,A,18,0,15,1,1.0,1
3889,10,20,0,5,2,-1.0,0
3890,Q,21,0,15,1,-1.0,0
3891,4,18,0,17,3,-1.0,0
3892,10,18,0,10,3,-1.0,0
3893,5,21,0,18,1,-1.0,0
3894,10,17,0,18,1,-1.0,0
3895,8,19,0,20,2,-1.0,0
3896,4,25,1,21,0,1.0,0
3897,4,25,1,15,2,-1.0,0
3898,6,20,0,6,2,-1.0,0
3899,2,21,0,11,2,-1.0,0
3900,J,20,0,15,1,-1.0,0
3901,2,23,1,11,2,-1.0,0
3902,8,18,0,11,2,-1.0,0
3903,10,20,0,18,2,-1.0,0
3904,4,17,0,14,3,-1.0,0
3905,9,24,1,19,2,-1.0,0
3906,3,23,1,13,2,-1.0,0
3907,5,22,1,12,1,-1.0,0
3908,7,19,0,18,2,-1.0,0
3909,9,18,0,16,1,-1.0,0
3910,10,20,0,15,1,-1.0,0
3911,J,18,0,9,2,-1.0,0
3912,Q,17,0,12,1,-1.0,0
3913,2,25,1,11,3,-1.0,0
3914,5,21,0,12,1,0.0,1
3915,Q,21,0,14,0,-1.0,1
3916,K,20,0,8,2,-1.0,0
3917,5,25,1,12,2,-1.0,0
3918,5,21,0,20,0,-1.0,1
3919,K,23,1,19,1,-1.0,0
3920,3,17,0,15,1,-1.0,0
3921,10,20,0,10,2,1.0,1
3922,J,20,0,20,1,-1.0,0
3923,2,22,1,14,1,1.0,1
3924,6,18,0,17,1,-1.0,0
3925,4,21,0,19,1,-1.0,0
3926,5,18,0,9,3,-1.0,0
3927,4,17,0,20,1,-1.0,0
3928,3,22,1,5,3,-1.0,0
3929,2,22,1,13,3,-1.0,0
3930,8,26,1,13,3,-1.0,0
3931,2,19,0,15,1,-1.0,0
3932,10,20,0,17,1,-1.0,0
3933,Q,25,1,6,2,-1.0,0
3934,5,19,0,17,1,-1.0,0
3935,J,24,1,18,2,-1.0,0
3936,10,19,0,15,1,-1.0,0
3937,9,19,0,12,0,-1.0,1
3938,8,18,0,6,2,-1.0,0
3939,3,25,1,6,2,1.0,1
3940,4,22,1,15,1,-1.0,0
3941,5,18,0,17,1,1.0,1
3942,6,17,0,19,4,-1.0,0
3943,6,18,0,10,3,-1.0,0
3944,6,19,0,15,2,-1.0,0
3945,A,21,0,16,0,-1.0,1
3946,Q,22,1,8,2,-1.0,0
3947,A,21,0,16,0,-1.0,1
3948,Q,17,0,21,0,1.0,0
3949,6,23,1,20,1,-1.0,0
3950,Q,20,0,8,3,-1.0,0
3951,2,20,0,15,1,-1.0,0
3952,3,19,0,13,1,1.0,1
3953,7,17,0,17,1,-1.0,0
3954,Q,17,0,5,2,-1.0,0
3955,2,17,0,13,1,-1.0,0
3956,J,24,1,20,1,-1.0,0
3957,10,19,0,9,2,-1.0,0
3958,4,19,0,13,2,-1.0,0
3959,Q,22,1,9,2,-1.0,0
3960,K,19,0,13,0,-1.0,1
3961,5,23,1,12,1,1.0,1
3962,J,26,1,14,2,-1.0,0
3963,K,18,0,13,1,-1.0,0
3964,3,26,1,11,1,1.0,1
3965,8,18,0,14,1,-1.0,0
3966,10,20,0,18,1,-1.0,0
3967,5,21,0,10,2,-1.0,0
3968,2,25,1,8,2,1.0,1
3969,8,18,0,16,1,-1.0,0
3970,8,21,0,11,2,-1.0,0
3971,3,17,0,21,0,1.0,0
3972,3,21,0,14,2,-1.0,0
3973,7,20,0,10,3,-1.0,0
3974,9,21,0,14,3,-1.0,0
3975,Q,17,0,21,0,1.0,0
3976,2,22,1,18,3,-1.0,0
3977,3,20,0,14,1,-1.0,0
3978,Q,25,1,11,2,-1.0,0
3979,8,22,1,11,1,1.0,1
3980,J,23,1,11,1,1.0,1
3981,Q,24,1,12,2,-1.0,0
3982,10,21,0,14,0,-1.0,1
3983,Q,21,0,18,0,-1.0,1
3984,A,19,0,13,0,-1.0,1
3985,K,20,0,20,1,-1.0,0
3986,A,21,0,18,0,-1.0,1
3987,9,19,0,14,2,-1.0,0
3988,7,23,1,19,1,-1.0,0
3989,5,23,1,13,1,-1.0,0
3990,5,25,1,12,2,-1.0,0
3991,A,20,0,12,0,-1.0,1
3992,8,18,0,16,1,1.0,1
3993,Q,21,0,11,0,-1.0,1
3994,2,22,1,5,2,-1.0,0
3995,6,19,0,13,2,-1.0,0
3996,K,22,1,14,3,-1.0,0
3997,A,20,0,15,1,1.0,1
3998,9,19,0,17,1,-1.0,0
3999,A,20,0,11,2,-1.0,0
4000,K,19,0,18,1,1.0,1
4001,3,21,0,15,2,-1.0,0
4002,10,25,1,18,1,-1.0,0
4003,2,19,0,14,1,-1.0,0
4004,9,25,1,15,1,-1.0,0
4005,K,20,0,11,1,1.0,1
4006,4,22,1,18,1,-1.0,0
4007,3,17,0,18,1,-1.0,0
4008,J,20,0,17,2,-1.0,0
4009,10,19,0,13,0,-1.0,1
4010,K,17,0,8,2,-1.0,0
4011,4,20,0,11,2,0.0,1
4012,9,19,0,18,1,-1.0,0
4013,4,24,1,14,1,-1.0,0
4014,K,22,1,16,2,-1.0,0
4015,6,21,0,8,2,-1.0,0
4016,2,21,0,19,2,-1.0,0
4017,10,17,0,21,0,1.0,0
4018,3,24,1,15,2,-1.0,0
4019,K,17,0,18,1,-1.0,0
4020,4,24,1,18,2,-1.0,0
4021,3,23,1,19,1,1.0,1
4022,3,25,1,16,1,-1.0,0
4023,J,20,0,19,3,-1.0,0
4024,8,18,0,20,1,1.0,1
4025,7,21,0,19,1,-1.0,0
4026,4,22,1,20,1,-1.0,0
4027,8,17,0,17,2,1.0,1
4028,7,24,1,18,1,-1.0,0
4029,3,22,1,13,1,-1.0,0
4030,7,18,0,14,1,-1.0,0
4031,10,24,1,14,2,-1.0,0
4032,J,19,0,18,1,-1.0,0
4033,2,24,1,13,3,-1.0,0
4034,Q,20,0,19,1,-1.0,0
4035,K,20,0,18,1,-1.0,0
4036,9,21,0,13,3,-1.0,0
4037,10,20,0,14,0,-1.0,1
4038,5,18,0,9,2,-1.0,0
4039,4,22,1,20,1,-1.0,0
4040,5,20,0,19,2,-1.0,0
4041,A,20,0,20,1,-1.0,0
4042,K,20,0,6,1,-1.0,0
4043,Q,19,0,17,2,-1.0,0
4044,2,23,1,13,1,1.0,1
4045,8,18,0,15,1,-1.0,0
4046,K,21,0,12,3,0.0,1
4047,2,26,1,18,1,-1.0,0
4048,6,23,1,13,1,-1.0,0
4049,10,18,0,9,4,-1.0,0
4050,4,20,0,13,1,1.0,1
4051,8,18,0,20,1,-1.0,0
4052,J,19,0,20,1,-1.0,0
4053,2,20,0,16,1,-1.0,0
4054,9,19,0,15,1,-1.0,0
4055,7,17,0,16,1,-1.0,0
4056,J,20,0,17,2,-1.0,0
4057,6,26,1,21,0,1.0,0
4058,8,21,0,18,4,-1.0,0
4059,K,18,0,21,0,1.0,0
4060,J,19,0,19,1,-1.0,0
4061,J,20,0,14,0,-1.0,1
4062,9,21,0,10,2,-1.0,0
4063,2,22,1,15,2,-1.0,0
4064,6,18,0,15,2,-1.0,0
4065,9,19,0,17,3,-1.0,0
4066,8,19,0,12,0,-1.0,1
4067,9,23,1,18,1,-1.0,0
4068,A,21,0,8,0,-1.0,1
4069,K,24,1,12,2,-1.0,0
4070,5,18,0,12,2,1.0,1
4071,Q,20,0,12,0,-1.0,1
4072,7,17,0,16,2,-1.0,0
4073,A,18,0,14,3,-1.0,0
4074,3,21,0,13,1,-1.0,0
4075,8,18,0,18,2,-1.0,0
4076,5,21,0,14,2,-1.0,0
4077,A,19,0,12,0,-1.0,1
4078,4,22,1,21,0,1.0,0
4079,9,23,1,20,1,-1.0,0
4080,Q,17,0,16,1,-1.0,0
4081,6,26,1,14,1,-1.0,0
4082,Q,20,0,10,2,-1.0,0
4083,A,21,0,12,0,-1.0,1
4084,6,17,0,19,1,-1.0,0
4085,3,20,0,13,1,-1.0,0
4086,9,17,0,13,2,-1.0,0
4087,J,17,0,18,1,-1.0,0
4088,8,23,1,20,2,-1.0,0
4089,K,19,0,12,0,-1.0,1
4090,J,19,0,6,1,-1.0,0
4091,J,18,0,11,1,-1.0,0
4092,4,19,0,16,2,-1.0,0
4093,5,17,0,14,1,1.0,1
4094,A,17,0,20,1,-1.0,0
4095,10,20,0,14,0,-1.0,1
4096,9,19,0,12,0,-1.0,1
4097,A,19,0,21,0,1.0,0
4098,5,25,1,12,1,-1.0,0
4099,10,17,0,13,2,-1.0,0
4100,6,21,0,10,2,-1.0,0
4101,K,21,0,10,0,-1.0,1
4102,A,18,0,19,1,-1.0,0
4103,4,17,0,9,2,1.0,1
4104,7,17,0,13,2,-1.0,0
4105,5,22,1,10,2,1.0,1
4106,9,20,0,18,1,-1.0,0
4107,9,18,0,12,0,-1.0,1
4108,3,18,0,15,1,-1.0,0
4109,2,19,0,18,1,-1.0,0
4110,K,20,0,12,0,-1.0,1
4111,J,17,0,13,4,-1.0,0
4112,2,22,1,17,1,1.0,1
4113,10,23,1,11,2,-1.0,0
4114,6,24,1,9,2,-1.0,0
4115,A,19,0,13,0,-1.0,1
4116,4,20,0,19,1,-1.0,0
4117,A,23,1,11,2,-1.0,0
4118,8,20,0,15,1,-1.0,0
4119,A,17,0,18,2,-1.0,0
4120,K,18,0,13,1,-1.0,0
4121,8,18,0,12,0,-1.0,1
4122,8,17,0,17,1,1.0,1
4123,2,24,1,5,2,-1.0,0
4124,3,19,0,18,1,-1.0,0
4125,8,18,0,20,1,-1.0,0
4126,5,17,0,16,3,-1.0,0
4127,J,20,0,20,1,-1.0,0
4128,6,26,1,18,1,-1.0,0
4129,K,18,0,20,1,-1.0,0
4130,7,18,0,15,2,-1.0,0
4131,2,22,1,12,1,-1.0,0
4132,K,21,0,14,0,-1.0,1
4133,A,20,0,11,4,-1.0,0
4134,7,23,1,16,3,-1.0,0
4135,A,21,0,4,0,-1.0,1
4136,K,21,0,16,1,0.0,1
4137,J,21,0,7,0,-1.0,1
4138,J,21,0,13,0,-1.0,1
4139,7,20,0,20,1,-1.0,0
4140,3,26,1,17,2,-1.0,0
4141,J,26,1,8,2,-1.0,0
4142,5,18,0,18,2,-1.0,0
4143,9,20,0,18,2,-1.0,0
4144,A,21,0,14,0,-1.0,1
4145,J,18,0,12,2,-1.0,0
4146,9,26,1,9,2,-1.0,0
4147,Q,26,1,9,3,-1.0,0
4148,A,18,0,8,2,-1.0,0
4149,4,24,1,11,1,1.0,1
4150,8,22,1,4,2,1.0,1
4151,K,18,0,9,3,-1.0,0
4152,8,18,0,14,2,-1.0,0
4153,5,21,0,21,0,0.0,0
4154,J,22,1,16,1,-1.0,0
4155,6,26,1,13,1,1.0,1
4156,A,17,0,13,1,-1.0,0
4157,9,18,0,13,1,-1.0,0
4158,4,19,0,21,0,1.0,0
4159,7,23,1,10,2,-1.0,0
4160,Q,22,1,14,1,-1.0,0
4161,6,17,0,19,1,-1.0,0
4162,2,17,0,19,3,-1.0,0
4163,3,18,0,11,2,-1.0,0
4164,A,21,0,13,0,-1.0,1
4165,9,18,0,20,1,-1.0,0
4166,K,19,0,17,1,-1.0,0
4167,3,21,0,13,2,-1.0,0
4168,9,23,1,21,0,1.0,0
4169,Q,19,0,21,0,1.0,0
4170,Q,21,0,9,0,-1.0,1
4171,5,17,0,20,0,1.0,0
4172,A,19,0,20,1,-1.0,0
4173,J,20,0,7,1,1.0,1
4174,8,19,0,12,1,-1.0,0
4175,4,20,0,10,4,-1.0,0
4176,9,22,1,12,2,-1.0,0
4177,J,24,1,11,1,1.0,1
4178,Q,19,0,11,1,1.0,1
4179,4,23,1,12,2,-1.0,0
4180,J,17,0,20,1,-1.0,0
4181,7,17,0,21,0,1.0,0
4182,K,23,1,21,0,1.0,0
4183,7,21,0,17,2,-1.0,0
4184,2,22,1,14,1,-1.0,0
4185,6,23,1,18,2,-1.0,0
4186,J,22,1,6,3,-1.0,0
4187,Q,26,1,12,1,1.0,1
4188,7,17,0,16,1,-1.0,0
4189,K,20,0,7,2,-1.0,0
4190,10,20,0,13,0,-1.0,1
4191,2,21,0,17,1,-1.0,0
4192,3,20,0,12,2,-1.0,0
4193,9,19,0,13,0,-1.0,1
4194,4,19,0,20,0,1.0,0
4195,K,18,0,21,0,1.0,0
4196,3,23,1,8,3,-1.0,0
4197,6,18,0,9,2,-1.0,0
4198,A,26,1,11,2,-1.0,0
4199,6,17,0,5,2,-1.0,0
4200,2,24,1,12,1,1.0,1
4201,10,17,0,18,1,-1.0,0
4202,J,17,0,16,1,-1.0,0
4203,2,22,1,21,0,1.0,0
4204,3,23,1,15,1,-1.0,0
4205,K,26,1,17,1,-1.0,0
4206,3,17,0,15,2,-1.0,0
4207,5,18,0,12,1,-1.0,0
4208,Q,17,0,14,3,1.0,1
4209,K,20,0,18,2,-1.0,0
4210,Q,17,0,12,2,-1.0,0
4211,K,18,0,20,1,1.0,1
4212,5,22,1,15,1,-1.0,0
4213,A,20,0,10,2,-1.0,0
4214,K,21,0,11,0,-1.0,1
4215,2,24,1,14,2,-1.0,0
4216,4,24,1,8,2,-1.0,0
4217,4,20,0,8,2,-1.0,0
4218,A,21,0,16,0,-1.0,1
4219,4,23,1,19,3,-1.0,0
4220,J,20,0,15,1,-1.0,0
4221,K,20,0,13,0,-1.0,1
4222,Q,20,0,14,0,-1.0,1
4223,7,23,1,16,3,-1.0,0
4224,J,20,0,19,1,-1.0,0
4225,8,20,0,16,1,1.0,1
4226,J,19,0,21,0,1.0,0
4227,J,19,0,19,2,-1.0,0
4228,7,26,1,12,2,-1.0,0
4229,4,17,0,16,1,-1.0,0
4230,4,21,0,15,1,-1.0,0
4231,4,23,1,12,2,-1.0,0
4232,6,23,1,13,1,-1.0,0
4233,A,17,0,11,2,-1.0,0
4234,3,17,0,12,2,-1.0,0
4235,8,24,1,13,1,-1.0,0
4236,5,22,1,16,1,-1.0,0
4237,8,25,1,12,1,-1.0,0
4238,9,21,0,20,1,-1.0,0
4239,7,24,1,17,1,-1.0,0
4240,6,23,1,14,1,-1.0,0
4241,A,19,0,14,2,-1.0,0
4242,5,17,0,17,2,-1.0,0
4243,8,18,0,12,0,-1.0,1
4244,2,19,0,12,1,1.0,1
4245,10,18,0,19,1,-1.0,0
4246,2,22,1,15,1,-1.0,0
4247,A,17,0,18,1,1.0,1
4248,J,19,0,13,1,-1.0,0
4249,4,24,1,13,2,-1.0,0
4250,J,18,0,13,1,-1.0,0
4251,J,21,0,12,0,-1.0,1
4252,4,24,1,11,2,-1.0,0
4253,A,24,1,8,2,-1.0,0
4254,6,23,1,15,3,-1.0,0
4255,A,25,1,13,2,-1.0,0
