,dealer_card,dealer_value,dealer_bust,init_hand,hit,result,outcome,,Epoc Number,20,30,40,50,200
10716,Q,18,0,12,0,-1,1,,,,,,,
10717,3,24,1,5,1,1,1,,,,,,,
10718,2,18,0,13,1,1,1,,,,,,,
10719,K,18,0,15,0,-1,1,,,,,,,
10720,7,17,0,14,0,-1,1,,,,,,,
10721,3,20,0,19,1,-1,0,,,,,,,
10722,J,18,0,10,2,-1,0,,,,,,,
10723,6,17,0,14,0,-1,1,,,,,,,
10724,Q,20,0,20,1,-1,0,,,,,,,
10725,Q,20,0,6,1,-1,0,,,,,,,
10726,5,18,0,18,1,-1,0,,,,,,,
10727,6,26,1,11,2,-1,0,,,,,,,
10728,4,23,1,19,2,-1,0,,,,,,,
10729,A,17,0,10,2,-1,0,,,,,,,
10730,J,25,1,16,1,-1,0,,,,,,,
10731,A,24,1,15,3,-1,0,,,,,,,
10732,5,19,0,11,1,1,1,,,,,,,
10733,J,26,1,20,1,-1,0,,,,,,,
10734,10,19,0,21,0,1,0,,,,,,,
10735,9,23,1,13,3,-1,0,,,,,,,
10736,7,18,0,20,1,-1,0,,,,,,,
10737,5,17,0,17,3,-1,0,,,,,,,
10738,5,25,1,12,0,1,0,,,,,,,
10739,A,21,0,19,2,-1,0,,,,,,,
10740,7,17,0,21,0,1,0,,,,,,,
10741,5,17,0,8,3,1,1,,,,,,,
10742,2,17,0,18,1,-1,0,,,,,,,
10743,K,18,0,10,1,1,1,,,,,,,
10744,3,18,0,12,2,-1,0,,,,,,,
10745,K,20,0,13,0,-1,1,,,,,,,
10746,A,21,0,18,0,-1,1,,,,,,,
10747,3,17,0,13,1,0,1,,,,,,,
10748,10,24,1,8,3,-1,0,,,,,,,
10749,6,17,0,10,2,-1,0,,,,,,,
10750,9,22,1,14,1,-1,0,,,,,,,
10751,K,26,1,14,0,1,0,,,,,,,
10752,K,20,0,8,1,-1,0,,,,,,,
10753,A,26,1,17,1,1,1,,,,,,,
10754,5,21,0,13,2,-1,0,,,,,,,
10755,Q,20,0,17,0,-1,1,,,,,,,
10756,2,20,0,11,2,1,1,,,,,,,
10757,J,20,0,14,0,-1,1,,,,,,,
10758,6,17,0,13,0,-1,1,,,,,,,
10759,A,21,0,21,0,0,0,,,,,,,
10760,Q,18,0,13,0,-1,1,,,,,,,
10761,9,17,0,13,1,-1,0,,,,,,,
10762,8,18,0,18,1,1,1,,,,,,,
10763,8,18,0,15,0,-1,1,,,,,,,
10764,2,21,0,5,3,-1,0,,,,,,,
10765,2,20,0,17,1,-1,0,,,,,,,
10766,2,18,0,16,1,1,1,,,,,,,
10767,K,19,0,16,0,-1,1,,,,,,,
10768,Q,20,0,15,0,-1,1,,,,,,,
10769,6,17,0,20,1,-1,0,,,,,,,
10770,8,21,0,16,2,-1,0,,,,,,,
10771,10,25,1,20,1,-1,0,,,,,,,
10772,A,19,0,9,1,-1,0,,,,,,,
10773,K,18,0,19,1,-1,0,,,,,,,
10774,4,17,0,20,0,1,0,,,,,,,
10775,J,20,0,7,2,-1,0,,,,,,,
10776,9,23,1,6,2,-1,0,,,,,,,
10777,5,21,0,20,1,-1,0,,,,,,,
10778,7,17,0,16,1,-1,0,,,,,,,
10779,3,17,0,16,2,-1,0,,,,,,,
10780,K,20,0,16,0,-1,1,,,,,,,
10781,J,18,0,14,0,-1,1,,,,,,,
10782,10,20,0,13,0,-1,1,,,,,,,
10783,9,25,1,14,1,-1,0,,,,,,,
10784,3,20,0,14,1,-1,0,,,,,,,
10785,7,23,1,13,2,-1,0,,,,,,,
10786,4,24,1,18,1,-1,0,,,,,,,
10787,7,22,1,12,3,-1,0,,,,,,,
10788,5,24,1,13,0,1,0,,,,,,,
10789,A,21,0,13,0,-1,1,,,,,,,
10790,4,21,0,17,0,-1,1,,,,,,,
10791,10,19,0,11,1,1,1,,,,,,,
10792,5,18,0,20,1,-1,0,,,,,,,
10793,7,26,1,6,2,-1,0,,,,,,,
10794,5,19,0,20,0,1,0,,,,,,,
10795,K,21,0,20,1,-1,0,,,,,,,
10796,8,18,0,15,1,1,1,,,,,,,
10797,K,20,0,18,0,-1,1,,,,,,,
10798,J,20,0,10,2,-1,0,,,,,,,
10799,9,19,0,9,2,-1,0,,,,,,,
10800,9,19,0,21,0,1,0,,,,,,,
10801,K,21,0,13,0,-1,1,,,,,,,
10802,3,17,0,16,3,-1,0,,,,,,,
10803,2,20,0,19,1,-1,0,,,,,,,
10804,A,17,0,6,1,-1,0,,,,,,,
10805,2,22,1,14,1,-1,0,,,,,,,
10806,7,17,0,10,2,-1,0,,,,,,,
10807,6,26,1,19,1,-1,0,,,,,,,
10808,A,20,0,13,2,-1,0,,,,,,,
10809,2,25,1,15,2,-1,0,,,,,,,
10810,A,21,0,11,0,-1,1,,,,,,,
10811,9,19,0,12,0,-1,1,,,,,,,
10812,4,21,0,12,2,-1,0,,,,,,,
10813,5,25,1,11,2,-1,0,,,,,,,
10814,8,18,0,17,1,-1,0,,,,,,,
10815,7,17,0,13,0,-1,1,,,,,,,
10816,J,24,1,15,4,-1,0,,,,,,,
10817,2,17,0,12,1,-1,0,,,,,,,
10818,2,25,1,21,0,1,0,,,,,,,
10819,10,17,0,13,0,-1,1,,,,,,,
10820,6,25,1,13,0,1,0,,,,,,,
10821,6,21,0,19,1,-1,0,,,,,,,
10822,8,25,1,14,4,-1,0,,,,,,,
10823,8,24,1,16,1,1,1,,,,,,,
10824,5,25,1,8,2,-1,0,,,,,,,
10825,2,21,0,12,1,-1,0,,,,,,,
10826,5,20,0,10,2,-1,0,,,,,,,
10827,6,17,0,21,0,1,0,,,,,,,
10828,4,24,1,14,1,-1,0,,,,,,,
10829,6,21,0,12,0,-1,1,,,,,,,
10830,J,19,0,13,0,-1,1,,,,,,,
10831,10,20,0,19,1,-1,0,,,,,,,
10832,Q,21,0,15,0,-1,1,,,,,,,
10833,A,19,0,17,1,-1,0,,,,,,,
10834,5,18,0,10,2,-1,0,,,,,,,
10835,K,23,1,17,2,-1,0,,,,,,,
10836,3,22,1,13,1,1,1,,,,,,,
10837,6,24,1,15,1,1,1,,,,,,,
10838,9,26,1,17,2,-1,0,,,,,,,
10839,10,18,0,20,1,-1,0,,,,,,,
10840,6,17,0,9,1,-1,0,,,,,,,
10841,10,17,0,16,1,-1,0,,,,,,,
10842,K,20,0,13,0,-1,1,,,,,,,
10843,Q,18,0,19,1,-1,0,,,,,,,
10844,10,22,1,14,2,-1,0,,,,,,,
10845,8,17,0,20,3,-1,0,,,,,,,
10846,A,21,0,13,0,-1,1,,,,,,,
10847,K,20,0,16,0,-1,1,,,,,,,
10848,7,23,1,14,1,-1,0,,,,,,,
10849,7,18,0,17,1,-1,0,,,,,,,
10850,4,24,1,12,0,1,0,,,,,,,
10851,6,23,1,8,2,-1,0,,,,,,,
10852,J,20,0,11,1,-1,0,,,,,,,
10853,A,17,0,13,2,-1,0,,,,,,,
10854,9,24,1,16,1,1,1,,,,,,,
10855,Q,24,1,5,2,-1,0,,,,,,,
10856,9,19,0,13,0,-1,1,,,,,,,
10857,K,20,0,14,1,-1,0,,,,,,,
10858,8,18,0,20,2,-1,0,,,,,,,
10859,2,21,0,19,1,-1,0,,,,,,,
10860,Q,20,0,12,0,-1,1,,,,,,,
10861,10,22,1,20,1,-1,0,,,,,,,
10862,3,20,0,10,2,-1,0,,,,,,,
10863,4,24,1,12,0,1,0,,,,,,,
10864,K,23,1,10,1,1,1,,,,,,,
10865,J,20,0,20,1,-1,0,,,,,,,
10866,A,17,0,12,0,-1,1,,,,,,,
10867,10,17,0,12,0,-1,1,,,,,,,
10868,5,20,0,7,2,-1,0,,,,,,,
10869,7,17,0,9,3,-1,0,,,,,,,
10870,8,19,0,13,0,-1,1,,,,,,,
10871,J,20,0,15,0,-1,1,,,,,,,
10872,10,20,0,18,0,-1,1,,,,,,,
10873,7,21,0,19,1,-1,0,,,,,,,
10874,9,17,0,12,0,-1,1,,,,,,,
10875,7,18,0,10,2,-1,0,,,,,,,
10876,8,20,0,17,1,-1,0,,,,,,,
10877,K,20,0,20,1,-1,0,,,,,,,
10878,4,23,1,13,2,-1,0,,,,,,,
10879,3,19,0,21,0,1,0,,,,,,,
10880,7,17,0,12,2,-1,0,,,,,,,
10881,2,26,1,21,0,1,0,,,,,,,
10882,8,18,0,13,0,-1,1,,,,,,,
10883,5,23,1,13,0,1,0,,,,,,,
10884,7,19,0,15,1,-1,0,,,,,,,
10885,5,19,0,13,1,-1,0,,,,,,,
10886,3,17,0,13,2,-1,0,,,,,,,
10887,K,20,0,18,1,-1,0,,,,,,,
10888,3,20,0,12,2,-1,0,,,,,,,
10889,4,23,1,15,2,-1,0,,,,,,,
10890,J,22,1,12,4,-1,0,,,,,,,
10891,10,19,0,16,0,-1,1,,,,,,,
10892,6,26,1,6,2,-1,0,,,,,,,
10893,7,17,0,20,1,-1,0,,,,,,,
10894,8,22,1,21,0,1,0,,,,,,,
10895,2,19,0,21,0,1,0,,,,,,,
10896,A,19,0,17,0,-1,1,,,,,,,
10897,7,17,0,8,2,-1,0,,,,,,,
10898,8,18,0,13,0,-1,1,,,,,,,
10899,A,21,0,19,0,-1,1,,,,,,,
10900,10,20,0,20,1,-1,0,,,,,,,
10901,6,22,1,9,3,-1,0,,,,,,,
10902,10,20,0,17,0,-1,1,,,,,,,
10903,7,20,0,18,2,-1,0,,,,,,,
10904,5,22,1,18,2,-1,0,,,,,,,
10905,2,19,0,11,2,-1,0,,,,,,,
10906,3,17,0,19,1,-1,0,,,,,,,
10907,5,25,1,12,0,1,0,,,,,,,
10908,K,20,0,16,0,-1,1,,,,,,,
10909,10,20,0,20,1,-1,0,,,,,,,
10910,Q,20,0,21,0,1,0,,,,,,,
10911,8,18,0,17,1,-1,0,,,,,,,
10912,8,19,0,14,0,-1,1,,,,,,,
10913,Q,20,0,8,1,-1,0,,,,,,,
10914,4,25,1,17,1,-1,0,,,,,,,
10915,A,25,1,10,2,-1,0,,,,,,,
10916,6,26,1,18,1,1,1,,,,,,,
10917,4,17,0,15,2,-1,0,,,,,,,
10918,10,19,0,12,0,-1,1,,,,,,,
10919,Q,23,1,9,2,1,1,,,,,,,
10920,8,18,0,13,0,-1,1,,,,,,,
10921,9,25,1,20,1,-1,0,,,,,,,
10922,K,25,1,18,2,-1,0,,,,,,,
10923,5,19,0,13,2,1,1,,,,,,,
10924,3,24,1,13,2,-1,0,,,,,,,
10925,9,18,0,15,1,-1,0,,,,,,,
10926,3,23,1,18,1,-1,0,,,,,,,
10927,A,22,1,17,2,-1,0,,,,,,,
10928,9,19,0,6,1,-1,0,,,,,,,
10929,9,18,0,21,0,1,0,,,,,,,
10930,3,21,0,7,2,-1,0,,,,,,,
10931,10,26,1,17,1,-1,0,,,,,,,
10932,K,24,1,17,2,-1,0,,,,,,,
10933,Q,20,0,21,0,1,0,,,,,,,
10934,2,22,1,16,1,-1,0,,,,,,,
10935,J,17,0,14,0,-1,1,,,,,,,
10936,6,18,0,13,0,-1,1,,,,,,,
10937,6,19,0,17,2,-1,0,,,,,,,
10938,Q,20,0,18,0,-1,1,,,,,,,
10939,Q,17,0,20,1,-1,0,,,,,,,
10940,6,20,0,20,2,-1,0,,,,,,,
10941,5,18,0,17,1,-1,0,,,,,,,
10942,10,20,0,13,0,-1,1,,,,,,,
10943,10,19,0,13,3,1,1,,,,,,,
10944,8,19,0,21,0,1,0,,,,,,,
10945,2,18,0,10,2,-1,0,,,,,,,
10946,2,17,0,14,1,-1,0,,,,,,,
10947,Q,20,0,15,0,-1,1,,,,,,,
10948,9,19,0,16,0,-1,1,,,,,,,
10949,Q,20,0,17,0,-1,1,,,,,,,
10950,2,17,0,17,1,1,1,,,,,,,
10951,A,25,1,5,1,1,1,,,,,,,
10952,7,17,0,13,0,-1,1,,,,,,,
10953,K,18,0,16,0,-1,1,,,,,,,
10954,Q,20,0,20,1,-1,0,,,,,,,
10955,8,18,0,14,0,-1,1,,,,,,,
10956,3,21,0,12,2,-1,0,,,,,,,
10957,Q,17,0,17,2,-1,0,,,,,,,
10958,8,20,0,20,1,-1,0,,,,,,,
10959,2,22,1,8,2,-1,0,,,,,,,
10960,3,25,1,19,1,-1,0,,,,,,,
10961,2,17,0,14,2,1,1,,,,,,,
10962,2,22,1,19,1,-1,0,,,,,,,
10963,9,17,0,19,1,-1,0,,,,,,,
10964,J,17,0,12,0,-1,1,,,,,,,
10965,4,25,1,14,1,1,1,,,,,,,
10966,8,25,1,9,2,1,1,,,,,,,
10967,10,20,0,17,0,-1,1,,,,,,,
10968,10,26,1,11,1,1,1,,,,,,,
10969,5,21,0,20,1,0,1,,,,,,,
10970,K,17,0,10,2,-1,0,,,,,,,
10971,9,17,0,14,0,-1,1,,,,,,,
10972,Q,17,0,12,0,-1,1,,,,,,,
10973,2,21,0,10,1,-1,0,,,,,,,
10974,10,19,0,15,0,-1,1,,,,,,,
10975,4,22,1,18,1,-1,0,,,,,,,
10976,10,20,0,18,0,-1,1,,,,,,,
10977,Q,21,0,11,2,-1,0,,,,,,,
10978,10,26,1,19,2,-1,0,,,,,,,
10979,3,17,0,19,2,-1,0,,,,,,,
10980,J,20,0,11,1,1,1,,,,,,,
10981,3,23,1,11,2,-1,0,,,,,,,
10982,8,19,0,16,0,-1,1,,,,,,,
10983,8,17,0,14,0,-1,1,,,,,,,
10984,3,19,0,7,2,-1,0,,,,,,,
10985,8,18,0,19,1,-1,0,,,,,,,
10986,6,20,0,12,2,-1,0,,,,,,,
10987,9,19,0,7,1,-1,0,,,,,,,
10988,J,25,1,16,1,-1,0,,,,,,,
10989,4,19,0,12,1,0,1,,,,,,,
10990,6,20,0,12,0,-1,1,,,,,,,
10991,5,17,0,20,1,-1,0,,,,,,,
10992,K,20,0,16,0,-1,1,,,,,,,
10993,9,20,0,17,3,-1,0,,,,,,,
10994,10,24,1,15,2,-1,0,,,,,,,
10995,A,18,0,19,1,-1,0,,,,,,,
10996,A,18,0,10,1,-1,0,,,,,,,
10997,7,17,0,11,1,1,1,,,,,,,
10998,5,25,1,14,2,-1,0,,,,,,,
10999,Q,19,0,12,0,-1,1,,,,,,,
11000,2,22,1,7,3,-1,0,,,,,,,
11001,3,23,1,20,1,-1,0,,,,,,,
11002,2,22,1,16,3,1,1,,,,,,,
11003,J,20,0,18,0,-1,1,,,,,,,
11004,4,18,0,19,1,-1,0,,,,,,,
11005,K,21,0,13,3,-1,0,,,,,,,
11006,5,26,1,12,0,1,0,,,,,,,
11007,9,24,1,12,0,1,0,,,,,,,
11008,A,20,0,10,2,-1,0,,,,,,,
11009,K,19,0,20,1,-1,0,,,,,,,
11010,6,25,1,20,1,1,1,,,,,,,
11011,9,21,0,8,2,-1,0,,,,,,,
11012,Q,20,0,12,0,-1,1,,,,,,,
11013,2,26,1,19,1,-1,0,,,,,,,
11014,2,22,1,20,1,-1,0,,,,,,,
11015,4,18,0,14,1,-1,0,,,,,,,
11016,K,25,1,15,1,-1,0,,,,,,,
11017,5,22,1,17,2,-1,0,,,,,,,
11018,Q,20,0,15,0,-1,1,,,,,,,
11019,3,19,0,5,4,-1,0,,,,,,,
11020,5,22,1,6,2,-1,0,,,,,,,
11021,4,21,0,17,2,-1,0,,,,,,,
11022,A,22,1,13,1,-1,0,,,,,,,
11023,6,21,0,21,0,0,0,,,,,,,
11024,10,24,1,12,2,-1,0,,,,,,,
11025,7,21,0,16,1,-1,0,,,,,,,
11026,A,21,0,12,2,-1,0,,,,,,,
11027,6,24,1,20,1,1,1,,,,,,,
11028,2,18,0,21,0,1,0,,,,,,,
11029,5,18,0,8,2,-1,0,,,,,,,
11030,7,18,0,12,0,-1,1,,,,,,,
11031,9,17,0,18,1,1,1,,,,,,,
11032,10,23,1,9,4,1,1,,,,,,,
11033,6,20,0,20,1,-1,0,,,,,,,
11034,J,25,1,9,2,1,1,,,,,,,
11035,2,17,0,14,1,-1,0,,,,,,,
11036,4,21,0,17,1,-1,0,,,,,,,
11037,9,17,0,13,0,-1,1,,,,,,,
11038,7,18,0,21,0,1,0,,,,,,,
11039,A,19,0,11,1,1,1,,,,,,,
11040,4,18,0,13,1,-1,0,,,,,,,
11041,7,26,1,12,2,-1,0,,,,,,,
11042,7,20,0,12,1,1,1,,,,,,,
11043,J,20,0,19,0,-1,1,,,,,,,
11044,10,20,0,20,1,-1,0,,,,,,,
11045,4,22,1,14,1,1,1,,,,,,,
11046,7,25,1,16,2,-1,0,,,,,,,
11047,9,19,0,11,1,1,1,,,,,,,
11048,3,26,1,9,2,-1,0,,,,,,,
11049,7,20,0,20,1,-1,0,,,,,,,
11050,4,22,1,12,1,-1,0,,,,,,,
11051,J,18,0,8,2,1,1,,,,,,,
11052,K,20,0,18,0,-1,1,,,,,,,
11053,K,20,0,19,0,-1,1,,,,,,,
11054,6,19,0,5,2,-1,0,,,,,,,
11055,3,20,0,6,2,-1,0,,,,,,,
11056,2,20,0,12,1,-1,0,,,,,,,
11057,5,18,0,18,3,-1,0,,,,,,,
11058,A,17,0,7,1,-1,0,,,,,,,
11059,Q,25,1,19,1,-1,0,,,,,,,
11060,9,19,0,11,2,-1,0,,,,,,,
11061,6,17,0,14,0,-1,1,,,,,,,
11062,8,18,0,6,1,-1,0,,,,,,,
11063,2,25,1,20,0,1,0,,,,,,,
11064,10,26,1,17,1,-1,0,,,,,,,
11065,J,20,0,8,1,-1,0,,,,,,,
11066,7,17,0,19,1,-1,0,,,,,,,
11067,10,20,0,18,0,-1,1,,,,,,,
11068,J,18,0,12,0,-1,1,,,,,,,
11069,8,24,1,18,2,-1,0,,,,,,,
11070,Q,26,1,12,2,1,1,,,,,,,
11071,K,20,0,12,0,-1,1,,,,,,,
11072,4,17,0,6,2,1,1,,,,,,,
11073,Q,20,0,21,0,1,0,,,,,,,
11074,7,17,0,14,0,-1,1,,,,,,,
11075,K,20,0,11,1,1,1,,,,,,,
11076,7,20,0,10,2,-1,0,,,,,,,
11077,4,23,1,19,2,-1,0,,,,,,,
11078,3,21,0,13,1,-1,0,,,,,,,
11079,2,21,0,15,1,-1,0,,,,,,,
11080,5,25,1,13,0,1,0,,,,,,,
11081,A,18,0,16,1,-1,0,,,,,,,
11082,4,21,0,10,2,-1,0,,,,,,,
11083,9,22,1,7,2,-1,0,,,,,,,
11084,2,26,1,12,1,1,1,,,,,,,
11085,7,18,0,17,2,-1,0,,,,,,,
11086,4,17,0,13,2,1,1,,,,,,,
11087,9,20,0,21,0,1,0,,,,,,,
11088,5,19,0,12,0,-1,1,,,,,,,
11089,6,23,1,12,0,1,0,,,,,,,
11090,3,23,1,9,2,-1,0,,,,,,,
11091,2,23,1,5,2,-1,0,,,,,,,
11092,9,17,0,13,0,-1,1,,,,,,,
11093,2,20,0,13,1,-1,0,,,,,,,
11094,A,21,0,18,0,-1,1,,,,,,,
11095,3,17,0,20,1,-1,0,,,,,,,
11096,9,20,0,9,2,-1,0,,,,,,,
11097,4,18,0,18,1,-1,0,,,,,,,
11098,8,19,0,8,2,-1,0,,,,,,,
11099,8,19,0,7,3,-1,0,,,,,,,
11100,8,22,1,21,0,1,0,,,,,,,
11101,Q,22,1,21,0,1,0,,,,,,,
11102,J,20,0,20,1,-1,0,,,,,,,
11103,10,18,0,11,1,1,1,,,,,,,
11104,2,22,1,19,1,-1,0,,,,,,,
11105,10,18,0,21,0,1,0,,,,,,,
11106,7,21,0,18,2,-1,0,,,,,,,
11107,J,20,0,17,1,-1,0,,,,,,,
11108,Q,21,0,10,0,-1,1,,,,,,,
11109,K,24,1,14,1,-1,0,,,,,,,
11110,5,21,0,21,0,0,0,,,,,,,
11111,10,18,0,13,0,-1,1,,,,,,,
11112,Q,25,1,5,2,-1,0,,,,,,,
11113,8,19,0,19,1,-1,0,,,,,,,
11114,6,20,0,6,2,-1,0,,,,,,,
11115,Q,19,0,19,1,-1,0,,,,,,,
11116,8,17,0,21,0,1,0,,,,,,,
11117,9,25,1,13,2,-1,0,,,,,,,
11118,4,19,0,13,1,-1,0,,,,,,,
11119,2,24,1,5,2,-1,0,,,,,,,
11120,8,18,0,15,0,-1,1,,,,,,,
11121,6,26,1,18,1,-1,0,,,,,,,
11122,Q,19,0,20,1,-1,0,,,,,,,
11123,5,22,1,7,2,-1,0,,,,,,,
11124,2,23,1,17,2,-1,0,,,,,,,
11125,J,20,0,10,1,-1,0,,,,,,,
11126,8,18,0,13,0,-1,1,,,,,,,
11127,10,20,0,13,0,-1,1,,,,,,,
11128,5,23,1,14,3,-1,0,,,,,,,
11129,7,18,0,21,0,1,0,,,,,,,
11130,10,21,0,20,0,-1,1,,,,,,,
11131,9,17,0,14,0,-1,1,,,,,,,
11132,K,21,0,16,0,-1,1,,,,,,,
11133,3,22,1,17,1,-1,0,,,,,,,
11134,7,21,0,21,0,0,0,,,,,,,
11135,6,19,0,12,0,-1,1,,,,,,,
11136,Q,26,1,15,1,-1,0,,,,,,,
11137,K,17,0,13,0,-1,1,,,,,,,
11138,10,20,0,19,2,-1,0,,,,,,,
11139,A,21,0,7,0,-1,1,,,,,,,
11140,10,19,0,18,3,-1,0,,,,,,,
11141,8,18,0,7,1,-1,0,,,,,,,
11142,A,17,0,8,2,-1,0,,,,,,,
11143,3,19,0,16,2,-1,0,,,,,,,
11144,6,17,0,17,1,-1,0,,,,,,,
11145,10,20,0,15,2,-1,0,,,,,,,
11146,7,17,0,12,0,-1,1,,,,,,,
11147,3,25,1,11,2,-1,0,,,,,,,
11148,Q,19,0,14,1,-1,0,,,,,,,
11149,K,17,0,9,2,-1,0,,,,,,,
11150,10,21,0,20,0,-1,1,,,,,,,
11151,8,18,0,17,1,-1,0,,,,,,,
11152,10,20,0,15,0,-1,1,,,,,,,
11153,3,23,1,9,2,-1,0,,,,,,,
11154,A,25,1,15,1,-1,0,,,,,,,
11155,5,23,1,17,1,-1,0,,,,,,,
11156,8,17,0,8,1,-1,0,,,,,,,
11157,3,26,1,14,1,-1,0,,,,,,,
11158,4,24,1,12,0,1,0,,,,,,,
11159,Q,18,0,16,1,-1,0,,,,,,,
11160,Q,26,1,8,2,-1,0,,,,,,,
11161,2,24,1,12,2,-1,0,,,,,,,
11162,Q,20,0,7,1,-1,0,,,,,,,
11163,J,21,0,13,0,-1,1,,,,,,,
11164,5,17,0,19,1,-1,0,,,,,,,
11165,J,26,1,16,2,-1,0,,,,,,,
11166,10,22,1,20,1,-1,0,,,,,,,
11167,J,20,0,14,0,-1,1,,,,,,,
11168,A,18,0,15,2,-1,0,,,,,,,
11169,K,18,0,12,0,-1,1,,,,,,,
11170,10,20,0,15,0,-1,1,,,,,,,
11171,4,20,0,13,1,-1,0,,,,,,,
11172,9,26,1,15,1,-1,0,,,,,,,
11173,Q,26,1,5,3,-1,0,,,,,,,
11174,8,18,0,14,0,-1,1,,,,,,,
11175,A,20,0,12,0,-1,1,,,,,,,
11176,2,22,1,14,2,-1,0,,,,,,,
11177,6,22,1,11,2,-1,0,,,,,,,
11178,Q,20,0,20,1,-1,0,,,,,,,
11179,K,20,0,6,1,-1,0,,,,,,,
11180,9,19,0,14,0,-1,1,,,,,,,
11181,Q,23,1,11,2,-1,0,,,,,,,
11182,4,24,1,16,1,1,1,,,,,,,
11183,Q,20,0,17,0,-1,1,,,,,,,
11184,K,23,1,20,1,-1,0,,,,,,,
11185,J,21,0,21,0,0,0,,,,,,,
11186,J,18,0,20,1,-1,0,,,,,,,
11187,3,26,1,15,1,-1,0,,,,,,,
11188,10,21,0,15,0,-1,1,,,,,,,
11189,6,17,0,21,0,1,0,,,,,,,
11190,3,19,0,10,2,-1,0,,,,,,,
11191,7,18,0,16,2,-1,0,,,,,,,
11192,K,21,0,17,0,-1,1,,,,,,,
11193,4,18,0,15,1,-1,0,,,,,,,
11194,J,19,0,18,3,-1,0,,,,,,,
11195,A,21,0,12,0,-1,1,,,,,,,
11196,A,18,0,16,0,-1,1,,,,,,,
11197,Q,20,0,19,0,-1,1,,,,,,,
11198,Q,21,0,21,0,0,0,,,,,,,
11199,3,23,1,20,1,-1,0,,,,,,,
11200,Q,18,0,21,0,1,0,,,,,,,
11201,5,17,0,18,2,-1,0,,,,,,,
11202,K,17,0,13,3,-1,0,,,,,,,
11203,10,17,0,20,1,-1,0,,,,,,,
11204,2,18,0,6,1,-1,0,,,,,,,
11205,6,19,0,20,0,1,0,,,,,,,
11206,K,17,0,20,2,1,1,,,,,,,
11207,6,24,1,20,1,-1,0,,,,,,,
11208,J,20,0,15,0,-1,1,,,,,,,
11209,4,20,0,17,1,-1,0,,,,,,,
11210,3,19,0,18,1,-1,0,,,,,,,
11211,8,18,0,11,1,-1,0,,,,,,,
11212,J,17,0,16,1,-1,0,,,,,,,
11213,7,18,0,17,2,-1,0,,,,,,,
11214,5,17,0,12,3,-1,0,,,,,,,
11215,7,25,1,9,1,1,1,,,,,,,
11216,10,20,0,16,0,-1,1,,,,,,,
11217,6,17,0,21,0,1,0,,,,,,,
11218,2,18,0,9,2,-1,0,,,,,,,
11219,9,19,0,21,0,1,0,,,,,,,
11220,4,18,0,15,2,-1,0,,,,,,,
11221,3,18,0,20,0,1,0,,,,,,,
11222,8,18,0,12,4,-1,0,,,,,,,
11223,2,22,1,13,2,-1,0,,,,,,,
11224,6,23,1,16,4,1,1,,,,,,,
11225,4,20,0,10,2,-1,0,,,,,,,
11226,10,21,0,15,4,-1,0,,,,,,,
11227,2,22,1,20,1,-1,0,,,,,,,
11228,6,22,1,7,1,1,1,,,,,,,
11229,10,20,0,21,0,1,0,,,,,,,
11230,9,19,0,10,1,1,1,,,,,,,
11231,3,20,0,13,2,0,1,,,,,,,
11232,K,17,0,18,1,-1,0,,,,,,,
11233,2,21,0,13,1,-1,0,,,,,,,
11234,6,21,0,16,1,-1,0,,,,,,,
11235,5,21,0,20,1,-1,0,,,,,,,
11236,5,20,0,17,2,-1,0,,,,,,,
11237,3,17,0,12,1,-1,0,,,,,,,
11238,A,18,0,9,1,-1,0,,,,,,,
11239,Q,21,0,11,0,-1,1,,,,,,,
11240,K,20,0,14,0,-1,1,,,,,,,
11241,J,17,0,13,0,-1,1,,,,,,,
11242,2,22,1,12,2,-1,0,,,,,,,
11243,2,21,0,16,1,-1,0,,,,,,,
11244,9,19,0,14,0,-1,1,,,,,,,
11245,2,18,0,17,2,-1,0,,,,,,,
11246,7,20,0,14,1,-1,0,,,,,,,
11247,J,23,1,18,1,-1,0,,,,,,,
11248,3,20,0,16,0,-1,1,,,,,,,
11249,2,22,1,14,1,1,1,,,,,,,
11250,3,18,0,20,0,1,0,,,,,,,
11251,J,20,0,16,0,-1,1,,,,,,,
11252,9,20,0,14,1,-1,0,,,,,,,
11253,5,25,1,20,1,-1,0,,,,,,,
11254,4,23,1,16,1,1,1,,,,,,,
11255,3,23,1,16,2,-1,0,,,,,,,
11256,3,21,0,9,2,-1,0,,,,,,,
11257,J,23,1,18,1,-1,0,,,,,,,
11258,10,21,0,12,0,-1,1,,,,,,,
11259,A,21,0,20,0,-1,1,,,,,,,
11260,7,18,0,10,2,-1,0,,,,,,,
11261,5,25,1,14,1,-1,0,,,,,,,
11262,3,21,0,12,2,-1,0,,,,,,,
11263,Q,19,0,7,2,-1,0,,,,,,,
11264,9,24,1,14,1,-1,0,,,,,,,
11265,7,23,1,19,1,-1,0,,,,,,,
11266,8,22,1,12,2,-1,0,,,,,,,
11267,5,18,0,20,1,-1,0,,,,,,,
11268,K,20,0,21,0,1,0,,,,,,,
11269,6,18,0,20,0,1,0,,,,,,,
11270,9,19,0,17,0,-1,1,,,,,,,
11271,K,18,0,15,0,-1,1,,,,,,,
11272,K,20,0,17,0,-1,1,,,,,,,
11273,J,22,1,12,2,-1,0,,,,,,,
11274,4,22,1,19,1,-1,0,,,,,,,
11275,6,18,0,19,1,-1,0,,,,,,,
