,dealer_card,dealer_value,dealer_bust,init_hand,hit,result,outcome,#Change these outputs in the simulator to get to the correct data.
20916,3,17,0,10,1,1,1,
20917,7,17,0,20,0,1,0,
20918,K,20,0,19,0,-1,1,
20919,7,19,0,19,0,0,0,
20920,5,24,1,20,0,1,0,
20921,6,26,1,19,0,1,0,
20922,6,19,0,11,1,-1,0,
20923,7,17,0,20,0,1,0,
20924,2,20,0,13,0,-1,1,
20925,8,23,1,13,0,1,0,
20926,4,17,0,16,0,-1,1,
20927,9,18,0,12,0,-1,1,
20928,K,20,0,13,0,-1,1,
20929,4,24,1,13,0,1,0,
20930,10,17,0,12,0,-1,1,
20931,K,22,1,21,0,1,0,
20932,4,22,1,13,0,1,0,
20933,7,17,0,15,0,-1,1,
20934,4,20,0,9,1,-1,0,
20935,9,19,0,18,0,-1,1,
20936,3,24,1,18,0,1,0,
20937,3,21,0,16,0,-1,1,
20938,Q,20,0,14,0,-1,1,
20939,10,20,0,5,1,-1,0,
20940,4,25,1,15,0,1,0,
20941,5,25,1,20,0,1,0,
20942,A,19,0,13,0,-1,1,
20943,6,20,0,13,0,-1,1,
20944,J,20,0,13,0,-1,1,
20945,9,18,0,7,1,0,1,
20946,9,19,0,12,0,-1,1,
20947,8,20,0,20,0,0,0,
20948,4,24,1,9,1,1,1,
20949,4,24,1,14,0,1,0,
20950,3,20,0,19,0,-1,1,
20951,10,19,0,20,0,1,0,
20952,Q,22,1,9,1,1,1,
20953,J,17,0,20,0,1,0,
20954,2,21,0,19,0,-1,1,
20955,2,19,0,8,1,-1,0,
20956,6,19,0,15,0,-1,1,
20957,3,23,1,13,0,1,0,
20958,6,25,1,21,0,1,0,
20959,K,20,0,14,0,-1,1,
20960,K,26,1,8,1,1,1,
20961,J,20,0,15,0,-1,1,
20962,3,17,0,15,0,-1,1,
20963,9,19,0,20,0,1,0,
20964,A,21,0,17,0,-1,1,
20965,4,22,1,15,0,1,0,
20966,6,23,1,11,1,1,1,
20967,4,23,1,21,0,1,0,
20968,7,17,0,10,1,-1,0,
20969,3,17,0,6,1,-1,0,
20970,K,23,1,16,0,1,0,
20971,8,17,0,17,0,0,0,
20972,5,18,0,13,0,-1,1,
20973,3,20,0,13,0,-1,1,
20974,Q,20,0,16,0,-1,1,
20975,8,20,0,7,1,-1,0,
20976,8,17,0,17,0,0,0,
20977,3,21,0,16,0,-1,1,
20978,10,20,0,8,1,-1,0,
20979,4,20,0,18,0,-1,1,
20980,5,19,0,12,0,-1,1,
20981,5,25,1,12,0,1,0,
20982,4,18,0,18,0,0,0,
20983,6,22,1,20,0,1,0,
20984,Q,20,0,9,1,-1,0,
20985,3,17,0,17,0,0,0,
20986,5,25,1,18,0,1,0,
20987,6,25,1,18,0,1,0,
20988,K,20,0,21,0,1,0,
20989,2,26,1,20,0,1,0,
20990,6,19,0,15,0,-1,1,
20991,9,23,1,17,0,1,0,
20992,9,18,0,20,0,1,0,
20993,9,19,0,13,0,-1,1,
20994,Q,25,1,13,0,1,0,
20995,K,18,0,13,0,-1,1,
20996,A,21,0,15,0,-1,1,
20997,K,20,0,13,0,-1,1,
20998,6,24,1,20,0,1,0,
20999,10,20,0,9,1,-1,0,
21000,10,20,0,19,0,-1,1,
21001,Q,20,0,11,1,-1,0,
21002,2,21,0,19,0,-1,1,
21003,K,24,1,15,0,1,0,
21004,4,24,1,10,1,1,1,
21005,2,17,0,9,1,-1,0,
21006,A,17,0,12,0,-1,1,
21007,2,22,1,17,0,1,0,
21008,6,21,0,15,0,-1,1,
21009,J,19,0,16,0,-1,1,
21010,K,26,1,19,0,1,0,
21011,5,26,1,19,0,1,0,
21012,K,19,0,15,0,-1,1,
21013,8,18,0,10,1,1,1,
21014,9,22,1,18,0,1,0,
21015,2,17,0,14,0,-1,1,
21016,J,24,1,12,0,1,0,
21017,5,20,0,7,1,-1,0,
21018,5,20,0,16,0,-1,1,
21019,Q,18,0,13,0,-1,1,
21020,8,18,0,17,0,-1,1,
21021,8,24,1,19,0,1,0,
21022,10,26,1,20,0,1,0,
21023,K,18,0,21,0,1,0,
21024,10,19,0,13,0,-1,1,
21025,6,23,1,10,1,1,1,
21026,7,17,0,6,1,-1,0,
21027,J,17,0,18,0,1,0,
21028,A,21,0,16,0,-1,1,
21029,6,26,1,10,1,1,1,
21030,3,17,0,5,1,-1,0,
21031,4,17,0,16,0,-1,1,
21032,5,22,1,12,0,1,0,
21033,2,23,1,17,0,1,0,
21034,6,18,0,15,0,-1,1,
21035,9,17,0,15,0,-1,1,
21036,Q,24,1,9,1,1,1,
21037,7,17,0,13,0,-1,1,
21038,2,22,1,12,0,1,0,
21039,3,23,1,13,0,1,0,
21040,2,21,0,13,0,-1,1,
21041,J,20,0,10,1,0,1,
21042,7,20,0,18,0,-1,1,
21043,9,19,0,15,0,-1,1,
21044,5,17,0,16,0,-1,1,
21045,8,19,0,17,0,-1,1,
21046,2,24,1,11,1,1,1,
21047,7,17,0,19,0,1,0,
21048,9,20,0,11,1,-1,0,
21049,A,22,1,13,0,1,0,
21050,3,20,0,18,0,-1,1,
21051,A,21,0,20,0,-1,1,
21052,K,18,0,16,0,-1,1,
21053,9,18,0,11,1,-1,0,
21054,Q,19,0,17,0,-1,1,
21055,Q,22,1,19,0,1,0,
21056,2,22,1,7,1,1,1,
21057,5,22,1,19,0,1,0,
21058,J,18,0,14,0,-1,1,
21059,Q,18,0,20,0,1,0,
21060,4,25,1,10,1,1,1,
21061,7,20,0,12,0,-1,1,
21062,4,23,1,17,0,1,0,
21063,J,20,0,12,0,-1,1,
21064,5,23,1,20,0,1,0,
21065,7,21,0,17,0,-1,1,
21066,A,25,1,12,0,1,0,
21067,4,21,0,13,0,-1,1,
21068,5,17,0,21,0,1,0,
21069,A,20,0,6,1,-1,0,
21070,K,20,0,13,0,-1,1,
21071,9,19,0,9,1,1,1,
21072,2,21,0,20,0,-1,1,
21073,4,24,1,10,1,1,1,
21074,2,23,1,15,0,1,0,
21075,10,17,0,18,0,1,0,
21076,7,17,0,20,0,1,0,
21077,5,20,0,6,1,0,1,
21078,6,25,1,21,0,1,0,
21079,5,22,1,12,0,1,0,
21080,K,26,1,14,0,1,0,
21081,2,22,1,14,0,1,0,
21082,8,19,0,19,0,0,0,
21083,10,25,1,17,0,1,0,
21084,2,24,1,14,0,1,0,
21085,K,22,1,12,0,1,0,
21086,A,21,0,16,0,-1,1,
21087,5,18,0,4,1,-1,0,
21088,Q,18,0,10,1,1,1,
21089,A,19,0,20,0,1,0,
21090,K,20,0,11,1,-1,0,
21091,A,21,0,8,0,-1,1,
21092,4,22,1,20,0,1,0,
21093,7,17,0,11,1,-1,0,
21094,7,21,0,15,0,-1,1,
21095,8,21,0,9,1,-1,0,
21096,Q,21,0,17,0,-1,1,
21097,2,18,0,16,0,-1,1,
21098,3,23,1,9,1,1,1,
21099,A,19,0,20,0,1,0,
21100,J,21,0,20,0,-1,1,
21101,K,20,0,16,0,-1,1,
21102,5,18,0,11,1,-1,0,
21103,A,23,1,21,0,1,0,
21104,K,20,0,20,0,0,0,
21105,2,18,0,9,1,-1,0,
21106,3,17,0,14,0,-1,1,
21107,8,18,0,12,0,-1,1,
21108,4,21,0,14,0,-1,1,
21109,4,23,1,15,0,1,0,
21110,5,21,0,20,0,-1,1,
21111,3,18,0,12,0,-1,1,
21112,2,21,0,19,0,-1,1,
21113,5,18,0,20,0,1,0,
21114,7,19,0,19,0,0,0,
21115,3,23,1,16,0,1,0,
21116,6,19,0,21,0,1,0,
21117,3,17,0,19,0,1,0,
21118,9,17,0,17,0,0,0,
21119,5,24,1,19,0,1,0,
21120,K,20,0,16,0,-1,1,
21121,7,26,1,16,0,1,0,
21122,10,18,0,16,0,-1,1,
21123,A,17,0,13,0,-1,1,
21124,Q,19,0,21,0,1,0,
21125,10,21,0,4,1,-1,0,
21126,10,20,0,20,0,0,0,
21127,K,21,0,20,0,-1,1,
21128,3,21,0,12,0,-1,1,
21129,5,26,1,13,0,1,0,
21130,7,25,1,17,0,1,0,
21131,9,19,0,14,0,-1,1,
21132,8,17,0,17,0,0,0,
21133,J,20,0,19,0,-1,1,
21134,4,18,0,15,0,-1,1,
21135,K,25,1,18,0,1,0,
21136,2,21,0,14,0,-1,1,
21137,7,21,0,12,0,-1,1,
21138,2,24,1,12,0,1,0,
21139,2,17,0,11,1,1,1,
21140,6,24,1,4,1,1,1,
21141,A,19,0,15,0,-1,1,
21142,8,20,0,14,0,-1,1,
21143,Q,20,0,17,0,-1,1,
21144,5,24,1,14,0,1,0,
21145,Q,23,1,11,1,1,1,
21146,6,19,0,17,0,-1,1,
21147,10,18,0,19,0,1,0,
21148,2,24,1,6,1,1,1,
21149,6,22,1,13,0,1,0,
21150,10,20,0,20,0,0,0,
21151,3,17,0,16,0,-1,1,
21152,6,17,0,13,0,-1,1,
21153,7,22,1,9,1,1,1,
21154,8,18,0,16,0,-1,1,
21155,3,21,0,19,0,-1,1,
21156,3,21,0,12,0,-1,1,
21157,8,17,0,7,1,-1,0,
21158,6,18,0,11,1,-1,0,
21159,8,21,0,20,0,-1,1,
21160,7,17,0,17,0,0,0,
21161,A,20,0,12,0,-1,1,
21162,3,19,0,10,1,0,1,
21163,3,23,1,18,0,1,0,
21164,7,18,0,12,0,-1,1,
21165,7,18,0,19,0,1,0,
21166,7,25,1,14,0,1,0,
21167,3,22,1,11,1,1,1,
21168,6,18,0,10,1,0,1,
21169,10,17,0,17,0,0,0,
21170,5,25,1,7,1,1,1,
21171,3,23,1,7,1,1,1,
21172,Q,22,1,16,0,1,0,
21173,J,19,0,18,0,-1,1,
21174,3,22,1,14,0,1,0,
21175,Q,25,1,16,0,1,0,
21176,3,21,0,12,0,-1,1,
21177,2,17,0,17,0,0,0,
21178,7,17,0,15,0,-1,1,
21179,10,18,0,13,0,-1,1,
21180,5,21,0,14,0,-1,1,
21181,K,20,0,17,0,-1,1,
21182,6,25,1,12,0,1,0,
21183,5,23,1,20,0,1,0,
21184,5,25,1,20,0,1,0,
21185,4,23,1,17,0,1,0,
21186,5,25,1,17,0,1,0,
21187,Q,20,0,8,1,-1,0,
21188,9,19,0,10,1,1,1,
21189,4,24,1,12,0,1,0,
21190,2,22,1,21,0,1,0,
21191,4,20,0,14,0,-1,1,
21192,8,20,0,15,0,-1,1,
21193,2,21,0,12,0,-1,1,
21194,5,24,1,14,0,1,0,
21195,7,17,0,12,0,-1,1,
21196,2,18,0,13,0,-1,1,
21197,4,19,0,14,0,-1,1,
21198,7,18,0,19,0,1,0,
21199,5,21,0,19,0,-1,1,
21200,4,17,0,9,1,-1,0,
21201,6,21,0,12,0,-1,1,
21202,A,19,0,21,0,1,0,
21203,10,17,0,6,1,1,1,
21204,Q,19,0,8,1,-1,0,
21205,2,22,1,21,0,1,0,
21206,2,19,0,19,0,0,0,
21207,5,20,0,17,0,-1,1,
21208,8,18,0,17,0,-1,1,
21209,2,20,0,8,1,-1,0,
21210,8,19,0,12,0,-1,1,
21211,10,19,0,5,1,-1,0,
21212,6,22,1,13,0,1,0,
21213,7,17,0,14,0,-1,1,
21214,3,19,0,8,1,-1,0,
21215,A,23,1,14,0,1,0,
21216,6,23,1,17,0,1,0,
21217,4,20,0,5,1,0,1,
21218,3,18,0,16,0,-1,1,
21219,10,20,0,17,0,-1,1,
21220,A,20,0,11,1,1,1,
21221,8,18,0,9,1,-1,0,
21222,5,19,0,20,0,1,0,
21223,9,20,0,18,0,-1,1,
21224,10,18,0,20,0,1,0,
21225,4,23,1,21,0,1,0,
21226,Q,19,0,7,1,-1,0,
21227,8,17,0,20,0,1,0,
21228,6,26,1,14,0,1,0,
21229,Q,23,1,20,0,1,0,
21230,4,23,1,14,0,1,0,
21231,K,20,0,13,0,-1,1,
21232,3,24,1,15,0,1,0,
21233,7,17,0,16,0,-1,1,
21234,4,20,0,14,0,-1,1,
21235,A,21,0,20,0,-1,1,
21236,2,18,0,11,1,1,1,
21237,K,21,0,17,0,-1,1,
21238,2,22,1,21,0,1,0,
21239,7,19,0,18,0,-1,1,
21240,3,20,0,11,1,1,1,
21241,A,21,0,21,0,0,0,
21242,5,17,0,21,0,1,0,
21243,J,17,0,17,0,0,0,
21244,10,18,0,13,0,-1,1,
21245,4,23,1,11,1,1,1,
21246,10,21,0,20,0,-1,1,
21247,K,22,1,14,0,1,0,
21248,7,18,0,16,0,-1,1,
21249,10,19,0,20,0,1,0,
21250,2,19,0,11,1,1,1,
21251,8,18,0,19,0,1,0,
21252,7,22,1,13,0,1,0,
21253,J,21,0,10,0,-1,1,
21254,J,23,1,12,0,1,0,
21255,Q,20,0,12,0,-1,1,
21256,5,18,0,15,0,-1,1,
21257,Q,21,0,18,0,-1,1,
21258,6,20,0,20,0,0,0,
21259,4,17,0,21,0,1,0,
21260,A,20,0,13,0,-1,1,
21261,6,21,0,16,0,-1,1,
21262,7,17,0,13,0,-1,1,
21263,6,23,1,12,0,1,0,
21264,4,24,1,19,0,1,0,
21265,9,18,0,16,0,-1,1,
21266,2,17,0,17,0,0,0,
21267,8,23,1,12,0,1,0,
21268,4,18,0,12,0,-1,1,
21269,10,20,0,13,0,-1,1,
21270,7,19,0,6,1,-1,0,
21271,6,26,1,12,0,1,0,
21272,10,23,1,15,0,1,0,
21273,9,18,0,9,1,-1,0,
21274,4,18,0,12,0,-1,1,
21275,5,25,1,10,1,1,1,
21276,K,19,0,17,0,-1,1,
21277,8,17,0,8,1,-1,0,
21278,J,20,0,10,1,0,1,
21279,9,24,1,15,0,1,0,
21280,9,21,0,21,0,0,0,
21281,4,19,0,9,1,0,1,
21282,3,26,1,20,0,1,0,
21283,5,19,0,4,1,-1,0,
21284,3,18,0,12,0,-1,1,
21285,9,19,0,12,0,-1,1,
21286,7,18,0,21,0,1,0,
21287,10,20,0,8,1,-1,0,
21288,6,22,1,18,0,1,0,
21289,Q,20,0,11,1,-1,0,
21290,5,20,0,6,1,-1,0,
21291,J,20,0,12,0,-1,1,
21292,J,20,0,7,1,-1,0,
21293,10,17,0,9,1,1,1,
21294,Q,19,0,20,0,1,0,
21295,4,22,1,13,0,1,0,
21296,10,19,0,11,1,1,1,
21297,9,20,0,14,0,-1,1,
21298,6,20,0,13,0,-1,1,
21299,6,23,1,15,0,1,0,
21300,J,20,0,13,0,-1,1,
21301,9,19,0,4,1,0,1,
21302,A,21,0,6,0,-1,1,
21303,10,19,0,19,0,0,0,
21304,K,20,0,13,0,-1,1,
21305,J,17,0,13,0,-1,1,
21306,7,17,0,7,1,-1,0,
21307,5,20,0,13,0,-1,1,
21308,6,21,0,19,0,-1,1,
21309,3,21,0,13,0,-1,1,
21310,6,23,1,14,0,1,0,
21311,4,17,0,14,0,-1,1,
21312,4,18,0,16,0,-1,1,
21313,6,21,0,21,0,0,0,
21314,K,19,0,10,1,1,1,
21315,4,25,1,20,0,1,0,
21316,K,19,0,21,0,1,0,
21317,9,24,1,16,0,1,0,
21318,7,21,0,9,1,-1,0,
21319,7,22,1,14,0,1,0,
21320,J,20,0,12,0,-1,1,
21321,10,17,0,12,0,-1,1,
21322,2,18,0,16,0,-1,1,
21323,3,23,1,14,0,1,0,
21324,Q,20,0,14,0,-1,1,
21325,4,19,0,13,0,-1,1,
21326,4,18,0,20,0,1,0,
21327,K,20,0,15,0,-1,1,
21328,J,21,0,17,0,-1,1,
21329,J,25,1,14,0,1,0,
21330,7,17,0,7,1,0,1,
21331,6,19,0,20,0,1,0,
21332,6,24,1,13,0,1,0,
21333,3,24,1,10,1,1,1,
21334,7,26,1,12,0,1,0,
21335,4,26,1,18,0,1,0,
21336,J,19,0,6,1,1,1,
21337,7,21,0,16,0,-1,1,
21338,K,21,0,18,0,-1,1,
21339,4,22,1,19,0,1,0,
21340,7,22,1,15,0,1,0,
21341,A,17,0,19,0,1,0,
21342,Q,20,0,12,0,-1,1,
21343,3,21,0,13,0,-1,1,
21344,2,21,0,10,1,-1,0,
21345,Q,20,0,15,0,-1,1,
21346,A,21,0,17,0,-1,1,
21347,3,22,1,18,0,1,0,
21348,9,26,1,18,0,1,0,
21349,5,22,1,14,0,1,0,
21350,9,19,0,15,0,-1,1,
21351,8,21,0,17,0,-1,1,
21352,9,18,0,15,0,-1,1,
21353,3,26,1,16,0,1,0,
21354,A,19,0,21,0,1,0,
21355,8,19,0,18,0,-1,1,
21356,Q,17,0,13,0,-1,1,
21357,8,17,0,15,0,-1,1,
21358,10,24,1,20,0,1,0,
21359,6,17,0,20,0,1,0,
21360,10,20,0,15,0,-1,1,
21361,4,24,1,4,1,1,1,
21362,7,17,0,13,0,-1,1,
21363,K,25,1,15,0,1,0,
21364,10,22,1,15,0,1,0,
21365,4,25,1,15,0,1,0,
21366,9,17,0,12,0,-1,1,
21367,3,23,1,19,0,1,0,
21368,Q,20,0,15,0,-1,1,
21369,K,19,0,16,0,-1,1,
21370,7,22,1,19,0,1,0,
21371,A,17,0,7,1,0,1,
21372,4,17,0,19,0,1,0,
21373,9,19,0,9,1,-1,0,
21374,6,17,0,12,0,-1,1,
21375,5,21,0,12,0,-1,1,
21376,5,17,0,20,0,1,0,
21377,4,20,0,14,0,-1,1,
21378,2,19,0,15,0,-1,1,
21379,8,22,1,21,0,1,0,
21380,J,25,1,20,0,1,0,
21381,3,18,0,13,0,-1,1,
21382,A,19,0,18,0,-1,1,
21383,3,20,0,16,0,-1,1,
21384,7,17,0,11,1,-1,0,
21385,3,19,0,15,0,-1,1,
21386,Q,24,1,14,0,1,0,
21387,3,21,0,4,1,0,1,
21388,J,21,0,11,0,-1,1,
21389,2,17,0,20,0,1,0,
21390,9,23,1,14,0,1,0,
21391,2,25,1,20,0,1,0,
21392,3,26,1,11,1,1,1,
21393,10,20,0,19,0,-1,1,
21394,K,21,0,13,0,-1,1,
21395,4,21,0,7,1,-1,0,
21396,5,20,0,20,0,0,0,
21397,6,25,1,17,0,1,0,
21398,K,20,0,18,0,-1,1,
21399,9,19,0,21,0,1,0,
21400,4,24,1,11,1,1,1,
21401,3,17,0,5,1,-1,0,
21402,K,20,0,12,0,-1,1,
21403,6,26,1,5,1,1,1,
21404,7,18,0,11,1,1,1,
21405,3,19,0,13,0,-1,1,
21406,5,25,1,19,0,1,0,
21407,Q,18,0,12,0,-1,1,
21408,4,17,0,18,0,1,0,
21409,3,25,1,17,0,1,0,
21410,4,23,1,12,0,1,0,
21411,5,17,0,17,0,0,0,
21412,6,22,1,14,0,1,0,
21413,6,20,0,18,0,-1,1,
21414,7,23,1,19,0,1,0,
21415,4,24,1,12,0,1,0,
21416,J,18,0,14,0,-1,1,
21417,3,21,0,12,1,-1,0,
21418,J,19,0,12,0,-1,1,
21419,7,20,0,16,0,-1,1,
21420,A,22,1,17,0,1,0,
21421,10,20,0,17,0,-1,1,
21422,2,17,0,17,0,0,0,
21423,Q,18,0,15,0,-1,1,
21424,J,20,0,20,0,0,0,
21425,2,21,0,20,0,-1,1,
21426,A,23,1,18,0,1,0,
21427,8,24,1,13,0,1,0,
21428,6,20,0,20,0,0,0,
21429,A,18,0,13,0,-1,1,
21430,4,19,0,18,0,-1,1,
21431,8,26,1,19,0,1,0,
21432,3,24,1,14,0,1,0,
21433,K,21,0,7,0,-1,1,
21434,5,22,1,12,0,1,0,
21435,A,17,0,12,1,1,1,
21436,7,20,0,15,0,-1,1,
21437,A,21,0,8,1,-1,0,
21438,K,18,0,12,0,-1,1,
21439,10,20,0,18,0,-1,1,
21440,10,22,1,20,0,1,0,
21441,4,18,0,20,0,1,0,
21442,Q,21,0,11,1,-1,0,
21443,A,21,0,12,0,-1,1,
21444,2,18,0,17,0,-1,1,
21445,A,21,0,11,0,-1,1,
21446,Q,23,1,13,0,1,0,
21447,3,17,0,15,0,-1,1,
21448,2,19,0,17,0,-1,1,
21449,K,18,0,10,1,-1,0,
21450,6,23,1,19,0,1,0,
21451,K,17,0,15,0,-1,1,
21452,10,17,0,12,0,-1,1,
21453,7,19,0,20,0,1,0,
21454,8,18,0,12,0,-1,1,
21455,K,23,1,12,0,1,0,
21456,K,20,0,13,0,-1,1,
21457,5,21,0,21,0,0,0,
21458,A,21,0,7,0,-1,1,
21459,3,21,0,19,0,-1,1,
21460,Q,17,0,21,0,1,0,
21461,Q,19,0,17,0,-1,1,
21462,K,20,0,16,0,-1,1,
21463,J,20,0,16,0,-1,1,
21464,6,22,1,18,0,1,0,
21465,J,20,0,13,0,-1,1,
21466,5,18,0,16,0,-1,1,
21467,A,20,0,16,0,-1,1,
21468,4,18,0,17,0,-1,1,
21469,5,17,0,13,0,-1,1,
21470,9,18,0,20,0,1,0,
21471,10,20,0,15,0,-1,1,
21472,6,25,1,4,1,1,1,
21473,7,17,0,14,0,-1,1,
21474,4,19,0,18,0,-1,1,
21475,5,25,1,8,1,1,1,
21476,5,17,0,16,0,-1,1,
21477,7,19,0,13,0,-1,1,
21478,Q,19,0,12,0,-1,1,
21479,10,21,0,13,0,-1,1,
21480,J,21,0,13,0,-1,1,
21481,8,20,0,18,0,-1,1,
21482,2,22,1,14,0,1,0,
21483,3,20,0,15,0,-1,1,
21484,Q,18,0,16,0,-1,1,
21485,7,17,0,16,0,-1,1,
21486,2,24,1,14,0,1,0,
21487,4,19,0,20,0,1,0,
21488,6,17,0,11,1,-1,0,
21489,Q,21,0,13,0,-1,1,
21490,2,24,1,17,0,1,0,
21491,K,20,0,19,0,-1,1,
21492,5,20,0,18,0,-1,1,
21493,K,21,0,17,0,-1,1,
21494,J,20,0,13,0,-1,1,
21495,A,21,0,13,0,-1,1,
21496,7,26,1,15,0,1,0,
21497,4,19,0,15,0,-1,1,
21498,Q,22,1,21,0,1,0,
21499,5,25,1,14,0,1,0,
21500,J,20,0,16,0,-1,1,
21501,8,18,0,8,1,1,1,
21502,4,24,1,21,0,1,0,
21503,K,20,0,19,0,-1,1,
21504,5,18,0,16,0,-1,1,
21505,J,18,0,14,0,-1,1,
21506,A,20,0,19,0,-1,1,
21507,10,23,1,20,0,1,0,
21508,5,22,1,9,1,1,1,
21509,2,22,1,10,1,1,1,
21510,7,20,0,16,0,-1,1,
21511,8,18,0,13,0,-1,1,
21512,10,18,0,5,1,1,1,
21513,Q,20,0,9,1,-1,0,
21514,K,22,1,10,1,1,1,
21515,K,19,0,20,0,1,0,
21516,10,20,0,8,1,-1,0,
21517,9,21,0,14,0,-1,1,
21518,4,21,0,21,0,0,0,
21519,8,21,0,13,0,-1,1,
21520,Q,18,0,15,0,-1,1,
21521,2,18,0,12,0,-1,1,
21522,9,19,0,17,0,-1,1,
21523,4,24,1,20,0,1,0,
21524,3,23,1,12,0,1,0,
21525,7,20,0,10,1,0,1,
21526,7,20,0,19,0,-1,1,
21527,J,20,0,20,0,0,0,
21528,6,24,1,20,0,1,0,
21529,7,22,1,13,0,1,0,
21530,10,17,0,11,1,1,1,
21531,5,18,0,14,0,-1,1,
21532,7,18,0,14,0,-1,1,
21533,A,21,0,16,0,-1,1,
21534,7,17,0,10,1,1,1,
21535,K,17,0,13,0,-1,1,
21536,K,23,1,21,0,1,0,
21537,5,18,0,4,1,-1,0,
21538,10,18,0,20,0,1,0,
21539,6,19,0,10,1,-1,0,
21540,2,20,0,12,0,-1,1,
21541,7,17,0,20,0,1,0,
21542,8,24,1,15,0,1,0,
21543,4,19,0,14,0,-1,1,
21544,5,20,0,19,0,-1,1,
21545,8,21,0,10,1,-1,0,
21546,9,19,0,19,0,0,0,
21547,7,20,0,13,0,-1,1,
21548,2,17,0,12,0,-1,1,
21549,6,17,0,14,0,-1,1,
21550,8,20,0,18,0,-1,1,
21551,6,17,0,18,0,1,0,
21552,8,18,0,20,0,1,0,
21553,J,20,0,18,0,-1,1,
21554,9,19,0,5,1,-1,0,
21555,9,22,1,13,0,1,0,
21556,4,17,0,13,0,-1,1,
21557,9,19,0,18,0,-1,1,
21558,2,25,1,20,0,1,0,
21559,J,20,0,9,1,-1,0,
21560,8,18,0,13,0,-1,1,
21561,J,23,1,11,1,1,1,
21562,K,17,0,16,0,-1,1,
21563,2,18,0,17,0,-1,1,
21564,J,17,0,20,0,1,0,
21565,6,25,1,12,0,1,0,
21566,10,17,0,16,0,-1,1,
21567,8,18,0,8,1,-1,0,
21568,2,18,0,13,0,-1,1,
21569,3,23,1,14,0,1,0,
21570,9,19,0,13,0,-1,1,
21571,K,22,1,16,0,1,0,
21572,J,22,1,13,0,1,0,
21573,10,18,0,14,0,-1,1,
21574,6,19,0,11,1,-1,0,
21575,10,21,0,19,0,-1,1,
21576,A,21,0,12,0,-1,1,
21577,3,22,1,15,0,1,0,
21578,6,17,0,12,0,-1,1,
21579,Q,22,1,16,0,1,0,
21580,J,20,0,16,0,-1,1,
21581,2,17,0,15,0,-1,1,
21582,3,25,1,11,1,1,1,
21583,8,18,0,20,0,1,0,
21584,6,17,0,15,0,-1,1,
21585,4,22,1,11,1,1,1,
21586,J,20,0,7,1,1,1,
21587,A,18,0,7,1,1,1,
21588,9,18,0,13,0,-1,1,
21589,K,17,0,9,1,1,1,
21590,5,17,0,20,0,1,0,
21591,7,17,0,16,0,-1,1,
21592,J,25,1,20,0,1,0,
21593,2,20,0,7,1,-1,0,
21594,9,19,0,20,0,1,0,
21595,8,18,0,8,1,0,1,
21596,10,19,0,17,0,-1,1,
21597,2,21,0,17,0,-1,1,
21598,K,20,0,18,0,-1,1,
21599,10,20,0,16,0,-1,1,
21600,4,18,0,14,0,-1,1,
21601,5,22,1,15,0,1,0,
21602,9,19,0,15,0,-1,1,
21603,J,20,0,18,0,-1,1,
21604,K,20,0,16,0,-1,1,
21605,J,20,0,12,0,-1,1,
21606,K,17,0,4,1,-1,0,
21607,2,17,0,10,1,-1,0,
21608,5,24,1,16,0,1,0,
21609,10,21,0,16,0,-1,1,
21610,5,21,0,11,1,0,1,
21611,2,18,0,12,0,-1,1,
21612,J,24,1,13,0,1,0,
21613,5,20,0,16,0,-1,1,
21614,3,18,0,17,0,-1,1,
21615,3,17,0,21,0,1,0,
21616,Q,19,0,20,0,1,0,
21617,Q,19,0,14,0,-1,1,
21618,6,24,1,12,0,1,0,
21619,2,22,1,19,0,1,0,
21620,2,21,0,18,0,-1,1,
21621,4,24,1,15,0,1,0,
21622,K,17,0,13,0,-1,1,
21623,6,17,0,7,1,0,1,
21624,4,22,1,7,1,1,1,
21625,2,18,0,10,1,-1,0,
21626,A,20,0,17,0,-1,1,
21627,J,20,0,12,0,-1,1,
21628,4,25,1,20,0,1,0,
21629,7,21,0,10,1,-1,0,
21630,9,23,1,17,0,1,0,
21631,Q,20,0,16,0,-1,1,
21632,A,17,0,14,0,-1,1,
21633,J,24,1,14,0,1,0,
21634,Q,17,0,19,0,1,0,
21635,8,22,1,5,1,1,1,
21636,2,23,1,21,0,1,0,
21637,9,22,1,14,0,1,0,
21638,2,20,0,15,0,-1,1,
21639,2,19,0,17,0,-1,1,
21640,Q,20,0,14,0,-1,1,
21641,A,21,0,16,0,-1,1,
21642,9,19,0,21,0,1,0,
21643,J,21,0,20,0,-1,1,
21644,4,17,0,15,0,-1,1,
21645,K,18,0,14,0,-1,1,
21646,Q,20,0,8,1,-1,0,
21647,6,17,0,14,0,-1,1,
21648,6,17,0,9,1,-1,0,
21649,6,17,0,15,0,-1,1,
21650,9,19,0,15,0,-1,1,
21651,8,18,0,12,0,-1,1,
21652,2,22,1,12,0,1,0,
21653,3,18,0,14,0,-1,1,
21654,3,19,0,4,1,-1,0,
21655,4,25,1,17,0,1,0,
21656,5,23,1,15,0,1,0,
21657,7,17,0,17,0,0,0,
21658,7,26,1,12,0,1,0,
21659,3,21,0,14,0,-1,1,
21660,K,20,0,17,0,-1,1,
21661,9,19,0,12,0,-1,1,
21662,A,21,0,15,0,-1,1,
21663,9,24,1,13,0,1,0,
21664,J,20,0,15,0,-1,1,
