,dealer_card,dealer_estimated_value,dealer_bust,init_hand,hit,result,outcome
4320,A,23,0,6,0,-1.0,1
4321,2,13,0,18,1,-1.0,0
4322,4,11,0,17,1,-1.0,0
4323,3,6,0,17,1,-1.0,0
4324,K,11,0,13,2,-1.0,0
4325,5,14,0,9,2,1.0,1
4326,K,19,0,20,0,-1.0,1
4327,K,16,0,14,2,-1.0,0
4328,A,16,0,17,2,-1.0,0
4329,A,17,0,12,0,-1.0,1
4330,2,8,0,14,1,-1.0,0
4331,4,4,0,17,1,-1.0,0
4332,6,8,1,16,1,1.0,1
4333,6,6,0,12,1,-1.0,0
4334,A,6,0,12,0,-1.0,1
4335,6,18,1,13,3,1.0,1
4336,4,11,0,8,1,1.0,1
4337,5,9,0,20,0,-1.0,1
4338,9,19,0,20,0,1.0,0
4339,3,12,0,14,1,1.0,1
4340,3,5,0,15,1,-1.0,0
4341,3,9,0,7,2,-1.0,0
4342,8,16,0,13,1,-1.0,0
4343,6,8,0,20,0,1.0,0
4344,8,10,0,8,2,1.0,1
4345,9,8,0,10,1,1.0,1
4346,5,11,0,17,0,1.0,0
4347,5,6,1,14,3,-1.0,0
4348,3,6,1,17,1,-1.0,0
4349,3,15,1,13,1,1.0,1
4350,3,14,1,15,1,-1.0,0
4351,9,13,1,12,2,-1.0,0
4352,2,11,0,12,1,-1.0,0
4353,K,11,0,18,0,-1.0,1
4354,4,5,0,16,1,-1.0,0
4355,9,15,0,14,3,-1.0,0
4356,8,13,0,19,0,1.0,0
4357,4,5,0,15,1,-1.0,0
4358,K,11,1,13,3,1.0,1
4359,A,11,0,13,1,1.0,1
4360,6,10,1,18,0,1.0,0
4361,A,15,0,21,0,1.0,0
4362,10,12,0,12,1,-1.0,0
4363,5,15,0,17,0,-1.0,1
4364,Q,17,1,21,0,1.0,0
4365,6,9,1,17,0,1.0,0
4366,3,10,0,19,0,-1.0,1
4367,8,18,0,13,1,1.0,1
4368,5,9,0,9,3,-1.0,0
4369,10,12,0,18,0,1.0,0
4370,5,10,1,19,0,1.0,0
4371,4,6,0,14,1,-1.0,0
4372,6,13,0,16,1,1.0,1
4373,3,2,1,13,2,-1.0,0
4374,8,12,0,6,2,1.0,1
4375,A,10,1,16,0,1.0,0
4376,J,12,0,12,1,1.0,1
4377,5,12,0,5,1,-1.0,0
4378,K,21,0,10,1,1.0,1
4379,J,13,1,21,0,1.0,0
4380,5,9,0,11,1,1.0,1
4381,3,5,1,13,1,1.0,1
4382,5,10,0,13,1,-1.0,0
4383,A,19,0,15,0,-1.0,1
4384,9,16,0,14,1,-1.0,0
4385,2,8,1,14,1,1.0,1
4386,5,11,0,20,0,1.0,0
4387,A,12,0,12,1,-1.0,0
4388,2,6,1,8,2,-1.0,0
4389,2,5,0,18,0,-1.0,1
4390,A,14,0,14,0,-1.0,1
4391,5,18,0,13,2,1.0,1
4392,10,18,0,20,0,1.0,0
4393,5,13,0,12,1,1.0,1
4394,5,7,0,15,1,-1.0,0
4395,3,9,0,15,1,-1.0,0
4396,3,6,0,17,1,-1.0,0
4397,2,5,0,20,0,1.0,0
4398,2,9,1,19,0,1.0,0
4399,J,18,0,12,0,-1.0,1
4400,9,11,1,12,2,1.0,1
4401,6,11,0,13,2,-1.0,0
4402,7,8,0,12,1,-1.0,0
4403,4,7,1,12,1,1.0,1
4404,4,4,0,7,3,-1.0,0
4405,K,18,1,18,1,-1.0,0
4406,Q,13,1,13,2,-1.0,0
4407,Q,20,0,15,2,-1.0,0
4408,5,8,0,14,2,-1.0,0
4409,2,8,0,9,1,1.0,1
4410,9,10,1,15,1,1.0,1
4411,9,17,0,10,2,-1.0,0
4412,6,10,1,17,0,1.0,0
4413,8,7,1,9,1,1.0,1
4414,3,9,0,14,1,-1.0,0
4415,8,13,0,19,0,1.0,0
4416,K,14,0,5,2,-1.0,0
4417,Q,12,0,15,1,1.0,1
4418,9,7,1,19,0,1.0,0
4419,Q,21,0,21,0,1.0,0
4420,Q,14,0,14,1,-1.0,0
4421,10,20,0,14,3,1.0,1
4422,6,11,0,18,0,-1.0,1
4423,9,18,0,20,0,1.0,0
4424,2,9,0,9,1,1.0,1
4425,Q,12,1,6,2,-1.0,0
4426,10,9,1,18,0,1.0,0
4427,2,9,0,7,2,-1.0,0
4428,10,14,0,10,3,-1.0,0
4429,8,14,0,10,1,-1.0,0
4430,7,11,0,13,1,1.0,1
4431,9,13,0,13,1,1.0,1
4432,5,2,0,16,0,-1.0,1
4433,K,18,0,19,1,-1.0,0
4434,10,13,1,16,1,1.0,1
4435,K,22,0,13,0,-1.0,1
4436,J,20,0,13,1,-1.0,0
4437,10,13,0,11,1,1.0,1
4438,K,18,0,14,2,-1.0,0
4439,9,13,1,15,1,-1.0,0
4440,5,6,0,17,1,-1.0,0
4441,8,11,0,5,2,-1.0,0
4442,5,11,0,19,0,1.0,0
4443,J,16,0,14,0,-1.0,1
4444,4,3,0,5,2,-1.0,0
4445,6,8,0,8,1,-1.0,0
4446,8,10,0,16,1,1.0,1
4447,7,19,0,19,0,1.0,0
4448,J,21,0,16,1,1.0,1
4449,J,16,1,6,2,-1.0,0
4450,8,16,1,12,1,-1.0,0
4451,A,17,0,17,1,-1.0,0
4452,10,18,0,5,3,-1.0,0
4453,5,9,0,21,0,1.0,0
4454,Q,17,0,20,0,1.0,0
4455,2,3,1,19,0,1.0,0
4456,4,10,0,14,1,-1.0,0
4457,K,7,0,21,0,1.0,0
4458,3,5,0,17,1,1.0,1
4459,4,8,0,12,2,-1.0,0
4460,9,13,1,16,1,-1.0,0
4461,A,19,0,15,2,-1.0,0
4462,6,17,0,13,1,-1.0,0
4463,2,9,0,16,1,-1.0,0
4464,9,18,0,15,1,-1.0,0
4465,K,17,0,20,0,1.0,0
4466,J,14,1,13,1,-1.0,0
4467,9,16,0,12,2,-1.0,0
4468,Q,9,1,11,1,1.0,1
4469,2,8,1,12,1,-1.0,0
4470,J,14,0,14,2,1.0,1
4471,2,-2,0,17,2,-1.0,0
4472,Q,6,0,16,0,-1.0,1
4473,8,8,1,13,2,1.0,1
4474,Q,20,0,12,1,-1.0,0
4475,4,9,0,15,1,-1.0,0
4476,8,18,0,13,1,-1.0,0
4477,A,21,0,15,0,-1.0,1
4478,5,14,1,15,1,1.0,1
4479,5,12,1,19,0,1.0,0
4480,J,12,1,13,3,1.0,1
4481,7,11,1,14,1,1.0,1
4482,J,16,0,20,0,1.0,0
4483,6,10,0,16,1,-1.0,0
4484,9,7,1,21,0,1.0,0
4485,A,16,0,20,0,-1.0,1
4486,8,5,1,20,0,1.0,0
4487,6,7,0,15,2,-1.0,0
4488,10,5,0,15,0,-1.0,1
4489,J,17,1,17,2,-1.0,0
4490,Q,17,0,11,1,1.0,1
4491,6,16,1,7,1,1.0,1
4492,3,4,1,17,2,-1.0,0
4493,8,17,0,21,0,1.0,0
4494,5,11,1,15,1,-1.0,0
4495,10,17,0,12,2,-1.0,0
4496,3,1,1,13,2,-1.0,0
4497,4,6,0,14,1,1.0,1
4498,2,7,0,16,1,-1.0,0
4499,3,5,0,15,1,-1.0,0
4500,A,11,0,16,0,-1.0,1
4501,K,11,0,11,1,1.0,1
4502,3,15,1,13,1,-1.0,0
4503,4,11,1,20,0,1.0,0
4504,4,12,1,21,0,1.0,0
4505,3,11,0,13,1,1.0,1
4506,7,14,0,14,1,-1.0,0
4507,5,12,1,16,1,-1.0,0
4508,K,16,0,20,0,1.0,0
4509,K,15,0,20,0,1.0,0
4510,Q,16,0,18,3,-1.0,0
4511,9,13,0,16,1,1.0,1
4512,K,8,1,9,1,1.0,1
4513,2,-2,0,11,2,-1.0,0
4514,4,6,0,20,0,1.0,0
4515,10,9,0,11,1,1.0,1
4516,6,17,0,14,1,1.0,1
4517,5,14,0,20,0,1.0,0
4518,8,15,0,19,0,-1.0,1
4519,10,15,1,12,3,-1.0,0
4520,6,15,1,19,0,1.0,0
4521,8,16,0,19,0,1.0,0
4522,10,18,0,15,1,-1.0,0
4523,7,14,0,21,0,1.0,0
4524,7,13,0,15,1,1.0,1
4525,2,5,0,8,2,1.0,1
4526,2,1,0,14,2,-1.0,0
4527,10,12,0,12,1,-1.0,0
4528,7,11,0,12,2,-1.0,0
4529,J,5,1,10,1,1.0,1
4530,2,14,1,15,3,1.0,1
4531,K,15,1,14,2,-1.0,0
4532,8,15,0,18,0,-1.0,1
4533,3,8,0,7,2,-1.0,0
4534,10,12,0,21,0,1.0,0
4535,8,16,0,13,2,1.0,1
4536,10,14,0,20,0,1.0,0
4537,8,15,0,15,1,-1.0,0
4538,A,17,0,12,0,-1.0,1
4539,3,2,0,19,0,-1.0,1
4540,Q,15,0,16,1,1.0,1
4541,6,10,1,16,1,-1.0,0
4542,K,9,1,13,0,1.0,0
4543,7,6,1,13,3,-1.0,0
4544,K,15,1,18,1,-1.0,0
4545,3,10,1,21,0,1.0,0
4546,8,15,1,6,2,-1.0,0
4547,J,14,1,8,2,-1.0,0
4548,9,17,0,17,1,-1.0,0
4549,8,12,1,13,1,-1.0,0
4550,4,12,0,19,0,1.0,0
4551,7,14,0,10,1,1.0,1
4552,9,15,0,15,3,1.0,1
4553,J,15,0,14,3,-1.0,0
4554,K,14,0,16,1,-1.0,0
4555,4,6,1,18,0,1.0,0
4556,K,9,1,11,1,1.0,1
4557,7,19,0,16,1,-1.0,0
4558,A,18,0,13,2,-1.0,0
4559,5,13,0,10,1,1.0,1
4560,9,19,0,17,2,-1.0,0
4561,J,11,1,15,1,-1.0,0
4562,3,5,1,20,0,1.0,0
4563,Q,16,0,8,3,-1.0,0
4564,2,4,0,18,0,-1.0,1
4565,K,12,1,12,2,1.0,1
4566,J,17,0,11,0,-1.0,1
4567,Q,7,0,14,0,-1.0,1
4568,2,0,0,17,1,-1.0,0
4569,3,7,1,10,2,-1.0,0
4570,A,14,0,8,0,-1.0,1
4571,2,10,1,14,1,1.0,1
4572,9,21,0,12,2,1.0,1
4573,5,8,0,12,1,1.0,1
4574,J,12,1,5,2,-1.0,0
4575,7,9,0,12,1,-1.0,0
4576,5,13,0,7,2,-1.0,0
4577,K,10,0,5,1,-1.0,0
4578,J,11,1,17,0,1.0,0
4579,10,9,1,11,1,1.0,1
4580,3,9,1,14,1,-1.0,0
4581,Q,13,0,13,2,1.0,1
4582,A,8,0,18,0,1.0,0
4583,K,12,0,13,1,1.0,1
4584,7,10,0,13,1,1.0,1
4585,4,9,0,12,1,1.0,1
4586,K,21,0,20,0,1.0,0
4587,Q,20,0,6,4,-1.0,0
4588,K,15,0,14,2,-1.0,0
4589,8,17,0,6,2,1.0,1
4590,K,11,1,12,1,1.0,1
4591,6,12,1,20,0,1.0,0
4592,5,7,0,15,1,1.0,1
4593,5,12,0,11,1,-1.0,0
4594,Q,11,0,12,1,-1.0,0
4595,A,14,0,15,1,1.0,1
4596,4,0,0,7,2,-1.0,0
4597,9,8,1,17,0,1.0,0
4598,9,10,0,13,1,1.0,1
4599,Q,18,0,17,1,-1.0,0
4600,4,9,0,13,2,1.0,1
4601,K,20,0,17,1,-1.0,0
4602,5,13,1,12,1,-1.0,0
4603,Q,18,0,13,2,-1.0,0
4604,J,18,0,19,2,-1.0,0
4605,3,3,0,16,1,1.0,1
4606,5,12,1,15,2,1.0,1
4607,Q,12,1,18,0,1.0,0
4608,4,5,0,19,0,1.0,0
4609,5,4,1,17,0,1.0,0
4610,A,7,0,13,0,-1.0,1
4611,7,7,0,20,0,1.0,0
4612,8,11,0,13,1,-1.0,0
4613,K,14,1,11,2,-1.0,0
4614,7,17,1,20,0,1.0,0
4615,8,15,1,13,1,1.0,1
4616,5,15,0,20,0,1.0,0
4617,6,15,0,19,0,1.0,0
4618,3,12,1,10,1,1.0,1
4619,7,12,0,20,0,-1.0,1
4620,7,14,0,19,0,1.0,0
4621,3,3,0,10,2,1.0,1
4622,10,10,1,10,1,1.0,1
4623,A,13,0,18,0,1.0,0
4624,8,13,0,20,0,1.0,0
4625,5,6,0,14,2,1.0,1
4626,5,0,0,20,0,1.0,0
4627,7,16,1,14,1,-1.0,0
4628,K,19,0,11,2,-1.0,0
4629,J,16,1,16,1,-1.0,0
4630,J,20,0,20,0,1.0,0
4631,K,18,0,17,1,-1.0,0
4632,Q,10,0,21,0,1.0,0
4633,J,16,0,19,1,-1.0,0
4634,4,5,1,11,2,-1.0,0
4635,6,11,1,10,1,1.0,1
4636,8,11,0,7,3,-1.0,0
4637,3,6,1,21,0,1.0,0
4638,10,11,0,19,0,1.0,0
4639,2,-2,0,15,1,-1.0,0
4640,K,22,0,12,3,-1.0,0
4641,A,22,0,16,0,-1.0,1
4642,2,12,0,18,2,-1.0,0
4643,A,12,1,20,0,1.0,0
4644,J,18,0,17,1,-1.0,0
4645,Q,20,0,9,0,-1.0,1
4646,A,12,0,14,1,-1.0,0
4647,6,12,0,16,1,1.0,1
4648,4,3,0,21,0,1.0,0
4649,3,7,1,18,0,1.0,0
4650,8,10,1,12,1,1.0,1
4651,7,6,0,15,0,-1.0,1
4652,A,14,0,13,2,1.0,1
4653,3,3,0,9,1,1.0,1
4654,K,18,1,19,1,-1.0,0
4655,K,21,0,6,2,-1.0,0
4656,6,16,0,17,0,-1.0,1
4657,5,15,0,19,0,1.0,0
4658,6,10,0,20,0,1.0,0
4659,2,12,0,20,0,1.0,0
4660,4,13,0,19,0,1.0,0
4661,3,3,0,13,2,-1.0,0
4662,2,8,1,20,0,1.0,0
4663,2,6,1,11,1,1.0,1
4664,5,2,0,9,1,1.0,1
4665,9,13,0,20,0,1.0,0
4666,6,5,0,20,0,-1.0,1
4667,10,6,1,14,0,1.0,0
4668,J,19,0,12,1,-1.0,0
4669,K,14,0,18,2,-1.0,0
4670,A,12,0,10,1,1.0,1
4671,A,12,1,15,1,1.0,1
4672,3,11,0,13,1,1.0,1
4673,6,6,1,18,0,1.0,0
4674,5,10,0,12,1,-1.0,0
4675,10,17,0,15,1,1.0,1
4676,Q,14,0,20,0,1.0,0
4677,K,16,0,10,1,1.0,1
4678,9,8,0,12,0,-1.0,1
4679,J,10,1,8,1,1.0,1
4680,4,1,0,18,0,-1.0,1
4681,3,6,0,16,1,-1.0,0
4682,5,12,0,18,0,-1.0,1
4683,7,18,0,15,1,-1.0,0
4684,9,17,0,13,2,-1.0,0
4685,7,17,0,21,0,1.0,0
4686,8,18,0,14,1,-1.0,0
4687,3,3,0,18,0,-1.0,1
4688,6,7,0,13,1,-1.0,0
4689,7,14,0,20,0,1.0,0
4690,9,15,0,6,4,1.0,1
4691,A,13,0,14,1,-1.0,0
4692,4,9,1,13,1,1.0,1
4693,10,14,0,18,1,-1.0,0
4694,4,8,0,16,1,-1.0,0
4695,4,1,0,15,1,1.0,1
4696,3,16,1,18,1,1.0,1
4697,8,15,0,10,2,-1.0,0
4698,2,8,1,14,1,-1.0,0
4699,4,13,1,17,2,-1.0,0
4700,4,8,0,16,1,-1.0,0
4701,8,16,0,13,1,-1.0,0
4702,8,16,0,15,1,-1.0,0
4703,10,11,0,20,0,1.0,0
4704,K,16,0,12,1,1.0,1
4705,7,11,0,7,2,-1.0,0
4706,4,9,0,6,3,-1.0,0
4707,10,6,0,20,0,1.0,0
4708,3,1,0,13,1,1.0,1
4709,Q,8,0,14,0,-1.0,1
4710,3,15,0,21,0,1.0,0
4711,8,20,0,14,3,-1.0,0
4712,4,13,0,20,0,1.0,0
4713,8,18,0,12,1,-1.0,0
4714,8,12,0,13,2,1.0,1
4715,6,14,0,19,0,1.0,0
4716,3,11,1,19,0,1.0,0
4717,2,4,1,15,1,1.0,1
4718,9,15,0,12,1,1.0,1
4719,2,6,0,15,2,-1.0,0
4720,7,13,0,11,2,1.0,1
4721,8,11,0,13,1,1.0,1
4722,7,10,0,9,2,-1.0,0
4723,2,5,1,15,2,1.0,1
4724,10,22,0,21,0,1.0,0
4725,4,14,1,15,1,1.0,1
4726,6,9,0,16,1,1.0,1
4727,6,16,0,12,1,1.0,1
4728,8,15,1,19,0,1.0,0
4729,J,18,0,11,2,-1.0,0
4730,K,19,0,18,0,-1.0,1
4731,8,8,0,12,3,-1.0,0
4732,9,16,0,17,1,-1.0,0
4733,6,6,0,12,1,-1.0,0
4734,2,4,0,14,1,-1.0,0
4735,A,12,0,16,0,-1.0,1
4736,10,15,0,13,0,-1.0,1
4737,2,-2,1,16,1,1.0,1
4738,5,9,0,16,1,-1.0,0
4739,9,14,1,20,0,1.0,0
4740,7,15,1,9,2,1.0,1
4741,J,18,0,13,4,-1.0,0
4742,A,14,0,13,3,-1.0,0
4743,Q,11,0,9,2,-1.0,0
4744,K,11,1,20,0,1.0,0
4745,A,15,0,16,2,-1.0,0
4746,3,9,0,12,1,-1.0,0
4747,5,9,0,16,1,-1.0,0
4748,A,15,0,20,0,1.0,0
4749,5,3,0,12,1,-1.0,0
4750,8,4,1,9,1,1.0,1
4751,9,12,0,6,1,1.0,1
4752,4,10,1,20,0,1.0,0
4753,9,20,0,17,4,-1.0,0
4754,J,15,1,21,0,1.0,0
4755,3,11,1,8,3,-1.0,0
4756,2,11,0,9,2,-1.0,0
4757,6,9,0,4,2,-1.0,0
4758,K,15,0,18,1,-1.0,0
4759,6,7,0,16,1,1.0,1
4760,6,10,1,16,2,-1.0,0
4761,9,14,0,13,2,-1.0,0
4762,J,10,1,14,1,1.0,1
4763,8,12,0,13,1,1.0,1
4764,7,10,0,6,2,-1.0,0
4765,8,15,0,6,2,-1.0,0
4766,4,12,0,10,3,-1.0,0
4767,Q,20,0,16,3,1.0,1
4768,7,11,1,20,0,1.0,0
4769,2,10,0,12,1,-1.0,0
4770,A,12,0,13,1,-1.0,0
4771,9,13,1,12,3,-1.0,0
4772,K,18,0,15,0,-1.0,1
4773,8,9,0,15,1,-1.0,0
4774,10,8,1,13,0,1.0,0
4775,3,7,1,12,2,-1.0,0
4776,8,13,0,19,0,1.0,0
4777,4,4,1,14,1,1.0,1
4778,J,10,0,14,1,1.0,1
4779,5,17,0,20,0,1.0,0
4780,10,13,1,18,0,1.0,0
4781,J,15,0,18,1,-1.0,0
4782,2,11,0,12,2,-1.0,0
4783,10,19,0,14,1,1.0,1
4784,4,9,0,13,1,-1.0,0
4785,8,14,0,20,0,1.0,0
4786,Q,15,0,13,3,-1.0,0
4787,6,9,1,13,1,1.0,1
4788,A,12,0,12,1,1.0,1
4789,3,6,0,17,1,-1.0,0
4790,J,14,0,17,3,-1.0,0
4791,7,2,0,13,1,1.0,1
4792,J,22,0,10,3,-1.0,0
4793,9,16,0,21,0,1.0,0
4794,J,13,0,12,1,-1.0,0
4795,4,15,0,8,1,-1.0,0
4796,K,13,1,12,1,1.0,1
4797,9,17,0,21,0,1.0,0
4798,10,18,0,20,0,1.0,0
4799,7,15,0,12,1,-1.0,0
4800,2,6,0,21,0,1.0,0
4801,8,8,1,20,0,1.0,0
4802,3,8,1,12,1,-1.0,0
4803,A,7,0,13,0,-1.0,1
4804,6,2,0,16,0,-1.0,1
4805,5,8,1,9,2,1.0,1
4806,Q,16,0,4,2,-1.0,0
4807,8,19,0,20,0,1.0,0
4808,A,22,0,18,0,-1.0,1
4809,8,18,0,21,0,1.0,0
4810,3,5,0,8,2,1.0,1
4811,J,14,1,21,0,1.0,0
4812,J,10,1,14,1,1.0,1
4813,9,16,0,15,2,1.0,1
4814,2,5,1,14,2,1.0,1
4815,4,2,0,18,0,-1.0,1
4816,A,14,0,17,1,-1.0,0
4817,10,9,1,18,0,1.0,0
4818,K,14,0,20,0,1.0,0
4819,J,14,0,17,0,-1.0,1
4820,2,-2,1,12,1,-1.0,0
4821,5,14,1,21,0,1.0,0
4822,10,18,0,6,3,-1.0,0
4823,5,9,1,18,0,1.0,0
4824,8,17,0,12,1,-1.0,0
4825,6,15,0,12,3,1.0,1
4826,9,18,0,14,2,-1.0,0
4827,5,13,0,19,0,-1.0,1
4828,K,17,0,12,1,-1.0,0
4829,4,10,0,19,0,-1.0,1
4830,3,1,1,18,0,1.0,0
4831,7,8,0,13,1,1.0,1
4832,4,0,1,15,1,-1.0,0
4833,7,8,0,20,0,-1.0,1
4834,2,6,0,19,0,1.0,0
4835,10,15,1,16,1,-1.0,0
4836,10,17,1,13,1,1.0,1
4837,2,9,0,16,1,-1.0,0
4838,2,11,0,6,4,1.0,1
4839,Q,20,0,14,0,-1.0,1
4840,4,5,1,12,1,-1.0,0
4841,7,12,1,17,0,1.0,0
4842,4,11,1,17,1,-1.0,0
4843,2,4,0,17,2,-1.0,0
4844,J,15,0,10,2,-1.0,0
4845,9,7,0,16,0,-1.0,1
4846,A,9,0,20,0,1.0,0
4847,10,7,0,14,0,-1.0,1
4848,7,5,0,15,0,-1.0,1
4849,6,11,0,17,0,-1.0,1
4850,4,10,0,13,1,-1.0,0
4851,A,17,0,13,1,-1.0,0
4852,6,11,0,12,1,-1.0,0
4853,8,13,0,12,2,-1.0,0
4854,J,20,0,15,0,-1.0,1
4855,K,18,0,13,1,-1.0,0
4856,10,11,1,17,0,1.0,0
4857,A,18,0,16,0,-1.0,1
4858,7,11,1,12,2,-1.0,0
4859,10,15,0,14,1,-1.0,0
4860,5,11,0,14,1,-1.0,0
4861,Q,7,0,19,0,1.0,0
4862,8,7,1,13,0,1.0,0
4863,6,2,0,10,1,1.0,1
4864,6,10,0,12,2,-1.0,0
4865,9,20,0,16,1,-1.0,0
4866,8,10,0,12,1,-1.0,0
4867,6,13,0,9,1,-1.0,0
4868,Q,13,1,17,1,-1.0,0
4869,K,20,0,11,0,-1.0,1
4870,6,10,1,18,0,1.0,0
4871,3,4,0,15,1,-1.0,0
4872,A,17,0,12,1,-1.0,0
4873,J,11,0,11,1,-1.0,0
4874,4,3,0,20,0,1.0,0
4875,9,8,0,16,0,-1.0,1
4876,5,5,1,19,0,1.0,0
4877,2,1,0,17,1,-1.0,0
4878,2,15,0,17,1,-1.0,0
4879,7,18,0,6,2,-1.0,0
4880,4,15,1,17,2,-1.0,0
4881,Q,19,0,13,2,1.0,1
4882,2,5,0,14,1,-1.0,0
4883,3,3,0,19,0,1.0,0
4884,7,16,0,17,1,-1.0,0
4885,4,6,0,13,1,1.0,1
4886,6,6,1,13,1,-1.0,0
4887,7,13,0,13,3,-1.0,0
4888,A,11,0,20,0,1.0,0
4889,3,2,1,15,3,1.0,1
4890,5,8,0,20,0,1.0,0
4891,4,3,0,14,1,1.0,1
4892,Q,19,0,20,0,1.0,0
4893,4,15,1,15,2,-1.0,0
4894,Q,22,0,14,0,-1.0,1
4895,A,21,0,12,0,-1.0,1
4896,3,13,0,13,2,1.0,1
4897,Q,12,0,7,3,-1.0,0
4898,2,9,1,17,1,1.0,1
4899,8,15,0,14,1,1.0,1
4900,3,10,1,20,0,1.0,0
4901,4,8,1,14,1,-1.0,0
4902,A,16,0,9,0,-1.0,1
4903,3,8,1,19,0,1.0,0
4904,7,11,0,18,0,1.0,0
4905,8,7,1,14,1,-1.0,0
4906,6,10,0,16,1,1.0,1
4907,Q,16,0,18,2,-1.0,0
4908,J,15,1,20,0,1.0,0
4909,2,4,0,18,0,-1.0,1
4910,7,13,0,16,1,-1.0,0
4911,9,16,0,9,1,1.0,1
4912,K,9,0,20,0,1.0,0
4913,9,11,0,11,1,-1.0,0
4914,J,8,1,15,0,1.0,0
4915,Q,13,0,12,3,-1.0,0
4916,6,4,0,12,1,-1.0,0
4917,A,6,1,17,0,1.0,0
4918,7,9,1,19,0,1.0,0
4919,Q,5,1,13,0,1.0,0
4920,J,22,0,20,1,1.0,1
4921,J,21,0,7,2,1.0,1
4922,J,20,0,13,2,-1.0,0
4923,J,21,0,8,0,-1.0,1
4924,2,7,0,13,1,-1.0,0
4925,4,6,0,17,1,-1.0,0
4926,3,8,0,13,2,1.0,1
4927,7,10,1,17,0,1.0,0
4928,5,12,1,5,2,1.0,1
4929,10,8,1,10,1,1.0,1
4930,J,13,0,16,1,-1.0,0
4931,5,2,1,18,0,1.0,0
4932,9,11,0,20,0,1.0,0
4933,3,-1,1,20,0,1.0,0
4934,5,11,0,20,0,1.0,0
4935,6,9,0,14,1,-1.0,0
4936,3,13,1,16,1,-1.0,0
4937,A,21,0,18,0,-1.0,1
4938,8,17,0,20,0,1.0,0
4939,9,12,1,16,1,-1.0,0
4940,7,15,0,16,1,1.0,1
4941,J,9,1,7,1,1.0,1
4942,8,15,0,7,1,1.0,1
4943,3,10,0,17,1,-1.0,0
4944,2,7,0,7,2,-1.0,0
4945,7,7,1,17,0,1.0,0
4946,K,15,0,7,0,-1.0,1
4947,J,7,1,20,0,1.0,0
4948,9,9,1,16,0,1.0,0
4949,8,12,0,12,2,-1.0,0
4950,2,7,0,19,0,1.0,0
4951,6,16,1,13,1,-1.0,0
4952,6,14,0,18,0,-1.0,1
4953,8,16,0,13,2,-1.0,0
4954,2,4,0,20,0,1.0,0
4955,Q,19,0,20,0,-1.0,1
4956,7,15,0,8,2,-1.0,0
4957,4,7,0,15,1,-1.0,0
4958,Q,12,1,13,2,1.0,1
4959,A,17,0,13,0,-1.0,1
4960,10,14,0,15,1,1.0,1
4961,9,7,0,6,1,-1.0,0
4962,A,15,0,15,0,-1.0,1
4963,3,7,1,13,1,1.0,1
4964,8,16,0,10,2,-1.0,0
4965,5,13,1,16,1,1.0,1
4966,J,18,0,17,3,-1.0,0
4967,Q,12,1,17,0,1.0,0
4968,2,8,0,13,3,-1.0,0
4969,8,13,0,19,0,1.0,0
4970,J,12,0,13,2,-1.0,0
4971,J,11,1,6,1,1.0,1
4972,4,9,0,15,1,-1.0,0
4973,10,8,1,10,1,1.0,1
4974,3,7,1,20,0,1.0,0
4975,7,12,0,20,0,1.0,0
4976,3,7,1,6,2,1.0,1
4977,3,6,1,13,1,1.0,1
4978,6,10,0,15,1,-1.0,0
4979,8,13,0,19,0,-1.0,1
4980,4,12,0,14,1,-1.0,0
4981,7,12,1,20,0,1.0,0
4982,4,11,1,20,0,1.0,0
4983,5,14,0,19,0,-1.0,1
4984,6,14,1,12,1,1.0,1
4985,9,16,0,11,3,-1.0,0
4986,3,10,1,13,2,1.0,1
4987,7,13,0,11,2,1.0,1
4988,Q,16,0,10,0,-1.0,1
4989,A,16,0,21,0,1.0,0
4990,K,9,0,20,0,1.0,0
4991,K,6,0,14,0,-1.0,1
4992,Q,13,0,14,2,1.0,1
4993,8,20,0,21,0,1.0,0
4994,2,9,0,9,2,-1.0,0
4995,7,18,0,14,2,-1.0,0
4996,4,15,1,20,0,1.0,0
4997,9,15,1,15,1,-1.0,0
4998,8,17,0,9,1,1.0,1
4999,6,7,0,13,1,-1.0,0
5000,9,11,1,12,1,1.0,1
5001,J,15,0,12,4,-1.0,0
5002,J,10,0,11,2,-1.0,0
5003,10,7,0,14,0,-1.0,1
5004,2,6,0,17,1,-1.0,0
5005,10,14,0,12,1,-1.0,0
5006,Q,5,1,12,0,1.0,0
5007,J,22,0,9,2,-1.0,0
5008,7,12,0,16,1,1.0,1
5009,4,6,0,15,1,-1.0,0
5010,2,13,0,21,0,1.0,0
5011,J,18,0,21,0,1.0,0
5012,J,11,0,21,0,1.0,0
5013,6,9,0,20,0,-1.0,1
5014,K,9,1,15,0,1.0,0
5015,3,8,0,16,3,-1.0,0
5016,4,6,0,17,1,-1.0,0
5017,7,12,0,15,1,1.0,1
5018,7,11,0,18,0,1.0,0
5019,9,10,1,17,0,1.0,0
5020,9,4,0,18,0,-1.0,1
5021,4,11,0,15,2,-1.0,0
5022,6,10,0,18,0,-1.0,1
5023,4,12,1,13,1,1.0,1
5024,6,16,1,12,2,1.0,1
5025,6,12,1,21,0,1.0,0
5026,K,13,1,14,1,-1.0,0
5027,8,16,0,12,1,-1.0,0
5028,J,13,1,10,2,1.0,1
5029,A,8,0,17,0,1.0,0
5030,Q,14,0,10,2,-1.0,0
5031,4,2,0,16,1,1.0,1
