,dealer_card,dealer_value,dealer_bust,init_hand,hit,result,outcome
37012,3,21,0,18,0,-1.0,1
37013,6,18,0,21,0,1.0,0
37014,5,25,1,20,0,1.0,0
37015,A,21,0,15,0,-1.0,1
37016,6,24,1,18,0,1.0,0
37017,10,20,0,20,0,0.0,0
37018,4,18,0,11,0,-1.0,1
37019,3,21,0,12,0,-1.0,1
37020,4,21,0,14,0,-1.0,1
37021,6,22,1,11,1,1.0,1
37022,8,26,1,4,0,1.0,0
37023,J,24,1,9,1,1.0,1
37024,9,18,0,17,0,-1.0,1
37025,10,20,0,12,0,-1.0,1
37026,5,25,1,17,0,1.0,0
37027,10,20,0,12,0,-1.0,1
37028,4,21,0,12,0,-1.0,1
37029,5,17,0,13,0,-1.0,1
37030,K,20,0,20,0,0.0,0
37031,7,18,0,10,1,-1.0,0
37032,A,21,0,14,0,-1.0,1
37033,6,22,1,7,1,1.0,1
37034,10,19,0,17,0,-1.0,1
37035,K,21,0,20,0,-1.0,1
37036,2,18,0,10,0,-1.0,1
37037,5,17,0,14,0,-1.0,1
37038,4,18,0,15,0,-1.0,1
37039,6,21,0,17,0,-1.0,1
37040,7,17,0,14,0,-1.0,1
37041,5,20,0,14,0,-1.0,1
37042,4,17,0,14,0,-1.0,1
37043,10,17,0,16,0,-1.0,1
37044,7,24,1,19,0,1.0,0
37045,8,19,0,12,0,-1.0,1
37046,5,23,1,19,0,1.0,0
37047,4,20,0,11,0,-1.0,1
37048,10,20,0,9,1,-1.0,0
37049,10,18,0,13,0,-1.0,1
37050,J,17,0,20,0,1.0,0
37051,Q,22,1,15,0,1.0,0
37052,2,24,1,13,0,1.0,0
37053,10,19,0,20,0,1.0,0
37054,10,20,0,17,0,-1.0,1
37055,8,22,1,12,0,1.0,0
37056,5,23,1,9,0,1.0,0
37057,7,22,1,14,0,1.0,0
37058,A,21,0,12,0,-1.0,1
37059,3,25,1,19,0,1.0,0
37060,J,19,0,12,0,-1.0,1
37061,7,17,0,13,0,-1.0,1
37062,7,18,0,17,0,-1.0,1
37063,5,17,0,21,0,1.0,0
37064,6,18,0,13,0,-1.0,1
37065,5,20,0,20,0,0.0,0
37066,K,20,0,16,0,-1.0,1
37067,A,21,0,6,0,-1.0,1
37068,8,23,1,17,0,1.0,0
37069,7,18,0,5,0,-1.0,1
37070,8,22,1,19,0,1.0,0
37071,2,21,0,13,0,-1.0,1
37072,3,24,1,21,0,1.0,0
37073,Q,20,0,12,0,-1.0,1
37074,J,17,0,19,0,1.0,0
37075,K,19,0,13,0,-1.0,1
37076,8,18,0,12,0,-1.0,1
37077,Q,20,0,13,0,-1.0,1
37078,J,17,0,20,0,1.0,0
37079,Q,20,0,20,0,0.0,0
37080,4,18,0,16,0,-1.0,1
37081,Q,19,0,16,0,-1.0,1
37082,A,20,0,11,0,-1.0,1
37083,3,19,0,17,0,-1.0,1
37084,A,20,0,11,1,-1.0,0
37085,8,18,0,12,0,-1.0,1
37086,5,22,1,20,0,1.0,0
37087,6,22,1,11,1,1.0,1
37088,5,21,0,15,0,-1.0,1
37089,10,20,0,13,0,-1.0,1
37090,6,26,1,9,1,1.0,1
37091,7,25,1,15,0,1.0,0
37092,7,18,0,12,0,-1.0,1
37093,2,21,0,17,0,-1.0,1
37094,8,20,0,8,0,-1.0,1
37095,Q,21,0,17,0,-1.0,1
37096,10,19,0,11,0,-1.0,1
37097,A,23,1,14,0,1.0,0
37098,7,18,0,17,0,-1.0,1
37099,3,21,0,5,0,-1.0,1
37100,8,20,0,11,1,-1.0,0
37101,10,20,0,16,0,-1.0,1
37102,9,17,0,15,0,-1.0,1
37103,Q,25,1,18,0,1.0,0
37104,7,17,0,12,0,-1.0,1
37105,8,17,0,16,0,-1.0,1
37106,K,17,0,15,0,-1.0,1
37107,5,18,0,16,0,-1.0,1
37108,K,20,0,15,0,-1.0,1
37109,7,20,0,19,0,-1.0,1
37110,6,18,0,20,0,1.0,0
37111,2,22,1,17,0,1.0,0
37112,10,22,1,15,0,1.0,0
37113,4,20,0,20,0,0.0,0
37114,7,24,1,4,0,1.0,0
37115,4,21,0,10,1,-1.0,0
37116,K,21,0,15,0,-1.0,1
37117,Q,20,0,12,0,-1.0,1
37118,10,20,0,17,0,-1.0,1
37119,6,18,0,11,0,-1.0,1
37120,K,20,0,12,0,-1.0,1
37121,3,24,1,17,0,1.0,0
37122,A,17,0,20,0,1.0,0
37123,9,21,0,18,0,-1.0,1
37124,J,22,1,10,1,1.0,1
37125,3,19,0,5,0,-1.0,1
37126,9,26,1,20,0,1.0,0
37127,5,17,0,18,0,1.0,0
37128,9,17,0,14,0,-1.0,1
37129,9,24,1,10,1,1.0,1
37130,5,19,0,9,0,-1.0,1
37131,10,25,1,19,0,1.0,0
37132,5,18,0,16,0,-1.0,1
37133,3,23,1,21,0,1.0,0
37134,Q,20,0,16,0,-1.0,1
37135,3,21,0,13,0,-1.0,1
37136,Q,20,0,12,0,-1.0,1
37137,4,22,1,19,0,1.0,0
37138,7,21,0,8,1,-1.0,0
37139,K,17,0,19,0,1.0,0
37140,J,20,0,12,0,-1.0,1
37141,10,17,0,12,0,-1.0,1
37142,10,22,1,20,0,1.0,0
37143,8,17,0,12,0,-1.0,1
37144,J,20,0,14,0,-1.0,1
37145,5,18,0,12,0,-1.0,1
37146,7,21,0,7,0,-1.0,1
37147,2,22,1,16,0,1.0,0
37148,5,18,0,12,0,-1.0,1
37149,A,23,1,14,0,1.0,0
37150,6,23,1,20,0,1.0,0
37151,10,18,0,12,0,-1.0,1
37152,8,19,0,14,0,-1.0,1
37153,K,20,0,9,1,-1.0,0
37154,A,21,0,6,0,-1.0,1
37155,Q,21,0,17,0,-1.0,1
37156,Q,19,0,21,0,1.0,0
37157,8,18,0,21,0,1.0,0
37158,3,17,0,13,0,-1.0,1
37159,4,22,1,9,1,1.0,1
37160,Q,20,0,20,0,0.0,0
37161,8,18,0,16,0,-1.0,1
37162,3,23,1,11,0,1.0,0
37163,8,20,0,15,0,-1.0,1
37164,3,23,1,15,0,1.0,0
37165,8,18,0,18,0,0.0,0
37166,9,19,0,12,0,-1.0,1
37167,3,17,0,16,0,-1.0,1
37168,6,23,1,20,0,1.0,0
37169,10,21,0,17,0,-1.0,1
37170,A,18,0,16,0,-1.0,1
37171,3,18,0,9,1,1.0,1
37172,9,19,0,12,0,-1.0,1
37173,10,19,0,16,0,-1.0,1
37174,A,18,0,12,0,-1.0,1
37175,3,19,0,12,0,-1.0,1
37176,A,24,1,13,0,1.0,0
37177,9,23,1,13,0,1.0,0
37178,7,25,1,9,0,1.0,0
37179,10,26,1,19,0,1.0,0
37180,10,19,0,13,0,-1.0,1
37181,K,22,1,14,0,1.0,0
37182,6,17,0,9,0,-1.0,1
37183,Q,21,0,21,0,0.0,0
37184,4,19,0,19,0,0.0,0
37185,K,20,0,13,0,-1.0,1
37186,2,18,0,17,0,-1.0,1
37187,Q,22,1,15,0,1.0,0
37188,2,18,0,17,0,-1.0,1
37189,9,25,1,14,0,1.0,0
37190,7,22,1,11,0,1.0,0
37191,10,24,1,20,0,1.0,0
37192,7,18,0,12,0,-1.0,1
37193,8,20,0,10,1,-1.0,0
37194,4,18,0,19,0,1.0,0
37195,3,17,0,14,0,-1.0,1
37196,5,25,1,19,0,1.0,0
37197,J,17,0,15,0,-1.0,1
37198,9,19,0,18,0,-1.0,1
37199,J,18,0,20,0,1.0,0
37200,8,18,0,15,0,-1.0,1
37201,2,20,0,13,0,-1.0,1
37202,K,17,0,19,0,1.0,0
37203,K,22,1,10,0,1.0,0
37204,J,25,1,16,0,1.0,0
37205,Q,23,1,11,0,1.0,0
37206,10,26,1,12,0,1.0,0
37207,9,19,0,13,0,-1.0,1
37208,6,20,0,18,0,-1.0,1
37209,A,21,0,20,0,-1.0,1
37210,10,19,0,11,1,-1.0,0
37211,K,20,0,16,0,-1.0,1
37212,9,24,1,14,0,1.0,0
37213,6,19,0,14,0,-1.0,1
37214,7,17,0,4,1,1.0,1
37215,8,18,0,16,0,-1.0,1
37216,9,25,1,18,0,1.0,0
37217,7,17,0,20,0,1.0,0
37218,9,20,0,9,0,-1.0,1
37219,4,18,0,4,1,-1.0,0
37220,9,20,0,20,0,0.0,0
37221,K,20,0,13,0,-1.0,1
37222,5,17,0,19,0,1.0,0
37223,5,26,1,11,0,1.0,0
37224,K,19,0,20,0,1.0,0
37225,7,22,1,10,1,1.0,1
37226,J,20,0,12,0,-1.0,1
37227,5,22,1,12,0,1.0,0
37228,10,23,1,20,0,1.0,0
37229,9,23,1,20,0,1.0,0
37230,4,19,0,17,0,-1.0,1
37231,7,18,0,13,0,-1.0,1
37232,6,20,0,10,0,-1.0,1
37233,6,23,1,20,0,1.0,0
37234,7,19,0,9,1,0.0,1
37235,8,18,0,21,0,1.0,0
37236,7,21,0,20,0,-1.0,1
37237,3,22,1,15,0,1.0,0
37238,K,17,0,13,0,-1.0,1
37239,A,18,0,17,0,-1.0,1
37240,3,22,1,12,0,1.0,0
37241,9,18,0,12,0,-1.0,1
37242,Q,18,0,7,1,-1.0,0
37243,J,20,0,14,0,-1.0,1
37244,2,18,0,19,0,1.0,0
37245,8,19,0,14,0,-1.0,1
37246,7,17,0,12,0,-1.0,1
37247,2,23,1,18,0,1.0,0
37248,6,26,1,16,0,1.0,0
37249,3,23,1,19,0,1.0,0
37250,9,17,0,18,0,1.0,0
37251,3,22,1,21,0,1.0,0
37252,6,23,1,19,0,1.0,0
37253,9,22,1,19,0,1.0,0
37254,Q,24,1,12,0,1.0,0
37255,9,18,0,17,0,-1.0,1
37256,6,25,1,17,0,1.0,0
37257,J,20,0,13,0,-1.0,1
37258,2,17,0,9,1,1.0,1
37259,5,21,0,14,0,-1.0,1
37260,7,18,0,16,0,-1.0,1
37261,K,21,0,10,0,-1.0,1
37262,4,21,0,6,1,-1.0,0
37263,7,18,0,9,1,-1.0,0
37264,5,25,1,15,0,1.0,0
37265,K,18,0,15,0,-1.0,1
37266,8,18,0,20,0,1.0,0
37267,5,20,0,18,0,-1.0,1
37268,2,19,0,20,0,1.0,0
37269,3,24,1,13,0,1.0,0
37270,9,20,0,19,0,-1.0,1
37271,A,21,0,13,0,-1.0,1
37272,10,22,1,15,0,1.0,0
37273,J,21,0,12,0,-1.0,1
37274,5,25,1,12,0,1.0,0
37275,J,23,1,20,0,1.0,0
37276,Q,21,0,19,0,-1.0,1
37277,3,20,0,13,0,-1.0,1
37278,J,20,0,15,0,-1.0,1
37279,9,18,0,12,0,-1.0,1
37280,8,17,0,14,0,-1.0,1
37281,Q,20,0,8,1,-1.0,0
37282,9,18,0,12,0,-1.0,1
37283,4,20,0,21,0,1.0,0
37284,7,20,0,21,0,1.0,0
37285,K,18,0,14,0,-1.0,1
37286,K,19,0,12,0,-1.0,1
37287,2,20,0,7,1,-1.0,0
37288,8,17,0,16,0,-1.0,1
37289,10,20,0,12,0,-1.0,1
37290,7,22,1,17,0,1.0,0
37291,A,17,0,14,0,-1.0,1
37292,A,21,0,16,0,-1.0,1
37293,A,21,0,13,0,-1.0,1
37294,10,20,0,8,0,-1.0,1
37295,2,19,0,7,1,-1.0,0
37296,2,26,1,14,0,1.0,0
37297,Q,20,0,21,0,1.0,0
37298,2,26,1,17,0,1.0,0
37299,7,19,0,10,0,-1.0,1
37300,9,19,0,12,0,-1.0,1
37301,10,18,0,14,0,-1.0,1
37302,3,20,0,17,0,-1.0,1
37303,J,18,0,11,0,-1.0,1
37304,K,20,0,13,0,-1.0,1
37305,8,21,0,13,0,-1.0,1
37306,10,20,0,14,0,-1.0,1
37307,2,25,1,13,0,1.0,0
37308,J,26,1,18,0,1.0,0
37309,A,21,0,12,0,-1.0,1
37310,Q,21,0,15,0,-1.0,1
37311,8,17,0,12,0,-1.0,1
37312,4,21,0,15,0,-1.0,1
37313,8,18,0,6,1,1.0,1
37314,Q,22,1,20,0,1.0,0
37315,3,22,1,21,0,1.0,0
37316,4,20,0,17,0,-1.0,1
37317,3,19,0,21,0,1.0,0
37318,8,18,0,20,0,1.0,0
37319,10,18,0,11,0,-1.0,1
37320,10,20,0,14,0,-1.0,1
37321,9,17,0,11,0,-1.0,1
37322,8,22,1,15,0,1.0,0
37323,10,20,0,18,0,-1.0,1
37324,4,20,0,7,1,-1.0,0
37325,Q,17,0,15,0,-1.0,1
37326,5,21,0,20,0,-1.0,1
37327,7,20,0,12,0,-1.0,1
37328,6,19,0,15,0,-1.0,1
37329,9,18,0,8,0,-1.0,1
37330,8,17,0,20,0,1.0,0
37331,5,18,0,20,0,1.0,0
37332,K,19,0,7,1,-1.0,0
37333,J,18,0,14,0,-1.0,1
37334,J,18,0,5,0,-1.0,1
37335,10,24,1,16,0,1.0,0
37336,9,19,0,13,0,-1.0,1
37337,5,20,0,12,0,-1.0,1
37338,A,17,0,17,0,0.0,0
37339,A,18,0,15,0,-1.0,1
37340,7,17,0,12,0,-1.0,1
37341,3,19,0,4,1,-1.0,0
37342,10,20,0,11,0,-1.0,1
37343,7,26,1,13,0,1.0,0
37344,2,17,0,14,0,-1.0,1
37345,J,17,0,10,0,-1.0,1
37346,Q,21,0,21,0,0.0,0
37347,2,24,1,18,0,1.0,0
37348,A,18,0,9,0,-1.0,1
37349,J,18,0,12,0,-1.0,1
37350,6,17,0,13,0,-1.0,1
37351,5,25,1,20,0,1.0,0
37352,4,23,1,19,0,1.0,0
37353,7,19,0,18,0,-1.0,1
37354,5,24,1,20,0,1.0,0
37355,6,17,0,12,0,-1.0,1
37356,4,18,0,19,0,1.0,0
37357,7,18,0,12,0,-1.0,1
37358,J,21,0,19,0,-1.0,1
37359,J,19,0,13,0,-1.0,1
37360,K,23,1,8,0,1.0,0
37361,9,19,0,21,0,1.0,0
37362,3,17,0,20,0,1.0,0
37363,7,17,0,15,0,-1.0,1
37364,4,19,0,13,0,-1.0,1
37365,3,18,0,16,0,-1.0,1
37366,2,19,0,13,0,-1.0,1
37367,10,21,0,17,0,-1.0,1
37368,5,24,1,20,0,1.0,0
37369,6,24,1,17,0,1.0,0
37370,2,24,1,7,0,1.0,0
37371,5,21,0,13,0,-1.0,1
37372,4,22,1,17,0,1.0,0
37373,2,17,0,17,0,0.0,0
37374,10,17,0,21,0,1.0,0
37375,Q,20,0,17,0,-1.0,1
37376,8,21,0,12,0,-1.0,1
37377,5,24,1,13,0,1.0,0
37378,Q,19,0,7,1,-1.0,0
37379,8,21,0,12,0,-1.0,1
37380,Q,21,0,20,0,-1.0,1
37381,6,20,0,12,0,-1.0,1
37382,4,24,1,8,0,1.0,0
37383,4,18,0,10,0,-1.0,1
37384,2,17,0,13,0,-1.0,1
37385,3,18,0,20,0,1.0,0
37386,9,18,0,18,0,0.0,0
37387,7,24,1,18,0,1.0,0
37388,K,21,0,12,0,-1.0,1
37389,J,20,0,17,0,-1.0,1
37390,3,22,1,17,0,1.0,0
37391,9,24,1,12,0,1.0,0
37392,Q,25,1,7,0,1.0,0
37393,8,17,0,13,0,-1.0,1
37394,10,20,0,20,0,0.0,0
37395,7,19,0,15,0,-1.0,1
37396,10,26,1,13,0,1.0,0
37397,8,26,1,19,0,1.0,0
37398,10,21,0,12,0,-1.0,1
37399,Q,21,0,9,0,-1.0,1
37400,4,17,0,17,0,0.0,0
37401,6,26,1,16,0,1.0,0
37402,J,20,0,13,0,-1.0,1
37403,Q,20,0,9,1,-1.0,0
37404,2,19,0,13,0,-1.0,1
37405,3,17,0,20,0,1.0,0
37406,K,20,0,18,0,-1.0,1
37407,10,23,1,20,0,1.0,0
37408,5,21,0,12,0,-1.0,1
37409,10,20,0,18,0,-1.0,1
37410,6,23,1,20,0,1.0,0
37411,8,18,0,18,0,0.0,0
37412,2,24,1,12,0,1.0,0
37413,2,20,0,20,0,0.0,0
37414,9,22,1,9,1,1.0,1
37415,2,21,0,12,0,-1.0,1
37416,5,18,0,17,0,-1.0,1
37417,4,23,1,14,0,1.0,0
37418,K,20,0,12,0,-1.0,1
37419,8,17,0,18,0,1.0,0
37420,3,18,0,11,0,-1.0,1
37421,A,17,0,14,0,-1.0,1
37422,3,21,0,15,0,-1.0,1
37423,2,18,0,17,0,-1.0,1
37424,7,21,0,10,1,-1.0,0
37425,A,19,0,14,0,-1.0,1
37426,9,19,0,9,1,-1.0,0
37427,4,21,0,16,0,-1.0,1
37428,10,20,0,14,0,-1.0,1
37429,8,18,0,16,0,-1.0,1
37430,2,23,1,11,1,1.0,1
37431,K,19,0,12,0,-1.0,1
37432,5,25,1,13,0,1.0,0
37433,J,22,1,11,1,1.0,1
37434,3,18,0,12,0,-1.0,1
37435,7,20,0,19,0,-1.0,1
37436,8,18,0,12,0,-1.0,1
37437,10,20,0,9,1,-1.0,0
37438,7,26,1,12,0,1.0,0
37439,8,25,1,7,0,1.0,0
37440,8,19,0,20,0,1.0,0
37441,Q,18,0,6,0,-1.0,1
37442,Q,26,1,19,0,1.0,0
37443,9,18,0,11,0,-1.0,1
37444,10,20,0,6,0,-1.0,1
37445,7,20,0,17,0,-1.0,1
37446,7,20,0,16,0,-1.0,1
37447,2,25,1,18,0,1.0,0
37448,6,18,0,13,0,-1.0,1
37449,7,20,0,15,0,-1.0,1
37450,5,19,0,17,0,-1.0,1
37451,A,22,1,19,0,1.0,0
37452,9,19,0,21,0,1.0,0
37453,Q,22,1,17,0,1.0,0
37454,4,21,0,8,0,-1.0,1
37455,K,26,1,13,0,1.0,0
37456,Q,19,0,6,1,-1.0,0
37457,2,22,1,17,0,1.0,0
37458,5,23,1,17,0,1.0,0
37459,2,21,0,9,0,-1.0,1
37460,6,21,0,18,0,-1.0,1
37461,K,17,0,14,0,-1.0,1
37462,Q,20,0,20,0,0.0,0
37463,2,23,1,20,0,1.0,0
37464,8,25,1,16,0,1.0,0
37465,3,24,1,9,1,1.0,1
37466,5,18,0,11,1,-1.0,0
37467,A,21,0,15,0,-1.0,1
37468,8,18,0,4,0,-1.0,1
37469,7,17,0,7,1,-1.0,0
37470,3,18,0,10,1,1.0,1
37471,3,18,0,18,0,0.0,0
37472,A,18,0,19,0,1.0,0
37473,8,17,0,11,0,-1.0,1
37474,10,21,0,21,0,0.0,0
37475,10,20,0,12,0,-1.0,1
37476,2,18,0,20,0,1.0,0
37477,6,25,1,17,0,1.0,0
37478,K,20,0,17,0,-1.0,1
37479,5,23,1,18,0,1.0,0
37480,Q,20,0,12,0,-1.0,1
37481,4,23,1,18,0,1.0,0
37482,A,17,0,8,0,-1.0,1
37483,Q,21,0,12,0,-1.0,1
37484,A,20,0,18,0,-1.0,1
37485,J,21,0,9,0,-1.0,1
37486,A,21,0,14,0,-1.0,1
37487,4,24,1,12,0,1.0,0
37488,8,23,1,20,0,1.0,0
37489,8,19,0,17,0,-1.0,1
37490,6,19,0,16,0,-1.0,1
37491,7,19,0,5,1,-1.0,0
37492,A,18,0,9,0,-1.0,1
37493,7,26,1,8,0,1.0,0
37494,3,24,1,18,0,1.0,0
37495,8,19,0,13,0,-1.0,1
37496,Q,26,1,13,0,1.0,0
37497,K,20,0,13,0,-1.0,1
37498,4,20,0,20,0,0.0,0
37499,6,20,0,15,0,-1.0,1
37500,8,17,0,14,0,-1.0,1
37501,K,18,0,10,0,-1.0,1
37502,10,20,0,13,0,-1.0,1
37503,3,20,0,17,0,-1.0,1
37504,Q,20,0,14,0,-1.0,1
37505,9,23,1,9,0,1.0,0
37506,J,17,0,20,0,1.0,0
37507,8,20,0,13,0,-1.0,1
37508,8,18,0,10,1,-1.0,0
37509,4,22,1,19,0,1.0,0
37510,8,23,1,20,0,1.0,0
37511,K,21,0,16,0,-1.0,1
37512,2,21,0,16,0,-1.0,1
37513,10,17,0,17,0,0.0,0
37514,K,21,0,15,0,-1.0,1
37515,K,20,0,8,0,-1.0,1
37516,2,19,0,14,0,-1.0,1
37517,8,18,0,10,1,1.0,1
37518,7,17,0,14,0,-1.0,1
37519,6,18,0,19,0,1.0,0
37520,2,17,0,12,0,-1.0,1
37521,2,18,0,15,0,-1.0,1
37522,5,24,1,19,0,1.0,0
37523,5,17,0,11,1,0.0,1
37524,2,18,0,12,0,-1.0,1
37525,K,21,0,18,0,-1.0,1
37526,2,17,0,12,0,-1.0,1
37527,A,25,1,12,0,1.0,0
37528,9,19,0,18,0,-1.0,1
37529,5,17,0,18,0,1.0,0
37530,4,19,0,12,0,-1.0,1
37531,3,20,0,11,1,-1.0,0
37532,5,17,0,12,0,-1.0,1
37533,10,23,1,14,0,1.0,0
37534,8,18,0,20,0,1.0,0
37535,4,17,0,16,0,-1.0,1
37536,7,19,0,21,0,1.0,0
37537,7,18,0,12,0,-1.0,1
37538,3,21,0,14,0,-1.0,1
37539,A,21,0,13,0,-1.0,1
37540,5,17,0,12,0,-1.0,1
37541,7,17,0,12,0,-1.0,1
37542,J,26,1,9,1,1.0,1
37543,A,24,1,15,0,1.0,0
37544,4,25,1,13,0,1.0,0
37545,8,22,1,20,0,1.0,0
37546,9,18,0,14,0,-1.0,1
37547,6,24,1,12,0,1.0,0
37548,10,20,0,21,0,1.0,0
37549,8,23,1,18,0,1.0,0
37550,4,23,1,13,0,1.0,0
37551,5,24,1,21,0,1.0,0
37552,3,19,0,18,0,-1.0,1
37553,Q,18,0,16,0,-1.0,1
37554,8,20,0,17,0,-1.0,1
37555,2,21,0,17,0,-1.0,1
37556,5,25,1,14,0,1.0,0
37557,5,17,0,13,0,-1.0,1
37558,A,20,0,7,1,-1.0,0
37559,10,17,0,14,0,-1.0,1
37560,3,19,0,12,0,-1.0,1
37561,5,23,1,20,0,1.0,0
37562,8,17,0,19,0,1.0,0
37563,J,17,0,10,0,-1.0,1
37564,4,21,0,16,0,-1.0,1
37565,K,20,0,12,0,-1.0,1
37566,K,18,0,21,0,1.0,0
37567,A,21,0,12,0,-1.0,1
37568,J,19,0,20,0,1.0,0
37569,8,23,1,18,0,1.0,0
37570,3,17,0,17,0,0.0,0
37571,2,25,1,17,0,1.0,0
37572,Q,17,0,14,0,-1.0,1
37573,A,21,0,14,0,-1.0,1
37574,J,18,0,15,0,-1.0,1
37575,3,21,0,18,0,-1.0,1
37576,8,22,1,15,0,1.0,0
37577,3,18,0,19,0,1.0,0
37578,10,19,0,13,0,-1.0,1
37579,6,23,1,16,0,1.0,0
37580,7,18,0,20,0,1.0,0
37581,10,21,0,5,0,-1.0,1
37582,Q,17,0,14,0,-1.0,1
37583,Q,18,0,10,0,-1.0,1
37584,8,18,0,14,0,-1.0,1
37585,5,19,0,11,1,1.0,1
37586,J,19,0,19,0,0.0,0
37587,2,20,0,16,0,-1.0,1
37588,7,18,0,7,1,-1.0,0
37589,4,24,1,6,1,1.0,1
37590,Q,22,1,21,0,1.0,0
37591,2,17,0,16,0,-1.0,1
37592,K,21,0,16,0,-1.0,1
37593,3,20,0,9,0,-1.0,1
37594,2,18,0,13,0,-1.0,1
37595,2,23,1,6,1,1.0,1
37596,K,25,1,9,0,1.0,0
37597,3,17,0,21,0,1.0,0
37598,5,26,1,17,0,1.0,0
37599,3,21,0,11,0,-1.0,1
37600,A,21,0,11,0,-1.0,1
37601,2,20,0,17,0,-1.0,1
37602,7,25,1,6,1,1.0,1
37603,2,17,0,9,1,1.0,1
37604,K,17,0,14,0,-1.0,1
37605,9,20,0,14,0,-1.0,1
37606,8,17,0,18,0,1.0,0
37607,6,21,0,15,0,-1.0,1
37608,5,22,1,15,0,1.0,0
37609,10,20,0,21,0,1.0,0
37610,5,19,0,16,0,-1.0,1
37611,5,17,0,12,0,-1.0,1
37612,8,21,0,16,0,-1.0,1
37613,Q,18,0,18,0,0.0,0
37614,10,20,0,11,1,1.0,1
37615,J,17,0,17,0,0.0,0
37616,8,21,0,14,0,-1.0,1
37617,10,24,1,14,0,1.0,0
37618,Q,19,0,15,0,-1.0,1
37619,9,21,0,6,1,-1.0,0
37620,5,18,0,11,1,1.0,1
37621,3,23,1,14,0,1.0,0
37622,Q,25,1,17,0,1.0,0
37623,A,21,0,14,0,-1.0,1
37624,2,20,0,9,0,-1.0,1
37625,K,17,0,18,0,1.0,0
37626,2,22,1,12,0,1.0,0
37627,4,17,0,17,0,0.0,0
37628,7,22,1,13,0,1.0,0
37629,9,21,0,13,0,-1.0,1
37630,9,21,0,17,0,-1.0,1
37631,J,20,0,5,1,-1.0,0
37632,7,17,0,10,1,-1.0,0
37633,3,25,1,21,0,1.0,0
37634,2,25,1,19,0,1.0,0
37635,K,17,0,18,0,1.0,0
37636,5,19,0,20,0,1.0,0
37637,8,17,0,20,0,1.0,0
37638,9,17,0,19,0,1.0,0
37639,10,20,0,19,0,-1.0,1
37640,5,18,0,20,0,1.0,0
37641,3,25,1,20,0,1.0,0
37642,K,19,0,8,1,-1.0,0
37643,Q,21,0,11,0,-1.0,1
37644,9,17,0,20,0,1.0,0
37645,Q,21,0,8,1,-1.0,0
37646,K,20,0,7,0,-1.0,1
37647,3,20,0,18,0,-1.0,1
37648,Q,19,0,11,0,-1.0,1
37649,6,17,0,19,0,1.0,0
37650,K,18,0,10,1,-1.0,0
37651,J,21,0,11,0,-1.0,1
37652,10,20,0,14,0,-1.0,1
37653,2,18,0,15,0,-1.0,1
37654,4,24,1,13,0,1.0,0
37655,10,18,0,11,0,-1.0,1
37656,10,21,0,13,0,-1.0,1
37657,8,23,1,14,0,1.0,0
37658,9,21,0,8,0,-1.0,1
37659,6,17,0,20,0,1.0,0
37660,2,18,0,9,1,-1.0,0
37661,K,18,0,20,0,1.0,0
37662,6,25,1,14,0,1.0,0
37663,K,19,0,19,0,0.0,0
37664,10,21,0,17,0,-1.0,1
37665,2,20,0,13,0,-1.0,1
37666,K,25,1,14,0,1.0,0
37667,A,20,0,18,0,-1.0,1
37668,6,23,1,7,0,1.0,0
37669,6,25,1,21,0,1.0,0
37670,K,17,0,11,1,0.0,1
37671,4,17,0,18,0,1.0,0
37672,9,18,0,9,0,-1.0,1
37673,7,19,0,10,0,-1.0,1
37674,3,22,1,15,0,1.0,0
37675,8,19,0,17,0,-1.0,1
37676,6,25,1,17,0,1.0,0
37677,J,18,0,21,0,1.0,0
37678,8,21,0,19,0,-1.0,1
37679,6,21,0,10,0,-1.0,1
37680,2,21,0,14,0,-1.0,1
37681,4,17,0,15,0,-1.0,1
37682,5,19,0,12,0,-1.0,1
37683,A,20,0,10,1,-1.0,0
37684,J,17,0,6,1,-1.0,0
37685,J,20,0,15,0,-1.0,1
37686,A,19,0,17,0,-1.0,1
37687,10,18,0,16,0,-1.0,1
37688,10,19,0,18,0,-1.0,1
37689,8,19,0,11,0,-1.0,1
37690,3,21,0,21,0,0.0,0
37691,J,20,0,16,0,-1.0,1
37692,4,24,1,10,1,1.0,1
37693,9,19,0,17,0,-1.0,1
37694,10,20,0,12,0,-1.0,1
37695,3,17,0,20,0,1.0,0
37696,A,23,1,14,0,1.0,0
37697,K,20,0,19,0,-1.0,1
37698,J,21,0,20,0,-1.0,1
37699,6,17,0,15,0,-1.0,1
37700,4,21,0,17,0,-1.0,1
37701,3,23,1,19,0,1.0,0
37702,7,23,1,12,0,1.0,0
37703,5,17,0,12,0,-1.0,1
37704,6,17,0,5,0,-1.0,1
37705,9,18,0,17,0,-1.0,1
37706,Q,18,0,17,0,-1.0,1
37707,7,21,0,13,0,-1.0,1
37708,9,17,0,13,0,-1.0,1
37709,5,20,0,18,0,-1.0,1
37710,4,24,1,18,0,1.0,0
37711,6,23,1,12,0,1.0,0
37712,A,24,1,18,0,1.0,0
37713,Q,20,0,20,0,0.0,0
37714,Q,18,0,14,0,-1.0,1
37715,3,23,1,9,0,1.0,0
37716,10,20,0,21,0,1.0,0
37717,3,20,0,19,0,-1.0,1
37718,4,18,0,14,0,-1.0,1
37719,Q,20,0,10,0,-1.0,1
37720,J,17,0,20,0,1.0,0
37721,9,25,1,7,0,1.0,0
