,dealer_card,dealer_value,dealer_bust,init_hand,hit,result,outcome
15759,6,26,1,13,0,1.0,0
15760,2,17,0,17,0,0.0,0
15761,9,24,1,19,0,1.0,0
15762,7,20,0,13,0,-1.0,1
15763,3,22,1,15,0,1.0,0
15764,Q,25,1,11,1,1.0,1
15765,Q,20,0,21,0,1.0,0
15766,K,20,0,16,0,-1.0,1
15767,5,25,1,14,0,1.0,0
15768,J,17,0,18,0,1.0,0
15769,7,18,0,18,0,0.0,0
15770,A,19,0,21,0,1.0,0
15771,3,22,1,13,0,1.0,0
15772,8,19,0,20,0,1.0,0
15773,J,20,0,16,0,-1.0,1
15774,Q,19,0,20,0,1.0,0
15775,2,26,1,20,0,1.0,0
15776,7,17,0,10,0,-1.0,1
15777,3,20,0,10,0,-1.0,1
15778,J,26,1,8,0,1.0,0
15779,K,19,0,14,0,-1.0,1
15780,A,21,0,17,0,-1.0,1
15781,2,17,0,9,0,-1.0,1
15782,3,18,0,12,0,-1.0,1
15783,10,20,0,6,0,-1.0,1
15784,K,24,1,20,0,1.0,0
15785,A,22,1,20,0,1.0,0
15786,K,20,0,17,0,-1.0,1
15787,K,17,0,10,1,-1.0,0
15788,9,17,0,15,0,-1.0,1
15789,10,18,0,18,0,0.0,0
15790,7,17,0,14,0,-1.0,1
15791,Q,18,0,17,0,-1.0,1
15792,8,18,0,20,0,1.0,0
15793,5,19,0,17,0,-1.0,1
15794,K,21,0,12,0,-1.0,1
15795,5,17,0,7,1,0.0,1
15796,5,20,0,18,0,-1.0,1
15797,5,18,0,13,0,-1.0,1
15798,3,20,0,12,0,-1.0,1
15799,6,26,1,16,0,1.0,0
15800,8,18,0,21,0,1.0,0
15801,7,25,1,12,0,1.0,0
15802,5,18,0,8,0,-1.0,1
15803,6,19,0,17,0,-1.0,1
15804,K,21,0,13,0,-1.0,1
15805,9,19,0,20,0,1.0,0
15806,4,19,0,20,0,1.0,0
15807,7,25,1,14,0,1.0,0
15808,K,18,0,12,0,-1.0,1
15809,4,23,1,18,0,1.0,0
15810,9,19,0,19,0,0.0,0
15811,9,26,1,15,0,1.0,0
15812,A,21,0,17,0,-1.0,1
15813,4,19,0,14,0,-1.0,1
15814,A,20,0,13,0,-1.0,1
15815,K,19,0,14,0,-1.0,1
15816,4,23,1,13,0,1.0,0
15817,4,22,1,18,0,1.0,0
15818,7,19,0,15,0,-1.0,1
15819,5,20,0,7,1,-1.0,0
15820,7,21,0,19,0,-1.0,1
15821,3,20,0,17,0,-1.0,1
15822,7,25,1,20,0,1.0,0
15823,4,25,1,16,0,1.0,0
15824,A,21,0,12,0,-1.0,1
15825,K,18,0,12,0,-1.0,1
15826,A,21,0,20,0,-1.0,1
15827,6,19,0,12,0,-1.0,1
15828,5,24,1,20,0,1.0,0
15829,6,20,0,16,0,-1.0,1
15830,4,21,0,13,0,-1.0,1
15831,10,19,0,16,0,-1.0,1
15832,Q,20,0,15,0,-1.0,1
15833,A,17,0,16,0,-1.0,1
15834,8,21,0,5,0,-1.0,1
15835,9,19,0,10,1,-1.0,0
15836,5,22,1,20,0,1.0,0
15837,4,22,1,12,0,1.0,0
15838,3,18,0,21,0,1.0,0
15839,9,19,0,12,0,-1.0,1
15840,7,19,0,13,0,-1.0,1
15841,5,18,0,17,0,-1.0,1
15842,2,19,0,20,0,1.0,0
15843,8,18,0,12,0,-1.0,1
15844,5,25,1,14,0,1.0,0
15845,9,17,0,20,0,1.0,0
15846,K,19,0,15,0,-1.0,1
15847,7,22,1,16,0,1.0,0
15848,10,24,1,19,0,1.0,0
15849,7,17,0,16,0,-1.0,1
15850,8,18,0,17,0,-1.0,1
15851,Q,24,1,14,0,1.0,0
15852,4,19,0,11,0,-1.0,1
15853,10,19,0,15,0,-1.0,1
15854,9,19,0,15,0,-1.0,1
15855,2,21,0,20,0,-1.0,1
15856,8,19,0,10,0,-1.0,1
15857,10,21,0,10,0,-1.0,1
15858,6,26,1,21,0,1.0,0
15859,9,19,0,15,0,-1.0,1
15860,5,17,0,11,1,1.0,1
15861,9,24,1,18,0,1.0,0
15862,3,19,0,5,0,-1.0,1
15863,8,20,0,21,0,1.0,0
15864,7,24,1,14,0,1.0,0
15865,6,25,1,19,0,1.0,0
15866,2,21,0,20,0,-1.0,1
15867,A,21,0,16,0,-1.0,1
15868,8,23,1,14,0,1.0,0
15869,9,25,1,16,0,1.0,0
15870,K,20,0,18,0,-1.0,1
15871,J,20,0,17,0,-1.0,1
15872,K,17,0,20,0,1.0,0
15873,9,17,0,12,0,-1.0,1
15874,J,20,0,12,0,-1.0,1
15875,K,17,0,17,0,0.0,0
15876,3,25,1,16,0,1.0,0
15877,A,21,0,21,0,0.0,0
15878,K,17,0,10,0,-1.0,1
15879,K,20,0,17,0,-1.0,1
15880,A,17,0,6,1,0.0,1
15881,7,23,1,15,0,1.0,0
15882,2,25,1,18,0,1.0,0
15883,8,17,0,14,0,-1.0,1
15884,A,21,0,4,0,-1.0,1
15885,2,22,1,20,0,1.0,0
15886,6,23,1,13,0,1.0,0
15887,Q,18,0,18,0,0.0,0
15888,A,20,0,20,0,0.0,0
15889,10,22,1,15,0,1.0,0
15890,J,22,1,18,0,1.0,0
15891,7,17,0,16,0,-1.0,1
15892,Q,19,0,12,0,-1.0,1
15893,2,20,0,20,0,0.0,0
15894,3,23,1,10,1,1.0,1
15895,8,23,1,10,0,1.0,0
15896,K,20,0,13,0,-1.0,1
15897,7,23,1,12,0,1.0,0
15898,J,22,1,7,1,1.0,1
15899,9,19,0,5,1,-1.0,0
15900,7,17,0,19,0,1.0,0
15901,2,22,1,5,0,1.0,0
15902,7,23,1,20,0,1.0,0
15903,4,18,0,14,0,-1.0,1
15904,4,23,1,19,0,1.0,0
15905,8,23,1,12,0,1.0,0
15906,4,24,1,12,0,1.0,0
15907,6,17,0,19,0,1.0,0
15908,10,20,0,13,0,-1.0,1
15909,A,20,0,6,0,-1.0,1
15910,6,26,1,10,0,1.0,0
15911,4,21,0,17,0,-1.0,1
15912,A,20,0,21,0,1.0,0
15913,6,19,0,10,0,-1.0,1
15914,2,18,0,8,0,-1.0,1
15915,5,18,0,14,0,-1.0,1
15916,K,20,0,20,0,0.0,0
15917,2,22,1,17,0,1.0,0
15918,5,20,0,4,0,-1.0,1
15919,5,20,0,14,0,-1.0,1
15920,Q,17,0,15,0,-1.0,1
15921,Q,17,0,11,0,-1.0,1
15922,5,19,0,12,0,-1.0,1
15923,5,18,0,17,0,-1.0,1
15924,9,24,1,9,1,1.0,1
15925,6,18,0,20,0,1.0,0
15926,8,18,0,12,0,-1.0,1
15927,8,18,0,16,0,-1.0,1
15928,Q,21,0,15,0,-1.0,1
15929,A,18,0,19,0,1.0,0
15930,A,17,0,19,0,1.0,0
15931,Q,21,0,13,0,-1.0,1
15932,4,18,0,9,0,-1.0,1
15933,J,18,0,15,0,-1.0,1
15934,10,18,0,12,0,-1.0,1
15935,4,23,1,8,1,1.0,1
15936,4,17,0,18,0,1.0,0
15937,6,26,1,14,0,1.0,0
15938,A,21,0,17,0,-1.0,1
15939,7,19,0,13,0,-1.0,1
15940,Q,19,0,12,0,-1.0,1
15941,8,17,0,19,0,1.0,0
15942,4,21,0,12,0,-1.0,1
15943,8,18,0,11,0,-1.0,1
15944,2,18,0,11,1,0.0,1
15945,K,24,1,12,0,1.0,0
15946,2,17,0,8,1,-1.0,0
15947,J,25,1,14,0,1.0,0
15948,K,24,1,11,1,1.0,1
15949,A,21,0,13,0,-1.0,1
15950,Q,19,0,12,0,-1.0,1
15951,A,21,0,15,0,-1.0,1
15952,3,18,0,14,0,-1.0,1
15953,Q,21,0,7,0,-1.0,1
15954,10,17,0,13,0,-1.0,1
15955,8,25,1,15,0,1.0,0
15956,J,19,0,15,0,-1.0,1
15957,10,21,0,19,0,-1.0,1
15958,A,20,0,14,0,-1.0,1
15959,K,24,1,12,0,1.0,0
15960,8,18,0,17,0,-1.0,1
15961,K,17,0,6,0,-1.0,1
15962,10,21,0,13,0,-1.0,1
15963,3,17,0,17,0,0.0,0
15964,A,17,0,13,0,-1.0,1
15965,J,19,0,20,0,1.0,0
15966,A,19,0,8,0,-1.0,1
15967,4,23,1,13,0,1.0,0
15968,J,20,0,12,0,-1.0,1
15969,J,18,0,11,0,-1.0,1
15970,Q,18,0,17,0,-1.0,1
15971,9,20,0,13,0,-1.0,1
15972,7,17,0,14,0,-1.0,1
15973,K,19,0,12,0,-1.0,1
15974,10,20,0,16,0,-1.0,1
15975,3,21,0,17,0,-1.0,1
15976,10,21,0,20,0,-1.0,1
15977,A,21,0,9,0,-1.0,1
15978,Q,21,0,10,0,-1.0,1
15979,7,20,0,19,0,-1.0,1
15980,Q,18,0,17,0,-1.0,1
15981,10,19,0,20,0,1.0,0
15982,7,21,0,10,0,-1.0,1
15983,J,18,0,19,0,1.0,0
15984,J,18,0,17,0,-1.0,1
15985,A,20,0,10,1,0.0,1
15986,2,18,0,14,0,-1.0,1
15987,Q,21,0,14,0,-1.0,1
15988,5,17,0,19,0,1.0,0
15989,6,18,0,9,1,1.0,1
15990,5,20,0,9,0,-1.0,1
15991,6,17,0,17,0,0.0,0
15992,8,20,0,16,0,-1.0,1
15993,4,24,1,20,0,1.0,0
15994,2,19,0,12,0,-1.0,1
15995,A,20,0,13,0,-1.0,1
15996,7,21,0,18,0,-1.0,1
15997,3,22,1,18,0,1.0,0
15998,5,21,0,17,0,-1.0,1
15999,Q,20,0,15,0,-1.0,1
16000,2,20,0,20,0,0.0,0
16001,K,22,1,14,0,1.0,0
16002,Q,20,0,17,0,-1.0,1
16003,5,22,1,16,0,1.0,0
16004,K,23,1,17,0,1.0,0
16005,8,17,0,16,0,-1.0,1
16006,7,18,0,20,0,1.0,0
16007,6,25,1,7,1,1.0,1
16008,10,19,0,9,0,-1.0,1
16009,2,20,0,8,0,-1.0,1
16010,8,18,0,12,0,-1.0,1
16011,6,18,0,15,0,-1.0,1
16012,9,19,0,9,0,-1.0,1
16013,8,19,0,13,0,-1.0,1
16014,J,20,0,16,0,-1.0,1
16015,6,21,0,14,0,-1.0,1
16016,3,22,1,15,0,1.0,0
16017,3,19,0,21,0,1.0,0
16018,10,20,0,20,0,0.0,0
16019,7,17,0,21,0,1.0,0
16020,8,22,1,20,0,1.0,0
16021,4,24,1,19,0,1.0,0
16022,4,17,0,16,0,-1.0,1
16023,10,20,0,19,0,-1.0,1
16024,Q,19,0,10,0,-1.0,1
16025,K,19,0,18,0,-1.0,1
16026,7,22,1,6,0,1.0,0
16027,A,21,0,8,0,-1.0,1
16028,9,19,0,12,0,-1.0,1
16029,A,21,0,20,0,-1.0,1
16030,6,22,1,14,0,1.0,0
16031,8,17,0,11,0,-1.0,1
16032,2,22,1,21,0,1.0,0
16033,J,22,1,19,0,1.0,0
16034,9,24,1,17,0,1.0,0
16035,4,20,0,15,0,-1.0,1
16036,J,21,0,17,0,-1.0,1
16037,6,26,1,13,0,1.0,0
16038,5,21,0,20,0,-1.0,1
16039,3,21,0,9,0,-1.0,1
16040,2,17,0,16,0,-1.0,1
16041,2,22,1,15,0,1.0,0
16042,3,18,0,5,0,-1.0,1
16043,8,19,0,11,1,1.0,1
16044,9,17,0,15,0,-1.0,1
16045,J,20,0,16,0,-1.0,1
16046,5,25,1,14,0,1.0,0
16047,4,18,0,13,0,-1.0,1
16048,10,25,1,13,0,1.0,0
16049,10,20,0,8,1,-1.0,0
16050,6,22,1,13,0,1.0,0
16051,3,17,0,20,0,1.0,0
16052,8,19,0,18,0,-1.0,1
16053,A,17,0,15,0,-1.0,1
16054,5,17,0,16,0,-1.0,1
16055,8,25,1,14,0,1.0,0
16056,7,17,0,12,0,-1.0,1
16057,Q,24,1,7,1,1.0,1
16058,7,23,1,14,0,1.0,0
16059,A,18,0,16,0,-1.0,1
16060,3,19,0,18,0,-1.0,1
16061,A,21,0,20,0,-1.0,1
16062,6,25,1,17,0,1.0,0
16063,K,20,0,18,0,-1.0,1
16064,5,25,1,18,0,1.0,0
16065,J,21,0,17,0,-1.0,1
16066,J,20,0,21,0,1.0,0
16067,A,21,0,14,0,-1.0,1
16068,2,22,1,12,0,1.0,0
16069,2,20,0,20,0,0.0,0
16070,5,18,0,8,0,-1.0,1
16071,10,17,0,6,0,-1.0,1
16072,5,19,0,13,0,-1.0,1
16073,9,17,0,13,0,-1.0,1
16074,9,17,0,13,0,-1.0,1
16075,Q,20,0,19,0,-1.0,1
16076,9,19,0,20,0,1.0,0
16077,6,20,0,7,0,-1.0,1
16078,K,19,0,7,1,-1.0,0
16079,Q,22,1,14,0,1.0,0
16080,7,21,0,19,0,-1.0,1
16081,J,21,0,9,0,-1.0,1
16082,K,24,1,21,0,1.0,0
16083,K,25,1,13,0,1.0,0
16084,4,23,1,9,1,1.0,1
16085,8,24,1,20,0,1.0,0
16086,6,19,0,12,0,-1.0,1
16087,2,19,0,19,0,0.0,0
16088,3,23,1,17,0,1.0,0
16089,8,18,0,17,0,-1.0,1
16090,Q,20,0,16,0,-1.0,1
16091,9,19,0,17,0,-1.0,1
16092,7,24,1,12,0,1.0,0
16093,10,22,1,19,0,1.0,0
16094,J,23,1,10,0,1.0,0
16095,8,18,0,15,0,-1.0,1
16096,6,17,0,8,1,-1.0,0
16097,K,20,0,14,0,-1.0,1
16098,K,25,1,20,0,1.0,0
16099,A,19,0,18,0,-1.0,1
16100,K,20,0,16,0,-1.0,1
16101,2,21,0,17,0,-1.0,1
16102,10,17,0,11,1,-1.0,0
16103,K,20,0,5,1,-1.0,0
16104,5,18,0,16,0,-1.0,1
16105,8,18,0,15,0,-1.0,1
16106,4,20,0,20,0,0.0,0
16107,9,17,0,13,0,-1.0,1
16108,2,17,0,16,0,-1.0,1
16109,7,17,0,7,0,-1.0,1
16110,J,20,0,12,0,-1.0,1
16111,5,23,1,14,0,1.0,0
16112,K,20,0,6,1,-1.0,0
16113,J,26,1,16,0,1.0,0
16114,K,20,0,15,0,-1.0,1
16115,2,20,0,15,0,-1.0,1
16116,K,25,1,19,0,1.0,0
16117,A,19,0,7,1,-1.0,0
16118,7,22,1,16,0,1.0,0
16119,8,21,0,10,1,-1.0,0
16120,4,18,0,19,0,1.0,0
16121,7,17,0,11,0,-1.0,1
16122,8,20,0,13,0,-1.0,1
16123,8,19,0,11,1,0.0,1
16124,2,22,1,14,0,1.0,0
16125,K,19,0,20,0,1.0,0
16126,4,18,0,20,0,1.0,0
16127,5,21,0,19,0,-1.0,1
16128,K,22,1,13,0,1.0,0
16129,8,19,0,16,0,-1.0,1
16130,5,19,0,14,0,-1.0,1
16131,2,18,0,12,0,-1.0,1
16132,J,20,0,18,0,-1.0,1
16133,Q,26,1,10,0,1.0,0
16134,7,24,1,15,0,1.0,0
16135,K,19,0,13,0,-1.0,1
16136,9,20,0,13,0,-1.0,1
16137,4,17,0,17,0,0.0,0
16138,8,18,0,16,0,-1.0,1
16139,7,19,0,20,0,1.0,0
16140,J,19,0,20,0,1.0,0
16141,A,21,0,16,0,-1.0,1
16142,7,25,1,14,0,1.0,0
16143,3,21,0,20,0,-1.0,1
16144,A,21,0,11,0,-1.0,1
16145,2,24,1,9,0,1.0,0
16146,3,17,0,16,0,-1.0,1
16147,A,18,0,16,0,-1.0,1
16148,A,19,0,15,0,-1.0,1
16149,6,23,1,8,1,1.0,1
16150,J,19,0,15,0,-1.0,1
16151,J,17,0,13,0,-1.0,1
16152,9,20,0,20,0,0.0,0
16153,8,21,0,18,0,-1.0,1
16154,9,19,0,14,0,-1.0,1
16155,Q,24,1,20,0,1.0,0
16156,A,19,0,11,0,-1.0,1
16157,2,24,1,17,0,1.0,0
16158,A,21,0,18,0,-1.0,1
16159,5,19,0,20,0,1.0,0
16160,J,21,0,16,0,-1.0,1
16161,9,23,1,19,0,1.0,0
16162,8,25,1,12,0,1.0,0
16163,2,18,0,11,1,-1.0,0
16164,Q,23,1,13,0,1.0,0
16165,2,19,0,20,0,1.0,0
16166,5,21,0,8,0,-1.0,1
16167,3,19,0,16,0,-1.0,1
16168,5,25,1,7,1,1.0,1
16169,10,22,1,12,0,1.0,0
16170,A,20,0,20,0,0.0,0
16171,Q,23,1,18,0,1.0,0
16172,5,18,0,15,0,-1.0,1
16173,9,24,1,14,0,1.0,0
16174,A,21,0,7,0,-1.0,1
16175,10,17,0,7,1,1.0,1
16176,4,22,1,13,0,1.0,0
16177,3,21,0,18,0,-1.0,1
16178,A,20,0,19,0,-1.0,1
16179,J,20,0,13,0,-1.0,1
16180,4,18,0,16,0,-1.0,1
16181,7,17,0,20,0,1.0,0
16182,3,20,0,15,0,-1.0,1
16183,A,20,0,18,0,-1.0,1
16184,5,25,1,19,0,1.0,0
16185,7,17,0,18,0,1.0,0
16186,Q,20,0,20,0,0.0,0
16187,7,18,0,13,0,-1.0,1
16188,6,24,1,13,0,1.0,0
16189,8,21,0,14,0,-1.0,1
16190,10,17,0,9,0,-1.0,1
16191,K,26,1,20,0,1.0,0
16192,5,17,0,17,0,0.0,0
16193,8,18,0,16,0,-1.0,1
16194,4,24,1,7,1,1.0,1
16195,5,17,0,14,0,-1.0,1
16196,10,20,0,20,0,0.0,0
16197,6,18,0,17,0,-1.0,1
16198,7,20,0,18,0,-1.0,1
16199,10,19,0,11,1,-1.0,0
16200,8,23,1,11,1,1.0,1
16201,4,17,0,10,0,-1.0,1
16202,J,17,0,12,0,-1.0,1
16203,K,20,0,21,0,1.0,0
16204,2,19,0,18,0,-1.0,1
16205,10,20,0,17,0,-1.0,1
16206,Q,23,1,12,0,1.0,0
16207,7,22,1,11,0,1.0,0
16208,8,19,0,17,0,-1.0,1
16209,4,25,1,15,0,1.0,0
16210,4,21,0,18,0,-1.0,1
16211,Q,20,0,20,0,0.0,0
16212,6,26,1,13,0,1.0,0
16213,2,17,0,16,0,-1.0,1
16214,2,19,0,13,0,-1.0,1
16215,2,21,0,20,0,-1.0,1
16216,2,19,0,12,0,-1.0,1
16217,6,22,1,11,0,1.0,0
16218,9,18,0,14,0,-1.0,1
16219,5,22,1,18,0,1.0,0
16220,8,18,0,14,0,-1.0,1
16221,6,20,0,21,0,1.0,0
16222,4,18,0,18,0,0.0,0
16223,2,22,1,18,0,1.0,0
16224,2,20,0,15,0,-1.0,1
16225,3,26,1,13,0,1.0,0
16226,3,22,1,18,0,1.0,0
16227,A,18,0,17,0,-1.0,1
16228,K,24,1,16,0,1.0,0
16229,Q,20,0,21,0,1.0,0
16230,3,24,1,15,0,1.0,0
16231,4,17,0,11,1,1.0,1
16232,2,17,0,14,0,-1.0,1
16233,7,17,0,13,0,-1.0,1
16234,8,20,0,12,0,-1.0,1
16235,Q,20,0,15,0,-1.0,1
16236,A,21,0,12,0,-1.0,1
16237,7,17,0,13,0,-1.0,1
16238,A,20,0,15,0,-1.0,1
16239,K,20,0,18,0,-1.0,1
16240,4,20,0,16,0,-1.0,1
16241,5,26,1,12,0,1.0,0
16242,J,21,0,15,0,-1.0,1
16243,10,24,1,13,0,1.0,0
16244,K,20,0,4,0,-1.0,1
16245,6,24,1,14,0,1.0,0
16246,6,18,0,20,0,1.0,0
16247,5,18,0,12,0,-1.0,1
16248,Q,20,0,13,0,-1.0,1
16249,3,20,0,14,0,-1.0,1
16250,Q,18,0,15,0,-1.0,1
16251,5,17,0,16,0,-1.0,1
16252,Q,23,1,7,1,1.0,1
16253,Q,19,0,14,0,-1.0,1
16254,K,20,0,15,0,-1.0,1
16255,7,17,0,16,0,-1.0,1
16256,7,22,1,14,0,1.0,0
16257,3,23,1,7,1,1.0,1
16258,Q,20,0,7,0,-1.0,1
16259,K,17,0,8,1,1.0,1
16260,J,21,0,16,0,-1.0,1
16261,9,20,0,16,0,-1.0,1
16262,Q,20,0,15,0,-1.0,1
16263,5,22,1,16,0,1.0,0
16264,4,21,0,14,0,-1.0,1
16265,J,20,0,15,0,-1.0,1
16266,2,17,0,18,0,1.0,0
16267,10,20,0,21,0,1.0,0
16268,8,18,0,16,0,-1.0,1
16269,5,22,1,10,1,1.0,1
16270,6,17,0,15,0,-1.0,1
16271,Q,20,0,15,0,-1.0,1
16272,5,21,0,14,0,-1.0,1
16273,5,18,0,19,0,1.0,0
16274,A,19,0,17,0,-1.0,1
16275,3,25,1,13,0,1.0,0
16276,9,19,0,20,0,1.0,0
16277,4,19,0,5,0,-1.0,1
16278,6,25,1,15,0,1.0,0
16279,J,18,0,20,0,1.0,0
16280,2,18,0,18,0,0.0,0
16281,3,19,0,13,0,-1.0,1
16282,2,18,0,8,1,0.0,1
16283,2,21,0,17,0,-1.0,1
16284,9,25,1,11,0,1.0,0
16285,2,22,1,13,0,1.0,0
16286,Q,25,1,12,0,1.0,0
16287,6,20,0,16,0,-1.0,1
16288,K,20,0,14,0,-1.0,1
16289,Q,20,0,5,1,-1.0,0
16290,8,26,1,6,0,1.0,0
16291,2,25,1,14,0,1.0,0
16292,A,18,0,14,0,-1.0,1
16293,7,26,1,19,0,1.0,0
16294,9,18,0,19,0,1.0,0
16295,2,20,0,12,0,-1.0,1
16296,J,20,0,15,0,-1.0,1
16297,7,17,0,10,1,1.0,1
16298,7,17,0,11,1,-1.0,0
16299,2,21,0,20,0,-1.0,1
16300,6,22,1,17,0,1.0,0
16301,4,18,0,14,0,-1.0,1
16302,9,22,1,15,0,1.0,0
16303,J,17,0,18,0,1.0,0
16304,6,23,1,14,0,1.0,0
16305,A,21,0,13,0,-1.0,1
16306,K,20,0,9,0,-1.0,1
16307,2,21,0,8,0,-1.0,1
16308,3,17,0,11,0,-1.0,1
16309,K,19,0,16,0,-1.0,1
16310,6,23,1,9,1,1.0,1
16311,J,22,1,16,0,1.0,0
16312,A,17,0,13,0,-1.0,1
16313,J,21,0,12,0,-1.0,1
16314,5,18,0,12,0,-1.0,1
16315,K,20,0,12,0,-1.0,1
16316,Q,23,1,15,0,1.0,0
16317,4,17,0,15,0,-1.0,1
16318,4,24,1,15,0,1.0,0
16319,5,17,0,11,0,-1.0,1
16320,8,23,1,8,0,1.0,0
16321,5,20,0,16,0,-1.0,1
16322,K,20,0,15,0,-1.0,1
16323,5,23,1,20,0,1.0,0
16324,8,18,0,7,0,-1.0,1
16325,4,18,0,9,1,0.0,1
16326,J,19,0,13,0,-1.0,1
16327,J,19,0,6,0,-1.0,1
16328,2,22,1,16,0,1.0,0
16329,4,19,0,8,0,-1.0,1
16330,J,21,0,14,0,-1.0,1
16331,9,19,0,17,0,-1.0,1
16332,8,21,0,14,0,-1.0,1
16333,9,20,0,20,0,0.0,0
16334,4,19,0,15,0,-1.0,1
16335,3,17,0,14,0,-1.0,1
16336,8,22,1,14,0,1.0,0
16337,10,21,0,16,0,-1.0,1
16338,8,18,0,13,0,-1.0,1
16339,8,26,1,17,0,1.0,0
16340,A,21,0,13,0,-1.0,1
16341,3,17,0,17,0,0.0,0
16342,2,25,1,9,0,1.0,0
16343,A,17,0,12,0,-1.0,1
16344,2,21,0,14,0,-1.0,1
16345,7,26,1,15,0,1.0,0
16346,J,20,0,20,0,0.0,0
16347,K,18,0,13,0,-1.0,1
16348,10,19,0,15,0,-1.0,1
16349,10,23,1,11,1,1.0,1
16350,10,21,0,20,0,-1.0,1
16351,4,19,0,17,0,-1.0,1
16352,Q,21,0,14,0,-1.0,1
16353,7,21,0,6,0,-1.0,1
16354,8,21,0,15,0,-1.0,1
16355,J,19,0,9,0,-1.0,1
16356,K,26,1,18,0,1.0,0
16357,10,26,1,15,0,1.0,0
16358,7,17,0,9,0,-1.0,1
16359,Q,17,0,20,0,1.0,0
16360,Q,19,0,17,0,-1.0,1
16361,J,22,1,15,0,1.0,0
16362,5,22,1,13,0,1.0,0
16363,7,17,0,18,0,1.0,0
16364,4,24,1,10,0,1.0,0
16365,J,19,0,13,0,-1.0,1
16366,Q,17,0,15,0,-1.0,1
16367,3,23,1,12,0,1.0,0
16368,10,24,1,15,0,1.0,0
16369,9,22,1,15,0,1.0,0
16370,7,25,1,11,0,1.0,0
16371,10,20,0,14,0,-1.0,1
16372,A,21,0,14,0,-1.0,1
16373,A,17,0,12,0,-1.0,1
16374,A,21,0,15,0,-1.0,1
16375,A,21,0,12,0,-1.0,1
16376,3,18,0,13,0,-1.0,1
16377,2,19,0,11,1,-1.0,0
16378,2,21,0,20,0,-1.0,1
16379,9,17,0,15,0,-1.0,1
16380,9,21,0,8,1,-1.0,0
16381,5,22,1,9,1,1.0,1
16382,4,24,1,21,0,1.0,0
16383,10,25,1,10,1,1.0,1
16384,3,23,1,14,0,1.0,0
16385,Q,20,0,20,0,0.0,0
16386,10,20,0,18,0,-1.0,1
16387,6,24,1,20,0,1.0,0
16388,7,21,0,5,1,-1.0,0
16389,7,17,0,18,0,1.0,0
16390,10,18,0,15,0,-1.0,1
16391,2,21,0,13,0,-1.0,1
16392,10,21,0,15,0,-1.0,1
16393,6,26,1,12,0,1.0,0
16394,A,21,0,20,0,-1.0,1
16395,6,20,0,19,0,-1.0,1
16396,10,20,0,6,0,-1.0,1
16397,6,17,0,7,1,-1.0,0
16398,3,18,0,16,0,-1.0,1
16399,Q,19,0,16,0,-1.0,1
16400,6,22,1,14,0,1.0,0
16401,J,21,0,17,0,-1.0,1
16402,10,17,0,13,0,-1.0,1
16403,K,18,0,20,0,1.0,0
16404,10,21,0,18,0,-1.0,1
16405,5,17,0,15,0,-1.0,1
16406,A,18,0,11,1,1.0,1
16407,5,24,1,19,0,1.0,0
16408,Q,17,0,14,0,-1.0,1
16409,Q,19,0,9,1,1.0,1
16410,5,23,1,12,0,1.0,0
16411,7,17,0,14,0,-1.0,1
16412,K,20,0,12,0,-1.0,1
16413,J,25,1,18,0,1.0,0
16414,10,24,1,20,0,1.0,0
16415,4,24,1,15,0,1.0,0
16416,6,17,0,16,0,-1.0,1
16417,Q,18,0,17,0,-1.0,1
16418,2,23,1,10,1,1.0,1
16419,3,25,1,16,0,1.0,0
16420,2,20,0,5,0,-1.0,1
16421,6,18,0,9,1,1.0,1
16422,9,19,0,14,0,-1.0,1
16423,10,17,0,17,0,0.0,0
16424,Q,18,0,15,0,-1.0,1
16425,J,20,0,16,0,-1.0,1
16426,8,17,0,16,0,-1.0,1
16427,6,23,1,9,0,1.0,0
16428,7,18,0,15,0,-1.0,1
16429,8,17,0,19,0,1.0,0
16430,7,18,0,15,0,-1.0,1
16431,7,17,0,14,0,-1.0,1
16432,K,18,0,20,0,1.0,0
16433,2,26,1,16,0,1.0,0
16434,2,20,0,12,0,-1.0,1
16435,8,18,0,15,0,-1.0,1
16436,Q,20,0,14,0,-1.0,1
16437,4,18,0,15,0,-1.0,1
16438,10,18,0,21,0,1.0,0
16439,4,21,0,18,0,-1.0,1
16440,K,20,0,18,0,-1.0,1
16441,4,18,0,8,1,-1.0,0
16442,K,17,0,17,0,0.0,0
16443,5,25,1,6,0,1.0,0
16444,8,18,0,17,0,-1.0,1
16445,8,22,1,12,0,1.0,0
16446,2,17,0,15,0,-1.0,1
16447,Q,17,0,16,0,-1.0,1
16448,10,17,0,4,1,-1.0,0
16449,3,20,0,14,0,-1.0,1
16450,J,25,1,11,0,1.0,0
16451,J,18,0,19,0,1.0,0
16452,5,17,0,10,1,0.0,1
16453,7,17,0,16,0,-1.0,1
16454,K,20,0,20,0,0.0,0
16455,2,22,1,20,0,1.0,0
16456,4,19,0,16,0,-1.0,1
16457,K,26,1,20,0,1.0,0
16458,5,22,1,12,0,1.0,0
16459,5,22,1,20,0,1.0,0
16460,5,18,0,6,0,-1.0,1
16461,3,25,1,12,0,1.0,0
16462,J,25,1,15,0,1.0,0
16463,9,19,0,19,0,0.0,0
16464,8,20,0,16,0,-1.0,1
16465,Q,21,0,13,0,-1.0,1
16466,J,20,0,13,0,-1.0,1
16467,J,20,0,18,0,-1.0,1
16468,8,19,0,9,1,1.0,1
